 log(Bfield)      Mns    Pspin  cutoff_power  cutoff_wavelength  fnickel    kappa  kappagamma   mejecta  log(nhhost)  temperature  texplosion  thetaPB     vejecta      A_V        MJD_0   log(KE)     M_Ni  Peak_mag     Peak_MJD 
    13.94291  1.32352  2.58601        4.0703         3032.93963  0.02021  0.02074     0.05767  31.11921     21.23887   9829.28808   -44.92858  1.20763  1997.31577  0.96293  58743.58715  51.29621   1.6801  19.46656  58807.97298 
    14.27637  1.67202  1.87457       4.45927         3407.71368  0.08369  0.01103     0.01133  37.00556     21.40954   9783.53342   -14.95897  1.10311  1843.35081  1.42648  58773.55676  51.23944  7.16603  19.45366  58811.11267 
    14.13821   1.9263  3.70324       3.13191         3300.64668  0.01892   0.0106     0.03112  32.77629      21.3178   3460.88371     -29.197  1.16935  1912.42631  1.15485  58759.31873  51.26239  1.58712  19.48042  58804.53125 
    13.94379  1.30908  3.29992       4.92154         3456.29992  0.00563  0.01315     0.02158  46.03961     21.19303   4009.17492   -42.40716  1.25239  1747.64494  0.86648  58746.10857  51.20886  0.49949  19.51539  58807.97298 
    14.01475  1.64166  3.29982       2.95431         3283.53887  0.00135  0.01089     0.07883  40.24866     21.26818   6322.55935   -37.03042  1.17934  1807.06297  1.03016  58751.48531  51.22828  0.11712  19.41555  58811.11267 
    14.03374  1.57776   3.1028       3.45722         2932.43996  0.00237   0.0122     0.11872  32.26945     21.25204   4073.72289   -33.98212  1.02525  1869.99099  0.99258  58754.53361  51.24173  0.19802  19.45528  58814.25236 
     14.1544  1.38666  3.11402       3.95756         3461.44766   0.0011  0.29556     0.02937   0.39491     21.42293   4741.24199   -24.48138  0.25522  2065.68111  1.47115  58764.03435  50.70599  0.02202  19.51818  58814.50809 
    14.23153  1.58808  1.95579       3.33944         3571.31406   0.0335  0.01388     0.03737  41.23345     21.27439   8483.13177   -27.10943  1.30862  1808.35908  1.04499   58761.4063  51.23065  2.92114  19.53419  58811.11267 
     14.0321   1.5924   3.0581       4.86066         3332.45877  0.02206  0.01813     0.31737  31.65207     21.30322   7889.23269   -40.14386  1.39227   1798.1918  1.11673  58748.37187  51.20627  1.83931  19.49734  58811.11267 
    14.15228  1.73794  3.12386       4.43623         3305.88608  0.01987  0.01764     0.25528  33.03017     21.34052    4283.6268    -29.8499    1.028   2161.5268  1.21689  58758.66583  51.36932  1.66826  19.50065  58814.25236 
    14.23073  1.95971  2.35808       4.50211         2547.50947  0.07645  0.01298     0.28878  32.56724     21.34729   8171.87095   -22.28651  1.41816  2201.14039  1.23601  58766.22921  51.38404  6.40426  19.52078  58807.97298 
    14.05092  1.62104  2.04879       3.61783         3510.99205  0.00815  0.01377     0.06419  46.94665     21.37127   5187.85123   -38.99427  1.56805  1703.82948  1.30616  58749.52146  51.18818  0.72565  19.52536  58811.11267 
     14.2051  1.52462  2.16911       4.18535         3174.60754  0.08053  0.01284     0.31346  36.66564     21.37562    5181.5231   -24.51612  0.89353  2106.66071  1.31931  58763.99961  51.35473  6.88407  19.51821  58807.97298 
    14.02958  1.55746  2.78174        3.0724         3436.92822   0.0031  0.01045     0.35229  43.83038     21.35051   6144.35798   -34.89354  0.92741  1799.94596   1.2452  58753.62219  51.23098   0.2729  19.58568  58811.11267 
    14.11734  1.62289  4.80564       4.74864         3196.01021  0.01958  0.01794     0.02882  18.82874     21.18206   6189.03791   -26.90854  0.90109  2344.71046  0.84487  58761.60719  51.39577  1.48485  19.50027  58811.11267 
    14.02749  1.67849   4.3761       4.55074         3609.67498  0.01544  0.01269     0.05869  32.20602     21.27595    9838.7693   -37.41625  1.16259  1876.53561  1.04876  58751.09948  51.24462  1.29098  19.52152  58811.11267 
    14.20718  1.85549  3.59611       3.85501         3268.80157  0.00978  0.01213     0.04765  36.46853     21.34484   8250.15212   -36.02731  0.71645  2036.07901  1.22905  58752.48842  51.32473  0.83501  19.57594  58811.11267 
    14.23591  1.81676  2.51587       3.73974         2581.72206  0.03658  0.01763     0.11198  29.64036     21.24792   7501.70586   -26.96243   1.2228   2302.8102  0.98321   58761.5533  51.41614  3.01435  19.48141  58807.97298 
    14.13067  1.75744  2.53476       3.89218         2435.57712  0.00229  0.01548     0.09195  29.97678     21.30981    6528.6367   -24.06751   1.0273  2350.78963  1.13381  58764.44822  51.43491  0.18909  19.49455  58807.97298 
    14.16185  1.51689  4.05654       4.84032         3572.61253  0.00116  0.08429     0.01007   4.11135     21.26717   3362.91543   -34.06813  0.57828  1865.62364  1.02777   58754.4476  51.04843  0.06224  19.47433  58798.55392 
    14.01058  1.67298  4.28694       3.41163         3754.44226  0.00159  0.01209     0.07231  29.39595      21.2597   6947.23794   -29.91614  1.41699  1910.47475  1.01024  58758.59959  51.25328   0.1308  19.50598  58807.97298 
    14.32339  1.88172  5.59755       4.55586          3572.3662  0.02436  0.01539     0.05077  38.77071     21.07034   9303.45598   -40.03106  0.96767  2190.17192  0.65324  58748.48467  51.39258  2.10202  19.52857  58811.11267 
    14.21246  1.88338  2.60533        4.6332         3166.31319  0.03805  0.01023      0.1658  51.03527     21.35156   4158.44474   -30.26229  1.51243  1881.58624   1.2482  58758.25344  51.28023  3.43497  19.49207  58814.25236 
    14.09711   1.5713  1.46208       2.84865         2819.63484  0.00806  0.01509     0.19949  42.59938     21.30281   6042.40422   -34.42187  1.25068   1827.7093  1.11568  58754.09386  51.24224  0.70616   19.5562  58811.11267 
    14.20036  1.68019  1.83036       4.96836         2432.74737  0.04382  0.01685     0.28048  32.52134     21.28562   9317.79812   -19.99992  1.46576  2422.05642  1.07237  58768.51581  51.46701  3.67017  19.53967  58811.11267 
    14.14584  1.79973  3.69846       3.54958         2986.36867  0.00155  0.01195     0.11357  31.37373     21.28986    3464.4807   -26.89517   0.8805  2259.91164  1.08289  58761.62056  51.40412  0.12883  19.49357   58816.5284 
    14.29437  1.67132  2.98235       3.32312         3662.42149  0.03209  0.01445     0.20381  38.07299      21.3049   7567.31494   -38.59123  0.70139  1806.60079  1.12106   58749.9245  51.22402  2.76047  19.42703  58811.11267 
    14.22242  1.92165  3.43067       3.07994         3521.76027  0.04494  0.01258     0.02749  35.14149     21.32103   8194.48033   -32.70782  1.12947  1832.15239  1.16347  58755.80791  51.23033   3.8143  19.50721  58814.25236 
    13.99902  1.46801  4.33328       3.59733         3287.50776  0.02454  0.01254      0.0971  36.32421     21.14862   9962.83137   -36.86899  1.34284  2299.19971  0.78225  58751.64673  51.43001  2.09463  19.42752  58811.11267 
     13.8373  1.61922  3.77092       4.62936         3456.64006  0.00102  0.14458     0.01102   0.76832     21.33938   3603.23673   -20.80725  0.56065  2422.84631  1.21369  58767.70848   51.0154  0.03014  19.49537  58811.11267 
    14.24829  1.73905     4.83       4.79922         3815.15896  0.01972  0.12525      0.0138   0.86059     21.31571   5414.87135   -26.18879  0.33498   1994.5583  1.14932  58762.32694  50.86988  0.61592  19.47581  58811.11267 
    14.17023  1.83657  4.51756       3.39867         3275.64427  0.02907  0.01368     0.12308  20.09527     21.28744   5875.98265    -24.8494   0.8521  2406.99209  1.07687  58763.66633   51.4239  2.23243  19.53954  58814.50809 
    14.14445  1.69954  2.90145       3.06715         2911.37212  0.00438  0.01193     0.01299  40.94908      21.3082   8809.16014   -28.56642  0.87579  2220.41792   1.1296  58759.94931  51.40845  0.38111  19.47302  58811.11267 
    14.26487  1.52532  0.96405       3.18874         3374.37347  0.05658  0.01111     0.08419  47.60444     21.37651   6445.12969     -24.894  1.00412  1799.13363  1.32202  58763.62173  51.23644  5.05109  19.47223  58811.11267 
    14.09133  1.47585  1.28243       4.57616         3469.57854  0.00808  0.01088       0.035  56.21748     21.41267   5911.13311   -25.39175  1.29281   1566.0602  1.43681  58763.12398  51.12747  0.74039  19.52088   58814.5831 
     14.2535  1.76289  2.32934       4.96452          2946.5105  0.00217  0.01173     0.27037  54.26603     21.29896   3419.17598   -46.58939  0.73529  1557.93218  1.10583  58741.92634  51.12053  0.19793  19.44951  58811.11267 
