"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-10.400 -21.370 -0.078 -21.369 -0.078 -21.336 -0.072 -21.232 -0.077 -21.212 -0.080 -21.177 -0.084 -21.029 -0.111 -21.000 -0.118 15.876 0.068 2.275 0.012 44.370 42.205
-10.000 -21.392 -0.076 -21.391 -0.076 -21.359 -0.069 -21.258 -0.075 -21.238 -0.077 -21.204 -0.082 -21.058 -0.109 -21.029 -0.116 15.751 0.062 2.323 0.011 44.374 42.171
-9.600 -21.412 -0.073 -21.412 -0.073 -21.380 -0.067 -21.281 -0.073 -21.262 -0.075 -21.229 -0.080 -21.085 -0.108 -21.057 -0.115 15.630 0.057 2.370 0.011 44.378 42.136
-9.200 -21.431 -0.071 -21.430 -0.071 -21.400 -0.065 -21.303 -0.071 -21.284 -0.074 -21.252 -0.078 -21.110 -0.106 -21.083 -0.113 15.514 0.053 2.415 0.010 44.382 42.105
-8.800 -21.448 -0.070 -21.447 -0.069 -21.417 -0.063 -21.323 -0.070 -21.304 -0.072 -21.273 -0.077 -21.134 -0.105 -21.107 -0.112 15.403 0.050 2.458 0.010 44.385 42.082
-8.400 -21.463 -0.069 -21.462 -0.068 -21.433 -0.062 -21.341 -0.069 -21.323 -0.072 -21.292 -0.076 -21.156 -0.104 -21.129 -0.111 15.297 0.049 2.500 0.010 44.387 42.076
-8.000 -21.476 -0.068 -21.475 -0.068 -21.447 -0.062 -21.357 -0.069 -21.339 -0.071 -21.309 -0.076 -21.176 -0.104 -21.150 -0.111 15.197 0.050 2.539 0.011 44.389 42.090
-7.600 -21.488 -0.068 -21.487 -0.068 -21.460 -0.062 -21.371 -0.069 -21.354 -0.072 -21.324 -0.076 -21.194 -0.104 -21.168 -0.111 15.101 0.054 2.575 0.012 44.390 42.125
-7.200 -21.498 -0.069 -21.497 -0.069 -21.470 -0.062 -21.384 -0.070 -21.367 -0.072 -21.338 -0.077 -21.211 -0.104 -21.185 -0.111 15.007 0.061 2.610 0.014 44.391 42.175
-6.800 -21.506 -0.071 -21.505 -0.070 -21.479 -0.063 -21.394 -0.070 -21.378 -0.073 -21.350 -0.078 -21.225 -0.105 -21.200 -0.112 14.915 0.070 2.643 0.016 44.392 42.234
-6.400 -21.513 -0.072 -21.512 -0.072 -21.486 -0.065 -21.403 -0.071 -21.387 -0.074 -21.360 -0.078 -21.238 -0.105 -21.214 -0.112 14.825 0.080 2.674 0.018 44.391 42.292
-6.000 -21.518 -0.074 -21.517 -0.073 -21.491 -0.066 -21.411 -0.072 -21.395 -0.075 -21.368 -0.079 -21.250 -0.106 -21.226 -0.113 14.737 0.091 2.704 0.021 44.390 42.347
-5.600 -21.522 -0.075 -21.521 -0.075 -21.495 -0.068 -21.417 -0.073 -21.401 -0.075 -21.375 -0.080 -21.260 -0.107 -21.237 -0.114 14.652 0.102 2.731 0.025 44.389 42.398
-5.200 -21.524 -0.077 -21.524 -0.076 -21.498 -0.069 -21.421 -0.074 -21.406 -0.076 -21.381 -0.080 -21.269 -0.107 -21.246 -0.114 14.571 0.114 2.756 0.028 44.387 42.445
-4.800 -21.526 -0.078 -21.525 -0.078 -21.500 -0.070 -21.424 -0.074 -21.410 -0.076 -21.385 -0.081 -21.276 -0.108 -21.254 -0.115 14.495 0.126 2.779 0.031 44.386 42.486
-4.400 -21.527 -0.079 -21.526 -0.079 -21.501 -0.071 -21.427 -0.074 -21.412 -0.077 -21.388 -0.081 -21.282 -0.109 -21.260 -0.116 14.424 0.138 2.800 0.035 44.383 42.523
-4.000 -21.526 -0.080 -21.526 -0.080 -21.500 -0.072 -21.428 -0.075 -21.414 -0.077 -21.390 -0.081 -21.287 -0.109 -21.266 -0.116 14.359 0.149 2.818 0.038 44.381 42.557
-3.600 -21.525 -0.081 -21.525 -0.081 -21.500 -0.073 -21.428 -0.075 -21.414 -0.077 -21.392 -0.081 -21.291 -0.110 -21.270 -0.117 14.298 0.161 2.834 0.042 44.379 42.586
-3.200 -21.524 -0.082 -21.523 -0.082 -21.498 -0.074 -21.427 -0.075 -21.414 -0.077 -21.392 -0.081 -21.294 -0.110 -21.274 -0.118 14.244 0.172 2.847 0.045 44.376 42.614
-2.800 -21.521 -0.083 -21.521 -0.083 -21.496 -0.074 -21.426 -0.075 -21.413 -0.077 -21.391 -0.081 -21.296 -0.111 -21.276 -0.118 14.191 0.183 2.859 0.048 44.373 42.638
-2.400 -21.518 -0.084 -21.518 -0.084 -21.493 -0.075 -21.424 -0.075 -21.411 -0.077 -21.390 -0.082 -21.297 -0.112 -21.278 -0.119 14.143 0.193 2.869 0.052 44.371 42.660
-2.000 -21.515 -0.085 -21.514 -0.085 -21.489 -0.076 -21.421 -0.076 -21.408 -0.078 -21.388 -0.082 -21.297 -0.113 -21.279 -0.120 14.099 0.204 2.878 0.055 44.368 42.680
-1.600 -21.511 -0.087 -21.510 -0.087 -21.485 -0.077 -21.418 -0.076 -21.405 -0.078 -21.385 -0.083 -21.297 -0.114 -21.279 -0.121 14.058 0.214 2.885 0.058 44.365 42.698
-1.200 -21.507 -0.088 -21.506 -0.088 -21.481 -0.078 -21.414 -0.077 -21.402 -0.079 -21.382 -0.084 -21.296 -0.115 -21.278 -0.123 14.025 0.224 2.889 0.061 44.362 42.715
-0.800 -21.502 -0.090 -21.501 -0.090 -21.476 -0.080 -21.410 -0.078 -21.398 -0.080 -21.378 -0.085 -21.294 -0.117 -21.277 -0.124 13.991 0.233 2.893 0.064 44.359 42.729
-0.400 -21.497 -0.092 -21.497 -0.091 -21.471 -0.081 -21.405 -0.080 -21.393 -0.082 -21.374 -0.086 -21.292 -0.118 -21.276 -0.126 13.954 0.241 2.898 0.067 44.356 42.741
-0.000 -21.492 -0.093 -21.492 -0.093 -21.466 -0.083 -21.401 -0.081 -21.389 -0.083 -21.370 -0.088 -21.290 -0.119 -21.274 -0.127 13.928 0.250 2.899 0.069 44.353 42.753
0.400 -21.487 -0.095 -21.487 -0.095 -21.461 -0.084 -21.396 -0.082 -21.385 -0.085 -21.366 -0.089 -21.287 -0.121 -21.272 -0.129 13.901 0.257 2.901 0.071 44.350 42.763
0.800 -21.483 -0.097 -21.482 -0.097 -21.456 -0.086 -21.392 -0.084 -21.380 -0.086 -21.362 -0.091 -21.285 -0.122 -21.269 -0.130 13.874 0.264 2.902 0.073 44.347 42.772
1.200 -21.478 -0.099 -21.477 -0.099 -21.452 -0.088 -21.387 -0.086 -21.376 -0.088 -21.358 -0.092 -21.282 -0.124 -21.267 -0.131 13.850 0.269 2.904 0.075 44.344 42.779
1.600 -21.473 -0.101 -21.473 -0.101 -21.447 -0.090 -21.383 -0.087 -21.372 -0.089 -21.354 -0.094 -21.279 -0.125 -21.264 -0.133 13.827 0.274 2.904 0.077 44.342 42.784
2.000 -21.469 -0.103 -21.468 -0.103 -21.443 -0.092 -21.379 -0.089 -21.368 -0.091 -21.350 -0.095 -21.276 -0.126 -21.261 -0.134 13.803 0.278 2.906 0.078 44.339 42.789
2.400 -21.465 -0.105 -21.464 -0.105 -21.439 -0.094 -21.375 -0.090 -21.364 -0.092 -21.346 -0.097 -21.273 -0.127 -21.259 -0.135 13.784 0.282 2.906 0.079 44.337 42.793
2.800 -21.461 -0.107 -21.460 -0.107 -21.435 -0.096 -21.371 -0.091 -21.360 -0.093 -21.342 -0.097 -21.270 -0.128 -21.256 -0.135 13.766 0.285 2.906 0.080 44.335 42.797
3.200 -21.457 -0.109 -21.456 -0.109 -21.431 -0.097 -21.367 -0.092 -21.356 -0.094 -21.339 -0.098 -21.267 -0.128 -21.253 -0.136 13.750 0.288 2.906 0.081 44.333 42.800
3.600 -21.453 -0.110 -21.452 -0.110 -21.427 -0.099 -21.363 -0.093 -21.353 -0.094 -21.335 -0.098 -21.264 -0.128 -21.250 -0.136 13.737 0.291 2.904 0.082 44.331 42.802
4.000 -21.449 -0.111 -21.448 -0.111 -21.423 -0.099 -21.360 -0.092 -21.349 -0.094 -21.332 -0.098 -21.261 -0.128 -21.247 -0.136 13.726 0.293 2.903 0.083 44.329 42.805
4.400 -21.445 -0.112 -21.445 -0.112 -21.420 -0.100 -21.357 -0.092 -21.346 -0.093 -21.328 -0.097 -21.258 -0.128 -21.244 -0.135 13.717 0.296 2.901 0.083 44.327 42.807
4.800 -21.442 -0.112 -21.441 -0.112 -21.416 -0.099 -21.353 -0.090 -21.342 -0.092 -21.325 -0.096 -21.255 -0.127 -21.242 -0.135 13.711 0.298 2.898 0.084 44.325 42.809
5.200 -21.438 -0.112 -21.438 -0.111 -21.413 -0.099 -21.350 -0.089 -21.339 -0.090 -21.322 -0.094 -21.252 -0.126 -21.239 -0.134 13.707 0.300 2.894 0.084 44.324 42.812
5.600 -21.435 -0.111 -21.435 -0.111 -21.410 -0.097 -21.347 -0.086 -21.336 -0.088 -21.319 -0.092 -21.249 -0.124 -21.236 -0.132 13.705 0.302 2.890 0.084 44.322 42.814
6.000 -21.432 -0.110 -21.431 -0.109 -21.407 -0.096 -21.344 -0.083 -21.333 -0.084 -21.315 -0.089 -21.246 -0.123 -21.233 -0.131 13.706 0.305 2.885 0.085 44.321 42.817
6.400 -21.429 -0.108 -21.428 -0.108 -21.404 -0.093 -21.341 -0.080 -21.330 -0.081 -21.312 -0.085 -21.243 -0.121 -21.230 -0.129 13.708 0.307 2.880 0.085 44.320 42.820
6.800 -21.426 -0.106 -21.425 -0.106 -21.401 -0.091 -21.338 -0.075 -21.327 -0.077 -21.309 -0.081 -21.240 -0.118 -21.228 -0.127 13.712 0.310 2.874 0.086 44.318 42.823
7.200 -21.423 -0.104 -21.422 -0.104 -21.398 -0.088 -21.335 -0.071 -21.324 -0.072 -21.306 -0.077 -21.238 -0.116 -21.225 -0.125 13.717 0.313 2.868 0.086 44.317 42.827
7.600 -21.419 -0.102 -21.419 -0.101 -21.395 -0.085 -21.332 -0.066 -21.321 -0.067 -21.303 -0.073 -21.235 -0.113 -21.222 -0.123 13.724 0.316 2.862 0.086 44.316 42.832
8.000 -21.416 -0.099 -21.416 -0.099 -21.392 -0.082 -21.329 -0.061 -21.318 -0.062 -21.300 -0.068 -21.232 -0.111 -21.220 -0.120 13.731 0.319 2.855 0.087 44.315 42.836
8.400 -21.413 -0.097 -21.413 -0.096 -21.389 -0.079 -21.326 -0.056 -21.315 -0.057 -21.298 -0.063 -21.230 -0.108 -21.217 -0.118 13.738 0.322 2.848 0.087 44.314 42.841
8.800 -21.410 -0.094 -21.410 -0.094 -21.386 -0.076 -21.323 -0.051 -21.312 -0.053 -21.295 -0.059 -21.227 -0.106 -21.215 -0.115 13.744 0.325 2.842 0.088 44.312 42.845
9.200 -21.407 -0.092 -21.407 -0.092 -21.383 -0.073 -21.320 -0.047 -21.309 -0.049 -21.292 -0.056 -21.225 -0.103 -21.212 -0.113 13.746 0.328 2.837 0.088 44.311 42.848
9.600 -21.404 -0.090 -21.403 -0.090 -21.380 -0.071 -21.317 -0.045 -21.306 -0.047 -21.289 -0.054 -21.222 -0.101 -21.210 -0.111 13.743 0.329 2.833 0.088 44.310 42.849
10.000 -21.401 -0.088 -21.400 -0.088 -21.377 -0.070 -21.315 -0.044 -21.304 -0.045 -21.287 -0.052 -21.220 -0.099 -21.208 -0.109 13.734 0.329 2.832 0.088 44.308 42.847
10.400 -21.397 -0.087 -21.397 -0.086 -21.374 -0.068 -21.312 -0.044 -21.301 -0.046 -21.284 -0.052 -21.217 -0.097 -21.205 -0.107 13.719 0.327 2.833 0.088 44.307 42.843
10.800 -21.394 -0.085 -21.393 -0.085 -21.371 -0.068 -21.309 -0.045 -21.298 -0.047 -21.281 -0.052 -21.215 -0.095 -21.203 -0.105 13.699 0.324 2.835 0.088 44.305 42.836
11.200 -21.390 -0.083 -21.390 -0.083 -21.368 -0.067 -21.307 -0.047 -21.296 -0.048 -21.279 -0.053 -21.213 -0.094 -21.201 -0.103 13.672 0.320 2.840 0.087 44.303 42.826
11.600 -21.386 -0.082 -21.386 -0.081 -21.365 -0.066 -21.304 -0.049 -21.293 -0.050 -21.276 -0.055 -21.211 -0.092 -21.198 -0.100 13.642 0.315 2.845 0.086 44.301 42.815
12.000 -21.382 -0.080 -21.382 -0.080 -21.361 -0.066 -21.301 -0.051 -21.291 -0.052 -21.274 -0.056 -21.208 -0.090 -21.196 -0.098 13.607 0.308 2.852 0.085 44.298 42.801
12.400 -21.378 -0.078 -21.377 -0.078 -21.357 -0.065 -21.299 -0.052 -21.288 -0.053 -21.271 -0.057 -21.206 -0.088 -21.194 -0.096 13.569 0.301 2.859 0.084 44.296 42.786
12.800 -21.373 -0.076 -21.372 -0.075 -21.353 -0.064 -21.296 -0.054 -21.285 -0.054 -21.269 -0.057 -21.203 -0.086 -21.191 -0.093 13.529 0.293 2.867 0.083 44.293 42.771
13.200 -21.367 -0.073 -21.367 -0.073 -21.349 -0.063 -21.292 -0.054 -21.282 -0.055 -21.266 -0.057 -21.200 -0.083 -21.188 -0.090 13.480 0.285 2.877 0.081 44.289 42.753
13.600 -21.361 -0.071 -21.361 -0.070 -21.344 -0.061 -21.289 -0.054 -21.279 -0.055 -21.262 -0.057 -21.197 -0.080 -21.185 -0.087 13.434 0.277 2.885 0.080 44.286 42.736
14.000 -21.354 -0.068 -21.354 -0.067 -21.338 -0.059 -21.284 -0.054 -21.274 -0.054 -21.258 -0.056 -21.194 -0.077 -21.182 -0.084 13.386 0.269 2.893 0.079 44.282 42.717
14.400 -21.346 -0.064 -21.346 -0.064 -21.331 -0.056 -21.280 -0.053 -21.270 -0.053 -21.254 -0.055 -21.190 -0.074 -21.178 -0.081 13.333 0.261 2.901 0.077 44.278 42.698
14.800 -21.337 -0.061 -21.337 -0.061 -21.323 -0.054 -21.274 -0.052 -21.264 -0.052 -21.249 -0.054 -21.185 -0.071 -21.173 -0.078 13.276 0.253 2.910 0.076 44.273 42.678
15.200 -21.327 -0.058 -21.327 -0.057 -21.314 -0.051 -21.267 -0.050 -21.258 -0.051 -21.243 -0.052 -21.180 -0.068 -21.168 -0.075 13.225 0.246 2.915 0.075 44.268 42.658
15.600 -21.315 -0.054 -21.315 -0.054 -21.304 -0.049 -21.259 -0.049 -21.251 -0.049 -21.236 -0.050 -21.174 -0.066 -21.162 -0.072 13.143 0.238 2.929 0.074 44.261 42.633
16.000 -21.302 -0.052 -21.302 -0.051 -21.292 -0.046 -21.251 -0.047 -21.242 -0.048 -21.228 -0.049 -21.167 -0.064 -21.155 -0.070 13.065 0.231 2.940 0.073 44.254 42.609
16.400 -21.286 -0.050 -21.286 -0.049 -21.278 -0.044 -21.240 -0.045 -21.232 -0.046 -21.219 -0.047 -21.159 -0.063 -21.148 -0.070 12.976 0.225 2.952 0.072 44.245 42.586
16.800 -21.268 -0.049 -21.268 -0.049 -21.262 -0.043 -21.229 -0.043 -21.221 -0.044 -21.208 -0.045 -21.151 -0.063 -21.139 -0.070 12.877 0.220 2.965 0.072 44.236 42.564
17.200 -21.249 -0.049 -21.249 -0.049 -21.244 -0.042 -21.216 -0.041 -21.209 -0.042 -21.196 -0.044 -21.141 -0.064 -21.130 -0.071 12.769 0.216 2.978 0.072 44.225 42.545
17.600 -21.227 -0.051 -21.227 -0.050 -21.225 -0.043 -21.201 -0.040 -21.195 -0.041 -21.183 -0.043 -21.130 -0.066 -21.120 -0.074 12.655 0.214 2.993 0.072 44.214 42.529
18.000 -21.204 -0.053 -21.204 -0.053 -21.203 -0.044 -21.185 -0.039 -21.179 -0.040 -21.169 -0.043 -21.119 -0.069 -21.109 -0.077 12.533 0.214 3.009 0.073 44.202 42.516
18.400 -21.179 -0.056 -21.179 -0.056 -21.180 -0.046 -21.167 -0.039 -21.162 -0.040 -21.153 -0.044 -21.106 -0.073 -21.097 -0.081 12.403 0.215 3.027 0.075 44.189 42.504
18.800 -21.152 -0.060 -21.152 -0.060 -21.155 -0.050 -21.147 -0.041 -21.143 -0.043 -21.135 -0.047 -21.093 -0.078 -21.084 -0.085 12.269 0.217 3.045 0.078 44.175 42.493
19.200 -21.125 -0.065 -21.125 -0.064 -21.129 -0.054 -21.126 -0.045 -21.123 -0.047 -21.117 -0.051 -21.078 -0.083 -21.070 -0.091 12.135 0.221 3.063 0.082 44.161 42.483
19.600 -21.097 -0.070 -21.097 -0.070 -21.103 -0.059 -21.104 -0.050 -21.102 -0.052 -21.097 -0.057 -21.063 -0.088 -21.055 -0.096 12.004 0.225 3.081 0.085 44.148 42.474
20.000 -21.068 -0.075 -21.068 -0.075 -21.075 -0.064 -21.082 -0.057 -21.080 -0.058 -21.076 -0.063 -21.047 -0.094 -21.040 -0.102 11.878 0.230 3.097 0.090 44.134 42.464
20.400 -21.039 -0.081 -21.039 -0.080 -21.047 -0.070 -21.058 -0.064 -21.058 -0.065 -21.055 -0.070 -21.030 -0.100 -21.024 -0.108 11.759 0.235 3.110 0.094 44.120 42.454
20.800 -21.010 -0.086 -21.010 -0.086 -21.020 -0.076 -21.034 -0.071 -21.035 -0.072 -21.033 -0.077 -21.013 -0.106 -21.007 -0.114 11.650 0.239 3.120 0.098 44.106 42.445
21.200 -20.982 -0.092 -20.982 -0.092 -20.993 -0.082 -21.011 -0.078 -21.011 -0.079 -21.011 -0.084 -20.995 -0.113 -20.990 -0.120 11.552 0.244 3.126 0.101 44.093 42.437
21.600 -20.954 -0.098 -20.954 -0.098 -20.966 -0.089 -20.987 -0.085 -20.988 -0.087 -20.989 -0.090 -20.977 -0.119 -20.972 -0.125 11.467 0.249 3.128 0.105 44.081 42.430
22.000 -20.928 -0.104 -20.928 -0.104 -20.940 -0.095 -20.963 -0.092 -20.965 -0.093 -20.967 -0.097 -20.958 -0.124 -20.955 -0.131 11.396 0.254 3.124 0.108 44.069 42.425
22.400 -20.902 -0.110 -20.903 -0.110 -20.915 -0.101 -20.940 -0.098 -20.943 -0.100 -20.945 -0.104 -20.940 -0.130 -20.936 -0.136 11.336 0.259 3.117 0.111 44.058 42.421
22.800 -20.878 -0.115 -20.878 -0.115 -20.891 -0.107 -20.918 -0.104 -20.920 -0.106 -20.923 -0.110 -20.921 -0.135 -20.918 -0.142 11.287 0.264 3.107 0.114 44.048 42.417
23.200 -20.854 -0.121 -20.855 -0.121 -20.868 -0.113 -20.895 -0.110 -20.898 -0.112 -20.902 -0.115 -20.902 -0.140 -20.900 -0.146 11.245 0.268 3.094 0.116 44.038 42.413
23.600 -20.831 -0.126 -20.832 -0.126 -20.846 -0.118 -20.874 -0.116 -20.877 -0.117 -20.881 -0.121 -20.883 -0.145 -20.881 -0.151 11.211 0.272 3.078 0.117 44.028 42.409
24.000 -20.809 -0.131 -20.810 -0.130 -20.824 -0.123 -20.852 -0.120 -20.856 -0.122 -20.860 -0.125 -20.864 -0.149 -20.863 -0.155 11.182 0.275 3.061 0.119 44.019 42.405
24.400 -20.788 -0.135 -20.788 -0.135 -20.803 -0.127 -20.832 -0.125 -20.835 -0.126 -20.839 -0.129 -20.845 -0.152 -20.844 -0.158 11.157 0.278 3.043 0.119 44.010 42.400
24.800 -20.766 -0.139 -20.767 -0.139 -20.782 -0.131 -20.811 -0.129 -20.815 -0.130 -20.819 -0.133 -20.826 -0.155 -20.825 -0.161 11.136 0.280 3.024 0.120 44.001 42.394
25.200 -20.745 -0.142 -20.746 -0.142 -20.761 -0.135 -20.791 -0.132 -20.794 -0.133 -20.799 -0.136 -20.807 -0.158 -20.807 -0.164 11.118 0.281 3.004 0.120 43.992 42.388
25.600 -20.725 -0.145 -20.725 -0.145 -20.741 -0.138 -20.771 -0.135 -20.775 -0.136 -20.779 -0.139 -20.788 -0.160 -20.788 -0.166 11.102 0.282 2.983 0.120 43.984 42.381
26.000 -20.704 -0.148 -20.705 -0.147 -20.721 -0.140 -20.751 -0.137 -20.755 -0.138 -20.760 -0.141 -20.769 -0.162 -20.769 -0.167 11.087 0.283 2.962 0.119 43.975 42.374
26.400 -20.684 -0.150 -20.684 -0.149 -20.701 -0.142 -20.732 -0.139 -20.735 -0.140 -20.740 -0.143 -20.750 -0.163 -20.751 -0.169 11.074 0.283 2.941 0.119 43.967 42.366
26.800 -20.663 -0.151 -20.664 -0.151 -20.681 -0.144 -20.712 -0.140 -20.716 -0.141 -20.720 -0.144 -20.731 -0.164 -20.732 -0.169 11.061 0.283 2.920 0.118 43.959 42.358
27.200 -20.643 -0.152 -20.643 -0.152 -20.661 -0.145 -20.692 -0.141 -20.696 -0.142 -20.701 -0.144 -20.712 -0.164 -20.713 -0.170 11.048 0.283 2.899 0.118 43.950 42.350
27.600 -20.622 -0.153 -20.622 -0.153 -20.641 -0.145 -20.672 -0.141 -20.676 -0.142 -20.681 -0.144 -20.692 -0.164 -20.694 -0.170 11.034 0.283 2.878 0.117 43.942 42.341
28.000 -20.601 -0.153 -20.601 -0.153 -20.621 -0.145 -20.652 -0.141 -20.656 -0.142 -20.661 -0.144 -20.673 -0.164 -20.674 -0.169 11.019 0.283 2.857 0.116 43.933 42.332
28.400 -20.579 -0.153 -20.580 -0.153 -20.600 -0.145 -20.632 -0.141 -20.635 -0.142 -20.640 -0.144 -20.653 -0.163 -20.655 -0.168 11.003 0.283 2.837 0.116 43.924 42.323
28.800 -20.557 -0.153 -20.557 -0.153 -20.578 -0.145 -20.611 -0.140 -20.615 -0.141 -20.620 -0.143 -20.633 -0.162 -20.635 -0.167 10.984 0.282 2.817 0.115 43.915 42.313
29.200 -20.534 -0.153 -20.535 -0.152 -20.556 -0.144 -20.589 -0.139 -20.593 -0.140 -20.598 -0.142 -20.613 -0.161 -20.615 -0.166 10.961 0.282 2.798 0.114 43.906 42.303
29.600 -20.510 -0.152 -20.511 -0.152 -20.533 -0.144 -20.568 -0.138 -20.571 -0.139 -20.577 -0.141 -20.592 -0.160 -20.595 -0.165 10.935 0.282 2.780 0.114 43.896 42.293
30.000 -20.486 -0.151 -20.486 -0.151 -20.509 -0.143 -20.545 -0.137 -20.549 -0.138 -20.555 -0.140 -20.572 -0.158 -20.574 -0.164 10.905 0.282 2.763 0.114 43.886 42.282
30.400 -20.460 -0.151 -20.461 -0.150 -20.485 -0.142 -20.522 -0.137 -20.526 -0.137 -20.532 -0.139 -20.550 -0.157 -20.554 -0.162 10.869 0.283 2.748 0.114 43.876 42.270
30.800 -20.433 -0.150 -20.434 -0.150 -20.459 -0.141 -20.498 -0.136 -20.502 -0.137 -20.509 -0.138 -20.529 -0.156 -20.532 -0.161 10.826 0.283 2.734 0.115 43.864 42.258
31.200 -20.405 -0.150 -20.406 -0.149 -20.432 -0.141 -20.473 -0.135 -20.478 -0.136 -20.485 -0.138 -20.507 -0.154 -20.511 -0.160 10.776 0.283 2.723 0.115 43.853 42.246
31.600 -20.375 -0.149 -20.376 -0.149 -20.403 -0.141 -20.447 -0.135 -20.452 -0.136 -20.460 -0.137 -20.485 -0.154 -20.490 -0.159 10.718 0.284 2.714 0.116 43.841 42.232
