"Time (MJD)" g-4810.16 g-4810.16_err i-7503.03 i-7503.03_err r-6155.47 r-6155.47_err z-8668.36 z-8668.36_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-19.600 -21.050 -0.151 -21.888 -0.081 -21.642 -0.093 -21.619 -0.096 16.063 2.872 2.594 0.813 44.504 43.693
-19.200 -21.073 -0.152 -21.912 -0.082 -21.674 -0.093 -21.652 -0.095 15.987 2.798 2.650 0.815 44.514 43.693
-18.800 -21.096 -0.153 -21.935 -0.082 -21.706 -0.094 -21.685 -0.095 15.913 2.725 2.706 0.817 44.524 43.692
-18.400 -21.119 -0.154 -21.957 -0.083 -21.737 -0.094 -21.717 -0.094 15.841 2.654 2.762 0.817 44.534 43.691
-18.000 -21.141 -0.155 -21.979 -0.084 -21.768 -0.095 -21.749 -0.093 15.771 2.585 2.818 0.817 44.544 43.690
-17.600 -21.163 -0.155 -21.999 -0.084 -21.798 -0.095 -21.780 -0.091 15.704 2.517 2.873 0.816 44.554 43.689
-17.200 -21.184 -0.156 -22.020 -0.085 -21.827 -0.095 -21.810 -0.090 15.639 2.449 2.929 0.814 44.563 43.688
-16.800 -21.204 -0.156 -22.039 -0.085 -21.856 -0.096 -21.840 -0.088 15.575 2.383 2.984 0.812 44.572 43.686
-16.400 -21.224 -0.157 -22.058 -0.086 -21.884 -0.096 -21.869 -0.087 15.512 2.317 3.039 0.808 44.581 43.685
-16.000 -21.244 -0.157 -22.077 -0.086 -21.911 -0.096 -21.897 -0.085 15.450 2.252 3.093 0.803 44.589 43.682
-15.600 -21.263 -0.157 -22.094 -0.087 -21.938 -0.096 -21.924 -0.083 15.389 2.186 3.148 0.798 44.598 43.680
-15.200 -21.281 -0.157 -22.112 -0.087 -21.964 -0.096 -21.951 -0.082 15.328 2.121 3.202 0.791 44.606 43.676
-14.800 -21.299 -0.157 -22.128 -0.088 -21.990 -0.096 -21.976 -0.080 15.267 2.056 3.256 0.783 44.613 43.673
-14.400 -21.317 -0.156 -22.144 -0.089 -22.015 -0.097 -22.001 -0.078 15.206 1.992 3.310 0.775 44.620 43.669
-14.000 -21.333 -0.156 -22.160 -0.090 -22.039 -0.097 -22.025 -0.076 15.146 1.929 3.363 0.766 44.627 43.664
-13.600 -21.350 -0.155 -22.174 -0.091 -22.063 -0.097 -22.048 -0.074 15.087 1.869 3.416 0.756 44.634 43.659
-13.200 -21.365 -0.154 -22.189 -0.092 -22.085 -0.097 -22.070 -0.073 15.029 1.811 3.467 0.747 44.641 43.654
-12.800 -21.380 -0.154 -22.202 -0.092 -22.108 -0.097 -22.091 -0.071 14.972 1.755 3.519 0.738 44.647 43.649
-12.400 -21.395 -0.152 -22.216 -0.093 -22.130 -0.097 -22.111 -0.070 14.917 1.703 3.569 0.729 44.653 43.644
-12.000 -21.409 -0.151 -22.228 -0.094 -22.151 -0.097 -22.130 -0.068 14.862 1.654 3.619 0.721 44.658 43.639
-11.600 -21.422 -0.150 -22.240 -0.095 -22.171 -0.096 -22.149 -0.067 14.809 1.608 3.669 0.714 44.664 43.634
-11.200 -21.435 -0.148 -22.251 -0.095 -22.192 -0.096 -22.167 -0.066 14.755 1.565 3.719 0.709 44.669 43.629
-10.800 -21.448 -0.146 -22.262 -0.095 -22.211 -0.096 -22.184 -0.065 14.702 1.525 3.769 0.704 44.675 43.625
-10.400 -21.459 -0.145 -22.272 -0.095 -22.230 -0.096 -22.201 -0.064 14.648 1.489 3.819 0.701 44.680 43.620
-10.000 -21.471 -0.142 -22.282 -0.095 -22.249 -0.095 -22.217 -0.064 14.593 1.455 3.871 0.700 44.685 43.616
-9.600 -21.481 -0.140 -22.291 -0.095 -22.267 -0.095 -22.232 -0.064 14.535 1.424 3.924 0.701 44.690 43.611
-9.200 -21.491 -0.138 -22.300 -0.094 -22.284 -0.094 -22.247 -0.064 14.476 1.395 3.979 0.704 44.695 43.607
-8.800 -21.501 -0.135 -22.308 -0.093 -22.301 -0.093 -22.262 -0.065 14.416 1.367 4.035 0.708 44.700 43.604
-8.400 -21.510 -0.133 -22.315 -0.092 -22.317 -0.092 -22.276 -0.066 14.354 1.342 4.092 0.713 44.705 43.600
-8.000 -21.519 -0.130 -22.322 -0.091 -22.333 -0.091 -22.289 -0.067 14.291 1.317 4.150 0.720 44.709 43.597
-7.600 -21.527 -0.127 -22.328 -0.090 -22.348 -0.090 -22.302 -0.068 14.228 1.294 4.209 0.727 44.714 43.595
-7.200 -21.535 -0.124 -22.333 -0.088 -22.363 -0.089 -22.315 -0.068 14.165 1.271 4.269 0.734 44.718 43.592
-6.800 -21.542 -0.121 -22.338 -0.086 -22.377 -0.087 -22.327 -0.069 14.101 1.248 4.329 0.741 44.723 43.590
-6.400 -21.548 -0.117 -22.342 -0.084 -22.390 -0.085 -22.339 -0.070 14.038 1.226 4.390 0.749 44.727 43.588
-6.000 -21.555 -0.114 -22.346 -0.082 -22.403 -0.084 -22.350 -0.071 13.976 1.204 4.451 0.755 44.731 43.587
-5.600 -21.560 -0.111 -22.349 -0.079 -22.415 -0.082 -22.361 -0.071 13.913 1.181 4.513 0.762 44.735 43.585
-5.200 -21.566 -0.107 -22.351 -0.076 -22.427 -0.080 -22.372 -0.072 13.852 1.159 4.574 0.768 44.739 43.584
-4.800 -21.570 -0.104 -22.353 -0.074 -22.438 -0.078 -22.383 -0.072 13.791 1.136 4.635 0.773 44.743 43.582
-4.400 -21.575 -0.101 -22.354 -0.071 -22.449 -0.076 -22.393 -0.072 13.732 1.112 4.696 0.776 44.747 43.580
-4.000 -21.579 -0.098 -22.354 -0.068 -22.459 -0.074 -22.402 -0.072 13.674 1.088 4.756 0.779 44.751 43.577
-3.600 -21.582 -0.095 -22.354 -0.065 -22.469 -0.072 -22.412 -0.072 13.617 1.062 4.815 0.779 44.754 43.574
-3.200 -21.585 -0.092 -22.353 -0.062 -22.478 -0.071 -22.421 -0.072 13.561 1.036 4.873 0.778 44.758 43.569
-2.800 -21.588 -0.090 -22.351 -0.060 -22.486 -0.069 -22.430 -0.071 13.506 1.008 4.930 0.774 44.761 43.564
-2.400 -21.590 -0.087 -22.349 -0.057 -22.494 -0.068 -22.439 -0.071 13.453 0.978 4.985 0.768 44.763 43.558
-2.000 -21.592 -0.085 -22.346 -0.055 -22.502 -0.067 -22.447 -0.071 13.400 0.947 5.038 0.759 44.766 43.551
-1.600 -21.593 -0.083 -22.342 -0.053 -22.509 -0.067 -22.455 -0.070 13.350 0.915 5.089 0.748 44.768 43.542
-1.200 -21.593 -0.082 -22.338 -0.052 -22.515 -0.066 -22.463 -0.069 13.300 0.881 5.137 0.734 44.770 43.532
-0.800 -21.593 -0.080 -22.333 -0.051 -22.521 -0.066 -22.470 -0.069 13.251 0.846 5.183 0.717 44.771 43.521
-0.400 -21.593 -0.080 -22.328 -0.050 -22.526 -0.066 -22.477 -0.068 13.203 0.810 5.226 0.698 44.772 43.508
-0.000 -21.591 -0.079 -22.323 -0.050 -22.531 -0.066 -22.484 -0.067 13.156 0.774 5.267 0.677 44.772 43.494
0.400 -21.589 -0.079 -22.317 -0.051 -22.535 -0.067 -22.490 -0.067 13.109 0.738 5.305 0.654 44.773 43.479
0.800 -21.586 -0.079 -22.311 -0.051 -22.539 -0.067 -22.496 -0.066 13.062 0.703 5.343 0.631 44.772 43.464
1.200 -21.582 -0.080 -22.304 -0.053 -22.542 -0.068 -22.502 -0.066 13.016 0.670 5.379 0.608 44.772 43.448
1.600 -21.578 -0.080 -22.297 -0.054 -22.545 -0.068 -22.507 -0.065 12.969 0.638 5.415 0.586 44.772 43.432
2.000 -21.573 -0.081 -22.290 -0.056 -22.547 -0.069 -22.512 -0.065 12.922 0.609 5.451 0.565 44.771 43.416
2.400 -21.568 -0.082 -22.283 -0.057 -22.548 -0.069 -22.516 -0.064 12.874 0.582 5.488 0.546 44.770 43.400
2.800 -21.562 -0.083 -22.275 -0.059 -22.549 -0.070 -22.520 -0.064 12.826 0.557 5.526 0.529 44.770 43.385
3.200 -21.556 -0.084 -22.267 -0.060 -22.550 -0.070 -22.524 -0.063 12.777 0.535 5.564 0.514 44.769 43.370
3.600 -21.549 -0.085 -22.259 -0.061 -22.550 -0.070 -22.527 -0.063 12.729 0.515 5.603 0.500 44.769 43.356
4.000 -21.542 -0.086 -22.251 -0.062 -22.550 -0.070 -22.531 -0.063 12.680 0.497 5.642 0.488 44.768 43.343
4.400 -21.535 -0.087 -22.243 -0.063 -22.549 -0.069 -22.533 -0.062 12.632 0.481 5.681 0.478 44.768 43.330
4.800 -21.527 -0.087 -22.235 -0.064 -22.548 -0.068 -22.536 -0.062 12.584 0.468 5.720 0.470 44.767 43.319
5.200 -21.519 -0.088 -22.227 -0.064 -22.547 -0.067 -22.538 -0.061 12.536 0.456 5.760 0.463 44.766 43.309
5.600 -21.511 -0.089 -22.219 -0.064 -22.545 -0.066 -22.539 -0.061 12.488 0.447 5.801 0.459 44.766 43.299
6.000 -21.503 -0.089 -22.211 -0.065 -22.543 -0.064 -22.541 -0.060 12.440 0.440 5.842 0.456 44.765 43.291
6.400 -21.494 -0.090 -22.203 -0.065 -22.541 -0.062 -22.542 -0.060 12.392 0.434 5.884 0.456 44.765 43.285
6.800 -21.485 -0.091 -22.195 -0.065 -22.538 -0.059 -22.543 -0.059 12.344 0.431 5.928 0.457 44.764 43.279
7.200 -21.476 -0.092 -22.187 -0.065 -22.535 -0.057 -22.543 -0.059 12.295 0.430 5.973 0.461 44.764 43.275
7.600 -21.467 -0.093 -22.179 -0.065 -22.532 -0.054 -22.543 -0.059 12.245 0.430 6.021 0.467 44.764 43.272
8.000 -21.459 -0.094 -22.172 -0.065 -22.528 -0.051 -22.543 -0.060 12.195 0.433 6.070 0.475 44.764 43.268
8.400 -21.450 -0.095 -22.165 -0.066 -22.524 -0.048 -22.543 -0.060 12.145 0.436 6.121 0.484 44.764 43.265
8.800 -21.441 -0.097 -22.158 -0.068 -22.520 -0.045 -22.542 -0.061 12.096 0.441 6.172 0.494 44.764 43.259
9.200 -21.432 -0.100 -22.151 -0.069 -22.516 -0.042 -22.542 -0.062 12.048 0.445 6.224 0.504 44.765 43.251
9.600 -21.423 -0.102 -22.145 -0.071 -22.512 -0.039 -22.540 -0.064 12.003 0.447 6.272 0.511 44.765 43.240
10.000 -21.414 -0.105 -22.138 -0.074 -22.507 -0.037 -22.539 -0.066 11.961 0.447 6.315 0.515 44.765 43.226
10.400 -21.406 -0.109 -22.132 -0.077 -22.502 -0.036 -22.537 -0.069 11.925 0.442 6.348 0.513 44.764 43.211
10.800 -21.397 -0.113 -22.125 -0.081 -22.497 -0.037 -22.535 -0.072 11.895 0.432 6.372 0.505 44.763 43.200
11.200 -21.389 -0.117 -22.119 -0.085 -22.492 -0.039 -22.533 -0.076 11.870 0.417 6.385 0.492 44.761 43.192
11.600 -21.380 -0.122 -22.112 -0.090 -22.486 -0.043 -22.531 -0.080 11.848 0.400 6.390 0.475 44.759 43.187
12.000 -21.372 -0.128 -22.105 -0.095 -22.481 -0.048 -22.528 -0.085 11.830 0.381 6.392 0.456 44.756 43.183
12.400 -21.364 -0.133 -22.097 -0.100 -22.475 -0.054 -22.525 -0.091 11.814 0.362 6.388 0.437 44.753 43.178
12.800 -21.356 -0.140 -22.090 -0.106 -22.469 -0.060 -22.522 -0.097 11.800 0.344 6.384 0.419 44.750 43.171
