"Time (MJD)" g-4671.78 g-4671.78_err i-7457.89 i-7457.89_err r-6141.12 r-6141.12_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-31.400 -21.185 -0.138 -21.221 -0.117 -21.241 -0.128 12.690 0.862 3.013 0.315 44.225 43.083
-31.000 -21.203 -0.134 -21.240 -0.114 -21.261 -0.125 12.685 0.864 3.041 0.319 44.232 43.091
-30.600 -21.222 -0.131 -21.259 -0.110 -21.280 -0.122 12.681 0.865 3.069 0.323 44.239 43.098
-30.200 -21.240 -0.127 -21.277 -0.106 -21.298 -0.119 12.677 0.867 3.096 0.326 44.246 43.106
-29.800 -21.257 -0.124 -21.295 -0.103 -21.316 -0.116 12.673 0.869 3.123 0.330 44.253 43.113
-29.400 -21.275 -0.120 -21.313 -0.099 -21.335 -0.113 12.670 0.871 3.149 0.334 44.260 43.121
-29.000 -21.292 -0.117 -21.331 -0.096 -21.352 -0.110 12.667 0.873 3.175 0.338 44.267 43.128
-28.600 -21.308 -0.113 -21.348 -0.093 -21.370 -0.108 12.665 0.875 3.201 0.341 44.274 43.134
-28.200 -21.325 -0.110 -21.365 -0.089 -21.387 -0.106 12.663 0.877 3.226 0.345 44.280 43.141
-27.800 -21.341 -0.107 -21.381 -0.086 -21.404 -0.103 12.662 0.879 3.250 0.349 44.287 43.147
-27.400 -21.357 -0.103 -21.398 -0.084 -21.420 -0.101 12.662 0.880 3.274 0.352 44.293 43.153
-27.000 -21.372 -0.100 -21.414 -0.081 -21.437 -0.100 12.663 0.882 3.298 0.356 44.299 43.158
-26.600 -21.387 -0.097 -21.429 -0.079 -21.453 -0.098 12.664 0.882 3.321 0.359 44.306 43.163
-26.200 -21.402 -0.094 -21.445 -0.076 -21.469 -0.097 12.666 0.883 3.343 0.362 44.312 43.167
-25.800 -21.416 -0.091 -21.460 -0.074 -21.484 -0.096 12.668 0.882 3.364 0.365 44.318 43.170
-25.400 -21.431 -0.089 -21.474 -0.073 -21.499 -0.095 12.671 0.880 3.386 0.367 44.323 43.173
-25.000 -21.444 -0.086 -21.489 -0.071 -21.514 -0.094 12.674 0.878 3.406 0.369 44.329 43.175
-24.600 -21.458 -0.084 -21.503 -0.070 -21.529 -0.094 12.678 0.875 3.427 0.370 44.335 43.176
-24.200 -21.471 -0.081 -21.517 -0.069 -21.543 -0.094 12.681 0.870 3.447 0.372 44.340 43.176
-23.800 -21.484 -0.079 -21.530 -0.068 -21.558 -0.094 12.684 0.865 3.467 0.373 44.346 43.176
-23.400 -21.496 -0.077 -21.544 -0.067 -21.572 -0.094 12.685 0.859 3.487 0.373 44.351 43.174
-23.000 -21.508 -0.075 -21.556 -0.066 -21.585 -0.094 12.686 0.852 3.507 0.373 44.356 43.173
-22.600 -21.520 -0.073 -21.569 -0.066 -21.598 -0.095 12.686 0.845 3.528 0.373 44.361 43.170
-22.200 -21.532 -0.072 -21.581 -0.066 -21.611 -0.095 12.684 0.837 3.548 0.374 44.366 43.167
-21.800 -21.543 -0.070 -21.593 -0.066 -21.624 -0.096 12.681 0.830 3.569 0.374 44.371 43.165
-21.400 -21.554 -0.069 -21.605 -0.066 -21.636 -0.096 12.676 0.823 3.591 0.374 44.375 43.162
-21.000 -21.564 -0.069 -21.616 -0.067 -21.648 -0.097 12.670 0.816 3.612 0.375 44.379 43.160
-20.600 -21.574 -0.068 -21.627 -0.067 -21.660 -0.098 12.661 0.810 3.634 0.376 44.384 43.158
-20.200 -21.584 -0.068 -21.638 -0.068 -21.671 -0.098 12.651 0.805 3.657 0.377 44.388 43.156
-19.800 -21.594 -0.067 -21.648 -0.069 -21.682 -0.099 12.640 0.800 3.679 0.378 44.391 43.155
-19.400 -21.603 -0.067 -21.658 -0.070 -21.692 -0.100 12.626 0.797 3.702 0.380 44.395 43.154
-19.000 -21.611 -0.068 -21.667 -0.071 -21.703 -0.101 12.611 0.794 3.726 0.382 44.398 43.155
-18.600 -21.620 -0.068 -21.676 -0.071 -21.713 -0.101 12.595 0.791 3.749 0.385 44.401 43.155
-18.200 -21.628 -0.069 -21.685 -0.072 -21.722 -0.102 12.577 0.790 3.773 0.388 44.405 43.157
-17.800 -21.635 -0.069 -21.693 -0.073 -21.731 -0.102 12.559 0.789 3.796 0.391 44.407 43.159
-17.400 -21.642 -0.070 -21.701 -0.074 -21.740 -0.103 12.539 0.789 3.820 0.394 44.410 43.162
-17.000 -21.649 -0.071 -21.709 -0.075 -21.749 -0.103 12.518 0.790 3.844 0.398 44.412 43.165
-16.600 -21.655 -0.072 -21.716 -0.076 -21.757 -0.104 12.497 0.791 3.867 0.401 44.415 43.168
-16.200 -21.661 -0.073 -21.723 -0.077 -21.765 -0.104 12.475 0.792 3.890 0.405 44.417 43.171
-15.800 -21.667 -0.074 -21.730 -0.077 -21.772 -0.104 12.453 0.793 3.913 0.409 44.419 43.175
-15.400 -21.672 -0.075 -21.736 -0.078 -21.779 -0.104 12.431 0.795 3.935 0.413 44.421 43.178
-15.000 -21.677 -0.076 -21.742 -0.078 -21.786 -0.104 12.409 0.797 3.957 0.417 44.423 43.182
-14.600 -21.682 -0.076 -21.748 -0.079 -21.792 -0.104 12.387 0.799 3.978 0.422 44.424 43.186
-14.200 -21.686 -0.077 -21.753 -0.079 -21.799 -0.104 12.365 0.801 3.999 0.426 44.426 43.189
-13.800 -21.690 -0.078 -21.758 -0.079 -21.804 -0.104 12.343 0.803 4.019 0.430 44.427 43.192
-13.400 -21.693 -0.078 -21.762 -0.079 -21.810 -0.103 12.322 0.805 4.039 0.434 44.428 43.196
-13.000 -21.697 -0.079 -21.767 -0.079 -21.815 -0.102 12.300 0.808 4.058 0.438 44.429 43.199
-12.600 -21.699 -0.079 -21.771 -0.079 -21.820 -0.102 12.279 0.810 4.076 0.442 44.430 43.202
-12.200 -21.702 -0.079 -21.774 -0.078 -21.824 -0.101 12.258 0.812 4.094 0.446 44.431 43.204
-11.800 -21.704 -0.079 -21.778 -0.078 -21.829 -0.100 12.238 0.815 4.111 0.450 44.432 43.207
-11.400 -21.706 -0.079 -21.781 -0.077 -21.833 -0.099 12.217 0.817 4.128 0.454 44.432 43.209
-11.000 -21.708 -0.079 -21.783 -0.076 -21.836 -0.098 12.197 0.819 4.143 0.458 44.433 43.211
-10.600 -21.709 -0.078 -21.786 -0.075 -21.839 -0.096 12.177 0.822 4.159 0.462 44.433 43.213
-10.200 -21.710 -0.078 -21.788 -0.074 -21.842 -0.095 12.158 0.824 4.173 0.466 44.433 43.215
-9.800 -21.711 -0.077 -21.790 -0.073 -21.845 -0.094 12.139 0.826 4.187 0.470 44.433 43.217
-9.400 -21.711 -0.077 -21.791 -0.072 -21.847 -0.092 12.120 0.829 4.200 0.473 44.433 43.219
-9.000 -21.712 -0.076 -21.792 -0.071 -21.849 -0.091 12.101 0.832 4.212 0.477 44.433 43.221
-8.600 -21.711 -0.075 -21.793 -0.069 -21.851 -0.089 12.083 0.835 4.223 0.481 44.433 43.222
-8.200 -21.711 -0.074 -21.794 -0.068 -21.853 -0.087 12.066 0.838 4.234 0.485 44.432 43.224
-7.800 -21.710 -0.073 -21.794 -0.066 -21.854 -0.085 12.049 0.842 4.243 0.488 44.432 43.225
-7.400 -21.709 -0.072 -21.794 -0.064 -21.854 -0.083 12.032 0.845 4.252 0.492 44.431 43.227
-7.000 -21.708 -0.071 -21.794 -0.062 -21.855 -0.082 12.016 0.849 4.260 0.496 44.431 43.229
-6.600 -21.706 -0.070 -21.793 -0.061 -21.855 -0.080 11.999 0.853 4.267 0.500 44.430 43.230
-6.200 -21.704 -0.069 -21.792 -0.059 -21.855 -0.078 11.984 0.858 4.273 0.504 44.429 43.232
-5.800 -21.702 -0.068 -21.791 -0.057 -21.854 -0.076 11.968 0.863 4.279 0.508 44.428 43.234
-5.400 -21.699 -0.067 -21.790 -0.055 -21.854 -0.074 11.953 0.868 4.284 0.512 44.426 43.236
-5.000 -21.697 -0.066 -21.788 -0.054 -21.852 -0.073 11.938 0.874 4.288 0.517 44.425 43.238
-4.600 -21.694 -0.065 -21.786 -0.053 -21.851 -0.071 11.923 0.880 4.292 0.521 44.424 43.239
-4.200 -21.690 -0.064 -21.783 -0.051 -21.849 -0.070 11.909 0.886 4.295 0.525 44.422 43.241
-3.800 -21.687 -0.064 -21.781 -0.050 -21.847 -0.069 11.895 0.892 4.297 0.530 44.421 43.244
-3.400 -21.683 -0.064 -21.778 -0.049 -21.845 -0.068 11.880 0.899 4.299 0.534 44.419 43.246
-3.000 -21.680 -0.064 -21.774 -0.049 -21.842 -0.067 11.866 0.905 4.301 0.538 44.417 43.247
-2.600 -21.676 -0.064 -21.771 -0.048 -21.839 -0.066 11.850 0.910 4.303 0.542 44.415 43.249
-2.200 -21.671 -0.064 -21.767 -0.048 -21.836 -0.066 11.836 0.914 4.303 0.545 44.413 43.249
-1.800 -21.667 -0.065 -21.763 -0.049 -21.832 -0.066 11.822 0.917 4.304 0.547 44.411 43.250
-1.400 -21.662 -0.066 -21.758 -0.049 -21.828 -0.066 11.808 0.918 4.304 0.549 44.409 43.249
-1.000 -21.657 -0.067 -21.754 -0.050 -21.824 -0.067 11.795 0.918 4.303 0.549 44.407 43.248
-0.600 -21.652 -0.069 -21.749 -0.052 -21.820 -0.068 11.783 0.917 4.302 0.549 44.405 43.246
-0.200 -21.647 -0.071 -21.744 -0.054 -21.815 -0.069 11.772 0.915 4.299 0.549 44.403 43.244
0.200 -21.642 -0.073 -21.738 -0.056 -21.810 -0.070 11.762 0.913 4.296 0.547 44.401 43.242
0.600 -21.636 -0.075 -21.733 -0.058 -21.805 -0.072 11.754 0.910 4.291 0.545 44.399 43.239
1.000 -21.630 -0.078 -21.727 -0.061 -21.799 -0.074 11.748 0.907 4.284 0.543 44.396 43.236
1.400 -21.625 -0.080 -21.721 -0.064 -21.793 -0.077 11.743 0.903 4.276 0.540 44.394 43.232
1.800 -21.619 -0.083 -21.714 -0.067 -21.787 -0.079 11.740 0.899 4.267 0.537 44.392 43.229
2.200 -21.612 -0.086 -21.708 -0.070 -21.781 -0.082 11.738 0.896 4.257 0.534 44.389 43.225
2.600 -21.606 -0.089 -21.701 -0.073 -21.775 -0.085 11.736 0.892 4.246 0.531 44.387 43.221
3.000 -21.599 -0.093 -21.695 -0.077 -21.768 -0.088 11.736 0.889 4.234 0.528 44.384 43.217
3.400 -21.593 -0.096 -21.688 -0.081 -21.761 -0.091 11.736 0.886 4.222 0.525 44.382 43.213
3.800 -21.586 -0.099 -21.680 -0.084 -21.754 -0.094 11.737 0.883 4.208 0.522 44.379 43.210
4.200 -21.579 -0.103 -21.673 -0.088 -21.747 -0.098 11.738 0.881 4.194 0.519 44.377 43.206
4.600 -21.572 -0.106 -21.666 -0.092 -21.740 -0.101 11.740 0.879 4.180 0.516 44.374 43.202
5.000 -21.565 -0.110 -21.658 -0.095 -21.732 -0.104 11.742 0.877 4.165 0.513 44.371 43.198
5.400 -21.558 -0.113 -21.651 -0.099 -21.725 -0.108 11.745 0.875 4.150 0.510 44.368 43.195
5.800 -21.550 -0.116 -21.643 -0.103 -21.717 -0.111 11.747 0.874 4.134 0.507 44.365 43.191
6.200 -21.543 -0.120 -21.635 -0.106 -21.709 -0.114 11.750 0.872 4.118 0.505 44.362 43.187
6.600 -21.535 -0.123 -21.627 -0.110 -21.701 -0.118 11.753 0.871 4.102 0.502 44.359 43.184
7.000 -21.527 -0.126 -21.619 -0.113 -21.693 -0.121 11.755 0.871 4.086 0.499 44.356 43.181
7.400 -21.519 -0.129 -21.611 -0.116 -21.685 -0.124 11.759 0.870 4.069 0.497 44.353 43.177
7.800 -21.511 -0.132 -21.603 -0.120 -21.677 -0.127 11.762 0.870 4.052 0.495 44.350 43.174
8.200 -21.503 -0.135 -21.594 -0.123 -21.668 -0.130 11.765 0.869 4.035 0.492 44.347 43.171
8.600 -21.495 -0.138 -21.586 -0.126 -21.660 -0.133 11.768 0.869 4.019 0.490 44.344 43.167
9.000 -21.487 -0.141 -21.577 -0.129 -21.651 -0.136 11.771 0.869 4.002 0.488 44.341 43.164
9.400 -21.479 -0.144 -21.569 -0.132 -21.643 -0.139 11.774 0.869 3.984 0.486 44.337 43.161
9.800 -21.471 -0.146 -21.560 -0.134 -21.634 -0.142 11.778 0.869 3.967 0.483 44.334 43.158
10.200 -21.463 -0.149 -21.552 -0.137 -21.626 -0.144 11.781 0.870 3.950 0.481 44.331 43.155
10.600 -21.454 -0.151 -21.543 -0.139 -21.617 -0.147 11.784 0.870 3.933 0.479 44.327 43.151
11.000 -21.446 -0.153 -21.535 -0.142 -21.608 -0.149 11.787 0.871 3.916 0.477 44.324 43.148
11.400 -21.438 -0.155 -21.526 -0.144 -21.600 -0.151 11.791 0.871 3.899 0.475 44.321 43.145
11.800 -21.429 -0.157 -21.517 -0.146 -21.591 -0.153 11.794 0.872 3.882 0.473 44.317 43.142
12.200 -21.421 -0.159 -21.509 -0.148 -21.582 -0.155 11.797 0.872 3.865 0.472 44.314 43.139
12.600 -21.413 -0.161 -21.500 -0.150 -21.574 -0.157 11.800 0.873 3.848 0.470 44.311 43.136
13.000 -21.404 -0.163 -21.491 -0.152 -21.565 -0.159 11.803 0.874 3.831 0.468 44.307 43.134
13.400 -21.396 -0.165 -21.483 -0.153 -21.556 -0.161 11.806 0.875 3.814 0.466 44.304 43.131
13.800 -21.387 -0.166 -21.474 -0.155 -21.547 -0.162 11.809 0.876 3.798 0.464 44.301 43.128
14.200 -21.379 -0.167 -21.465 -0.156 -21.539 -0.163 11.812 0.877 3.781 0.463 44.297 43.125
14.600 -21.371 -0.169 -21.457 -0.157 -21.530 -0.165 11.815 0.878 3.765 0.461 44.294 43.122
15.000 -21.362 -0.170 -21.448 -0.158 -21.522 -0.166 11.818 0.879 3.749 0.459 44.291 43.120
15.400 -21.354 -0.171 -21.440 -0.159 -21.513 -0.167 11.821 0.880 3.733 0.458 44.287 43.117
15.800 -21.346 -0.172 -21.431 -0.160 -21.504 -0.168 11.824 0.881 3.717 0.456 44.284 43.114
16.200 -21.338 -0.172 -21.423 -0.161 -21.496 -0.169 11.827 0.882 3.701 0.455 44.281 43.112
16.600 -21.330 -0.173 -21.414 -0.162 -21.488 -0.170 11.830 0.883 3.686 0.453 44.278 43.109
17.000 -21.322 -0.174 -21.406 -0.162 -21.479 -0.170 11.832 0.885 3.670 0.452 44.274 43.106
17.400 -21.314 -0.174 -21.398 -0.163 -21.471 -0.171 11.835 0.886 3.655 0.451 44.271 43.104
17.800 -21.306 -0.175 -21.390 -0.163 -21.463 -0.171 11.837 0.887 3.640 0.449 44.268 43.102
18.200 -21.298 -0.175 -21.382 -0.163 -21.455 -0.172 11.840 0.888 3.626 0.448 44.265 43.099
18.600 -21.290 -0.175 -21.374 -0.163 -21.447 -0.172 11.842 0.890 3.612 0.447 44.262 43.097
19.000 -21.283 -0.176 -21.366 -0.164 -21.439 -0.172 11.844 0.891 3.597 0.445 44.259 43.094
19.400 -21.275 -0.176 -21.358 -0.164 -21.431 -0.172 11.847 0.893 3.584 0.444 44.256 43.092
19.800 -21.268 -0.176 -21.351 -0.164 -21.424 -0.172 11.849 0.894 3.570 0.443 44.253 43.090
20.200 -21.261 -0.176 -21.343 -0.163 -21.416 -0.172 11.850 0.895 3.557 0.442 44.250 43.088
20.600 -21.254 -0.176 -21.336 -0.163 -21.409 -0.172 11.852 0.897 3.544 0.441 44.247 43.086
21.000 -21.246 -0.176 -21.329 -0.163 -21.402 -0.172 11.854 0.898 3.532 0.440 44.244 43.084
21.400 -21.240 -0.176 -21.322 -0.163 -21.395 -0.172 11.855 0.899 3.520 0.439 44.241 43.082
21.800 -21.233 -0.176 -21.315 -0.163 -21.388 -0.172 11.857 0.901 3.508 0.438 44.239 43.080
22.200 -21.226 -0.176 -21.308 -0.162 -21.381 -0.172 11.858 0.902 3.496 0.437 44.236 43.078
22.600 -21.220 -0.176 -21.301 -0.162 -21.374 -0.171 11.858 0.903 3.485 0.436 44.233 43.076
23.000 -21.213 -0.175 -21.295 -0.162 -21.368 -0.171 11.859 0.904 3.475 0.435 44.231 43.074
23.400 -21.207 -0.175 -21.289 -0.162 -21.362 -0.171 11.859 0.906 3.465 0.435 44.228 43.072
23.800 -21.201 -0.175 -21.282 -0.161 -21.356 -0.171 11.859 0.907 3.455 0.434 44.226 43.070
24.200 -21.195 -0.175 -21.277 -0.161 -21.350 -0.171 11.858 0.907 3.446 0.433 44.224 43.068
24.600 -21.189 -0.175 -21.271 -0.161 -21.344 -0.171 11.858 0.908 3.437 0.432 44.221 43.066
25.000 -21.184 -0.175 -21.265 -0.161 -21.339 -0.171 11.856 0.909 3.429 0.432 44.219 43.064
25.400 -21.178 -0.175 -21.260 -0.161 -21.333 -0.170 11.854 0.910 3.422 0.431 44.217 43.063
25.800 -21.173 -0.176 -21.255 -0.161 -21.328 -0.170 11.852 0.910 3.415 0.431 44.215 43.061
26.200 -21.168 -0.176 -21.250 -0.161 -21.324 -0.171 11.848 0.911 3.408 0.430 44.213 43.059
26.600 -21.163 -0.176 -21.245 -0.161 -21.319 -0.171 11.845 0.911 3.403 0.430 44.211 43.057
27.000 -21.158 -0.177 -21.241 -0.161 -21.315 -0.171 11.840 0.912 3.398 0.430 44.209 43.056
27.400 -21.154 -0.177 -21.236 -0.162 -21.311 -0.171 11.835 0.912 3.393 0.430 44.207 43.054
27.800 -21.149 -0.177 -21.232 -0.162 -21.307 -0.171 11.830 0.912 3.389 0.430 44.205 43.052
28.200 -21.145 -0.178 -21.228 -0.162 -21.303 -0.171 11.824 0.912 3.386 0.430 44.203 43.050
28.600 -21.141 -0.178 -21.224 -0.163 -21.300 -0.172 11.818 0.913 3.383 0.430 44.202 43.049
29.000 -21.137 -0.179 -21.221 -0.163 -21.297 -0.172 11.811 0.913 3.380 0.430 44.200 43.047
29.400 -21.133 -0.180 -21.217 -0.163 -21.293 -0.172 11.804 0.912 3.378 0.430 44.198 43.045
29.800 -21.130 -0.180 -21.214 -0.164 -21.291 -0.172 11.797 0.912 3.377 0.430 44.197 43.044
30.200 -21.126 -0.181 -21.211 -0.164 -21.288 -0.173 11.790 0.912 3.375 0.430 44.195 43.042
