"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-19.400 -21.287 -0.084 -21.286 -0.083 -21.253 -0.062 -21.174 -0.035 -21.122 -0.043 -21.093 -0.051 -21.041 -0.066 -20.796 -0.145 15.536 0.557 2.310 0.093 44.345 43.148
-19.000 -21.295 -0.084 -21.294 -0.083 -21.262 -0.061 -21.185 -0.034 -21.134 -0.042 -21.105 -0.050 -21.053 -0.066 -20.807 -0.146 15.430 0.558 2.340 0.095 44.345 43.149
-18.600 -21.303 -0.083 -21.303 -0.083 -21.272 -0.061 -21.196 -0.032 -21.145 -0.041 -21.116 -0.050 -21.065 -0.065 -20.818 -0.147 15.327 0.558 2.370 0.098 44.344 43.149
-18.200 -21.311 -0.083 -21.311 -0.082 -21.281 -0.060 -21.206 -0.030 -21.156 -0.040 -21.128 -0.049 -21.076 -0.065 -20.829 -0.148 15.226 0.557 2.400 0.100 44.344 43.148
-17.800 -21.319 -0.082 -21.318 -0.082 -21.290 -0.059 -21.217 -0.028 -21.167 -0.039 -21.139 -0.048 -21.088 -0.065 -20.840 -0.148 15.127 0.556 2.429 0.102 44.343 43.147
-17.400 -21.326 -0.082 -21.326 -0.081 -21.298 -0.059 -21.227 -0.027 -21.178 -0.038 -21.150 -0.048 -21.099 -0.064 -20.850 -0.149 15.031 0.554 2.459 0.104 44.342 43.145
-17.000 -21.334 -0.081 -21.333 -0.080 -21.307 -0.058 -21.237 -0.025 -21.188 -0.037 -21.161 -0.047 -21.109 -0.064 -20.860 -0.150 14.937 0.550 2.488 0.105 44.342 43.142
-16.600 -21.341 -0.080 -21.341 -0.080 -21.315 -0.057 -21.246 -0.023 -21.199 -0.036 -21.171 -0.046 -21.120 -0.064 -20.870 -0.150 14.846 0.547 2.517 0.107 44.341 43.139
-16.200 -21.348 -0.080 -21.348 -0.079 -21.323 -0.057 -21.255 -0.022 -21.208 -0.036 -21.181 -0.046 -21.130 -0.063 -20.880 -0.151 14.758 0.542 2.546 0.108 44.341 43.135
-15.800 -21.355 -0.079 -21.354 -0.078 -21.330 -0.056 -21.264 -0.021 -21.218 -0.035 -21.191 -0.045 -21.140 -0.063 -20.890 -0.152 14.673 0.536 2.574 0.109 44.340 43.129
-15.400 -21.361 -0.078 -21.361 -0.077 -21.338 -0.055 -21.273 -0.020 -21.227 -0.034 -21.200 -0.044 -21.150 -0.062 -20.900 -0.152 14.590 0.529 2.602 0.110 44.340 43.123
-15.000 -21.368 -0.077 -21.367 -0.076 -21.345 -0.054 -21.282 -0.020 -21.236 -0.034 -21.209 -0.044 -21.159 -0.062 -20.909 -0.153 14.511 0.521 2.628 0.111 44.339 43.116
-14.600 -21.374 -0.076 -21.374 -0.075 -21.352 -0.054 -21.290 -0.020 -21.245 -0.033 -21.218 -0.043 -21.168 -0.061 -20.918 -0.153 14.434 0.511 2.655 0.111 44.338 43.108
-14.200 -21.380 -0.075 -21.380 -0.074 -21.359 -0.053 -21.298 -0.020 -21.253 -0.033 -21.227 -0.043 -21.177 -0.061 -20.927 -0.154 14.361 0.501 2.680 0.110 44.338 43.098
-13.800 -21.385 -0.074 -21.385 -0.073 -21.365 -0.052 -21.305 -0.021 -21.261 -0.033 -21.235 -0.043 -21.185 -0.061 -20.936 -0.154 14.291 0.490 2.705 0.110 44.337 43.087
-13.400 -21.391 -0.072 -21.391 -0.072 -21.371 -0.051 -21.312 -0.022 -21.269 -0.033 -21.243 -0.042 -21.193 -0.060 -20.944 -0.155 14.224 0.478 2.729 0.109 44.337 43.076
-13.000 -21.396 -0.071 -21.396 -0.071 -21.377 -0.051 -21.319 -0.023 -21.276 -0.033 -21.250 -0.042 -21.201 -0.060 -20.953 -0.155 14.160 0.465 2.751 0.108 44.336 43.064
-12.600 -21.401 -0.070 -21.401 -0.069 -21.383 -0.050 -21.326 -0.024 -21.283 -0.033 -21.257 -0.042 -21.209 -0.059 -20.961 -0.156 14.100 0.452 2.774 0.107 44.336 43.051
-12.200 -21.406 -0.069 -21.406 -0.068 -21.389 -0.049 -21.332 -0.026 -21.290 -0.033 -21.264 -0.042 -21.216 -0.059 -20.969 -0.156 14.042 0.440 2.795 0.105 44.335 43.037
-11.800 -21.411 -0.067 -21.411 -0.067 -21.394 -0.048 -21.338 -0.027 -21.296 -0.034 -21.271 -0.041 -21.223 -0.058 -20.977 -0.156 13.987 0.427 2.816 0.104 44.335 43.023
-11.400 -21.415 -0.066 -21.415 -0.065 -21.399 -0.048 -21.344 -0.029 -21.302 -0.034 -21.277 -0.041 -21.230 -0.058 -20.985 -0.157 13.934 0.414 2.835 0.102 44.334 43.008
-11.000 -21.419 -0.064 -21.419 -0.064 -21.404 -0.047 -21.350 -0.030 -21.308 -0.034 -21.283 -0.041 -21.236 -0.058 -20.992 -0.157 13.884 0.401 2.855 0.100 44.334 42.993
-10.600 -21.423 -0.063 -21.423 -0.062 -21.408 -0.046 -21.355 -0.031 -21.313 -0.035 -21.289 -0.041 -21.242 -0.057 -20.999 -0.157 13.835 0.388 2.873 0.099 44.334 42.978
-10.200 -21.427 -0.061 -21.427 -0.061 -21.412 -0.045 -21.360 -0.033 -21.319 -0.035 -21.294 -0.041 -21.248 -0.057 -21.006 -0.158 13.788 0.375 2.892 0.097 44.333 42.961
-9.800 -21.430 -0.060 -21.430 -0.059 -21.416 -0.044 -21.364 -0.034 -21.324 -0.036 -21.299 -0.041 -21.253 -0.056 -21.013 -0.158 13.742 0.363 2.909 0.095 44.333 42.945
-9.400 -21.433 -0.058 -21.433 -0.058 -21.420 -0.044 -21.369 -0.035 -21.328 -0.036 -21.304 -0.041 -21.259 -0.056 -21.020 -0.158 13.698 0.350 2.926 0.093 44.332 42.928
-9.000 -21.436 -0.057 -21.436 -0.056 -21.423 -0.043 -21.373 -0.036 -21.333 -0.037 -21.309 -0.041 -21.264 -0.056 -21.026 -0.158 13.654 0.338 2.943 0.091 44.331 42.911
-8.600 -21.439 -0.055 -21.439 -0.055 -21.427 -0.042 -21.377 -0.037 -21.337 -0.037 -21.313 -0.041 -21.268 -0.055 -21.032 -0.159 13.611 0.327 2.959 0.089 44.331 42.893
-8.200 -21.442 -0.054 -21.442 -0.053 -21.430 -0.041 -21.380 -0.038 -21.341 -0.038 -21.317 -0.041 -21.273 -0.055 -21.038 -0.159 13.570 0.315 2.975 0.087 44.330 42.876
-7.800 -21.444 -0.053 -21.444 -0.052 -21.432 -0.041 -21.384 -0.039 -21.344 -0.038 -21.321 -0.041 -21.277 -0.055 -21.044 -0.159 13.528 0.305 2.991 0.085 44.329 42.858
-7.400 -21.446 -0.051 -21.446 -0.051 -21.435 -0.040 -21.387 -0.040 -21.348 -0.039 -21.324 -0.041 -21.281 -0.054 -21.050 -0.159 13.488 0.294 3.006 0.083 44.329 42.840
-7.000 -21.448 -0.050 -21.448 -0.049 -21.437 -0.039 -21.390 -0.041 -21.351 -0.039 -21.328 -0.041 -21.285 -0.054 -21.055 -0.159 13.447 0.284 3.021 0.081 44.328 42.822
-6.600 -21.449 -0.049 -21.449 -0.048 -21.439 -0.039 -21.392 -0.042 -21.354 -0.040 -21.331 -0.041 -21.289 -0.054 -21.061 -0.159 13.407 0.274 3.036 0.080 44.327 42.804
-6.200 -21.451 -0.047 -21.451 -0.047 -21.441 -0.038 -21.395 -0.043 -21.356 -0.040 -21.334 -0.041 -21.292 -0.053 -21.066 -0.159 13.367 0.265 3.051 0.078 44.326 42.786
-5.800 -21.452 -0.046 -21.452 -0.046 -21.442 -0.038 -21.397 -0.044 -21.359 -0.041 -21.336 -0.042 -21.295 -0.053 -21.070 -0.160 13.327 0.257 3.065 0.076 44.325 42.769
-5.400 -21.452 -0.046 -21.452 -0.045 -21.444 -0.037 -21.399 -0.044 -21.361 -0.041 -21.339 -0.042 -21.298 -0.053 -21.075 -0.160 13.288 0.249 3.079 0.075 44.324 42.752
-5.000 -21.453 -0.045 -21.453 -0.044 -21.445 -0.037 -21.400 -0.045 -21.363 -0.042 -21.341 -0.042 -21.301 -0.052 -21.079 -0.160 13.248 0.241 3.093 0.074 44.322 42.736
-4.600 -21.453 -0.044 -21.453 -0.043 -21.445 -0.037 -21.402 -0.046 -21.365 -0.042 -21.343 -0.042 -21.304 -0.052 -21.084 -0.160 13.208 0.234 3.107 0.072 44.321 42.721
-4.200 -21.453 -0.044 -21.453 -0.043 -21.446 -0.037 -21.403 -0.046 -21.367 -0.042 -21.345 -0.042 -21.306 -0.052 -21.088 -0.160 13.168 0.228 3.121 0.071 44.320 42.706
-3.800 -21.453 -0.043 -21.453 -0.043 -21.446 -0.037 -21.404 -0.047 -21.368 -0.043 -21.347 -0.042 -21.308 -0.052 -21.092 -0.160 13.128 0.222 3.135 0.070 44.318 42.692
-3.400 -21.453 -0.043 -21.453 -0.042 -21.447 -0.037 -21.405 -0.048 -21.369 -0.043 -21.348 -0.042 -21.310 -0.051 -21.095 -0.160 13.087 0.217 3.148 0.069 44.316 42.679
-3.000 -21.452 -0.043 -21.452 -0.042 -21.446 -0.037 -21.405 -0.048 -21.370 -0.043 -21.349 -0.042 -21.312 -0.051 -21.099 -0.160 13.046 0.211 3.162 0.068 44.315 42.666
-2.600 -21.451 -0.043 -21.451 -0.042 -21.446 -0.037 -21.406 -0.049 -21.371 -0.044 -21.351 -0.042 -21.313 -0.051 -21.102 -0.160 13.005 0.207 3.175 0.067 44.313 42.654
-2.200 -21.450 -0.043 -21.450 -0.042 -21.446 -0.038 -21.406 -0.049 -21.371 -0.044 -21.351 -0.042 -21.315 -0.051 -21.105 -0.160 12.963 0.202 3.189 0.066 44.311 42.642
-1.800 -21.448 -0.043 -21.448 -0.042 -21.445 -0.039 -21.406 -0.050 -21.372 -0.044 -21.352 -0.042 -21.316 -0.050 -21.108 -0.160 12.922 0.198 3.202 0.066 44.309 42.631
-1.400 -21.446 -0.043 -21.447 -0.043 -21.444 -0.039 -21.406 -0.050 -21.372 -0.044 -21.353 -0.043 -21.317 -0.050 -21.111 -0.160 12.879 0.194 3.215 0.065 44.307 42.620
-1.000 -21.444 -0.044 -21.445 -0.043 -21.443 -0.040 -21.405 -0.051 -21.372 -0.045 -21.353 -0.043 -21.318 -0.050 -21.113 -0.160 12.836 0.191 3.229 0.064 44.305 42.610
-0.600 -21.442 -0.044 -21.443 -0.043 -21.442 -0.041 -21.404 -0.051 -21.372 -0.045 -21.353 -0.043 -21.318 -0.050 -21.116 -0.160 12.791 0.187 3.242 0.064 44.302 42.600
-0.200 -21.440 -0.044 -21.440 -0.044 -21.440 -0.042 -21.404 -0.052 -21.371 -0.045 -21.353 -0.043 -21.319 -0.049 -21.118 -0.160 12.743 0.184 3.257 0.063 44.300 42.589
0.200 -21.437 -0.045 -21.438 -0.044 -21.438 -0.043 -21.403 -0.052 -21.371 -0.045 -21.352 -0.043 -21.319 -0.049 -21.120 -0.160 12.697 0.181 3.271 0.063 44.297 42.579
0.600 -21.434 -0.045 -21.435 -0.045 -21.436 -0.044 -21.401 -0.053 -21.370 -0.046 -21.352 -0.043 -21.319 -0.049 -21.122 -0.160 12.649 0.178 3.285 0.062 44.294 42.569
1.000 -21.431 -0.046 -21.431 -0.045 -21.434 -0.045 -21.400 -0.053 -21.369 -0.046 -21.351 -0.043 -21.319 -0.049 -21.123 -0.160 12.602 0.175 3.299 0.062 44.291 42.559
1.400 -21.427 -0.046 -21.428 -0.046 -21.432 -0.046 -21.398 -0.054 -21.368 -0.046 -21.350 -0.043 -21.318 -0.049 -21.125 -0.160 12.553 0.172 3.314 0.061 44.288 42.549
1.800 -21.424 -0.047 -21.424 -0.046 -21.429 -0.047 -21.396 -0.054 -21.366 -0.046 -21.349 -0.043 -21.318 -0.049 -21.126 -0.160 12.504 0.169 3.328 0.061 44.285 42.539
2.200 -21.420 -0.047 -21.420 -0.047 -21.426 -0.048 -21.394 -0.055 -21.365 -0.046 -21.348 -0.043 -21.317 -0.049 -21.127 -0.160 12.454 0.166 3.342 0.061 44.282 42.528
2.600 -21.415 -0.048 -21.416 -0.047 -21.423 -0.049 -21.392 -0.055 -21.363 -0.046 -21.347 -0.043 -21.316 -0.048 -21.128 -0.160 12.403 0.163 3.357 0.060 44.279 42.517
3.000 -21.411 -0.048 -21.411 -0.048 -21.419 -0.050 -21.389 -0.055 -21.361 -0.047 -21.345 -0.043 -21.315 -0.048 -21.129 -0.160 12.352 0.160 3.371 0.060 44.275 42.506
3.400 -21.406 -0.049 -21.407 -0.048 -21.416 -0.050 -21.387 -0.056 -21.359 -0.047 -21.343 -0.043 -21.314 -0.048 -21.129 -0.160 12.300 0.157 3.386 0.059 44.272 42.494
3.800 -21.401 -0.049 -21.401 -0.049 -21.412 -0.051 -21.384 -0.056 -21.357 -0.047 -21.341 -0.043 -21.312 -0.048 -21.130 -0.160 12.248 0.154 3.401 0.059 44.268 42.483
4.200 -21.395 -0.049 -21.396 -0.049 -21.408 -0.052 -21.381 -0.056 -21.354 -0.047 -21.338 -0.043 -21.310 -0.048 -21.130 -0.160 12.194 0.151 3.416 0.058 44.264 42.470
4.600 -21.390 -0.050 -21.391 -0.050 -21.403 -0.053 -21.378 -0.057 -21.351 -0.047 -21.336 -0.043 -21.308 -0.048 -21.130 -0.160 12.141 0.148 3.431 0.058 44.261 42.458
5.000 -21.384 -0.050 -21.385 -0.050 -21.398 -0.053 -21.374 -0.057 -21.348 -0.047 -21.333 -0.043 -21.306 -0.048 -21.130 -0.160 12.086 0.145 3.446 0.057 44.257 42.445
5.400 -21.378 -0.051 -21.379 -0.050 -21.394 -0.054 -21.371 -0.057 -21.345 -0.047 -21.330 -0.043 -21.303 -0.048 -21.130 -0.160 12.030 0.143 3.462 0.057 44.253 42.433
5.800 -21.371 -0.051 -21.372 -0.051 -21.388 -0.055 -21.367 -0.058 -21.342 -0.047 -21.327 -0.043 -21.301 -0.048 -21.129 -0.160 11.974 0.140 3.478 0.057 44.248 42.419
6.200 -21.365 -0.051 -21.366 -0.051 -21.383 -0.055 -21.363 -0.058 -21.338 -0.047 -21.324 -0.043 -21.298 -0.048 -21.129 -0.160 11.916 0.137 3.494 0.056 44.244 42.406
6.600 -21.358 -0.052 -21.359 -0.051 -21.377 -0.056 -21.359 -0.058 -21.335 -0.047 -21.321 -0.043 -21.295 -0.048 -21.128 -0.160 11.858 0.135 3.510 0.056 44.240 42.392
7.000 -21.350 -0.052 -21.351 -0.052 -21.372 -0.056 -21.354 -0.058 -21.331 -0.047 -21.317 -0.043 -21.292 -0.048 -21.127 -0.159 11.798 0.132 3.527 0.055 44.235 42.379
7.400 -21.343 -0.052 -21.344 -0.052 -21.365 -0.057 -21.350 -0.058 -21.327 -0.047 -21.313 -0.043 -21.289 -0.048 -21.126 -0.159 11.737 0.129 3.545 0.055 44.230 42.365
7.800 -21.335 -0.053 -21.336 -0.052 -21.359 -0.057 -21.345 -0.058 -21.323 -0.047 -21.310 -0.043 -21.285 -0.048 -21.125 -0.159 11.675 0.127 3.563 0.055 44.225 42.351
8.200 -21.327 -0.053 -21.328 -0.053 -21.353 -0.057 -21.340 -0.058 -21.319 -0.047 -21.306 -0.042 -21.282 -0.048 -21.124 -0.159 11.612 0.125 3.581 0.055 44.221 42.337
8.600 -21.319 -0.053 -21.320 -0.053 -21.346 -0.058 -21.335 -0.058 -21.314 -0.046 -21.301 -0.042 -21.278 -0.048 -21.122 -0.159 11.549 0.122 3.600 0.054 44.216 42.322
9.000 -21.311 -0.054 -21.312 -0.053 -21.339 -0.058 -21.330 -0.058 -21.310 -0.046 -21.297 -0.042 -21.274 -0.048 -21.121 -0.159 11.485 0.120 3.619 0.054 44.211 42.308
9.400 -21.302 -0.054 -21.303 -0.054 -21.332 -0.058 -21.324 -0.058 -21.305 -0.046 -21.293 -0.042 -21.270 -0.048 -21.119 -0.159 11.420 0.118 3.639 0.054 44.205 42.293
9.800 -21.293 -0.054 -21.294 -0.054 -21.324 -0.059 -21.319 -0.058 -21.300 -0.046 -21.288 -0.042 -21.266 -0.048 -21.117 -0.159 11.354 0.116 3.659 0.054 44.200 42.278
10.200 -21.284 -0.054 -21.285 -0.054 -21.317 -0.059 -21.313 -0.058 -21.295 -0.046 -21.284 -0.042 -21.262 -0.048 -21.115 -0.159 11.288 0.113 3.679 0.053 44.195 42.263
10.600 -21.274 -0.054 -21.276 -0.054 -21.309 -0.059 -21.307 -0.058 -21.290 -0.046 -21.279 -0.042 -21.258 -0.049 -21.113 -0.159 11.222 0.111 3.700 0.053 44.189 42.248
11.000 -21.265 -0.055 -21.266 -0.054 -21.301 -0.059 -21.301 -0.058 -21.285 -0.045 -21.274 -0.042 -21.254 -0.049 -21.111 -0.159 11.156 0.109 3.721 0.053 44.184 42.232
11.400 -21.255 -0.055 -21.256 -0.055 -21.292 -0.059 -21.295 -0.058 -21.279 -0.045 -21.269 -0.041 -21.249 -0.049 -21.109 -0.159 11.089 0.107 3.742 0.053 44.179 42.217
11.800 -21.245 -0.055 -21.246 -0.055 -21.284 -0.059 -21.288 -0.058 -21.274 -0.045 -21.264 -0.041 -21.245 -0.049 -21.106 -0.159 11.022 0.105 3.764 0.053 44.173 42.201
12.200 -21.235 -0.055 -21.236 -0.055 -21.275 -0.059 -21.282 -0.058 -21.268 -0.045 -21.259 -0.041 -21.240 -0.049 -21.104 -0.158 10.955 0.103 3.786 0.053 44.168 42.185
12.600 -21.225 -0.055 -21.226 -0.055 -21.267 -0.059 -21.275 -0.057 -21.262 -0.045 -21.253 -0.041 -21.235 -0.049 -21.101 -0.158 10.887 0.101 3.808 0.053 44.162 42.169
13.000 -21.214 -0.056 -21.216 -0.055 -21.258 -0.059 -21.268 -0.057 -21.257 -0.044 -21.248 -0.041 -21.230 -0.049 -21.098 -0.158 10.820 0.099 3.831 0.052 44.156 42.153
13.400 -21.203 -0.056 -21.205 -0.056 -21.248 -0.059 -21.261 -0.057 -21.250 -0.044 -21.242 -0.041 -21.225 -0.049 -21.095 -0.158 10.752 0.097 3.854 0.052 44.151 42.137
13.800 -21.192 -0.056 -21.194 -0.056 -21.239 -0.059 -21.254 -0.057 -21.244 -0.044 -21.237 -0.041 -21.220 -0.049 -21.092 -0.158 10.684 0.095 3.878 0.052 44.145 42.120
14.200 -21.181 -0.056 -21.183 -0.056 -21.229 -0.059 -21.247 -0.056 -21.238 -0.044 -21.231 -0.041 -21.215 -0.049 -21.089 -0.158 10.617 0.094 3.901 0.052 44.139 42.104
14.600 -21.170 -0.056 -21.171 -0.056 -21.220 -0.059 -21.239 -0.056 -21.232 -0.044 -21.225 -0.041 -21.209 -0.049 -21.085 -0.157 10.549 0.092 3.925 0.052 44.133 42.087
15.000 -21.158 -0.057 -21.160 -0.056 -21.210 -0.059 -21.232 -0.055 -21.225 -0.043 -21.219 -0.041 -21.204 -0.049 -21.082 -0.157 10.481 0.091 3.950 0.052 44.128 42.071
15.400 -21.147 -0.057 -21.148 -0.057 -21.199 -0.059 -21.224 -0.055 -21.218 -0.043 -21.212 -0.041 -21.198 -0.049 -21.079 -0.157 10.413 0.089 3.974 0.052 44.122 42.055
15.800 -21.135 -0.057 -21.136 -0.057 -21.189 -0.059 -21.216 -0.055 -21.212 -0.043 -21.206 -0.041 -21.193 -0.050 -21.075 -0.157 10.345 0.087 4.000 0.052 44.116 42.038
16.200 -21.122 -0.057 -21.124 -0.057 -21.179 -0.059 -21.208 -0.054 -21.205 -0.043 -21.200 -0.041 -21.187 -0.050 -21.071 -0.156 10.277 0.086 4.025 0.052 44.110 42.022
16.600 -21.110 -0.058 -21.112 -0.057 -21.168 -0.058 -21.200 -0.054 -21.198 -0.043 -21.193 -0.041 -21.181 -0.050 -21.067 -0.156 10.209 0.085 4.051 0.052 44.104 42.005
17.000 -21.097 -0.058 -21.099 -0.057 -21.157 -0.058 -21.191 -0.053 -21.190 -0.042 -21.186 -0.041 -21.175 -0.050 -21.063 -0.156 10.140 0.083 4.078 0.053 44.098 41.989
17.400 -21.084 -0.058 -21.086 -0.058 -21.146 -0.058 -21.183 -0.053 -21.183 -0.042 -21.179 -0.041 -21.169 -0.050 -21.059 -0.156 10.072 0.082 4.105 0.053 44.092 41.972
17.800 -21.071 -0.058 -21.073 -0.058 -21.134 -0.058 -21.174 -0.052 -21.176 -0.042 -21.173 -0.040 -21.163 -0.050 -21.055 -0.155 10.003 0.081 4.133 0.053 44.086 41.956
18.200 -21.058 -0.058 -21.060 -0.058 -21.123 -0.058 -21.166 -0.051 -21.168 -0.042 -21.165 -0.040 -21.157 -0.050 -21.051 -0.155 9.934 0.080 4.161 0.053 44.080 41.939
18.600 -21.045 -0.059 -21.047 -0.058 -21.111 -0.057 -21.157 -0.051 -21.160 -0.041 -21.158 -0.040 -21.150 -0.050 -21.047 -0.155 9.864 0.079 4.190 0.054 44.074 41.923
