"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
0.000 -22.533 -0.060 -22.536 -0.059 -22.556 -0.058 -22.569 -0.060 -22.564 -0.059 -22.554 -0.064 -22.474 -0.118 13.533 0.076 5.015 0.043 44.779 42.527
0.400 -22.529 -0.061 -22.532 -0.059 -22.553 -0.058 -22.570 -0.060 -22.566 -0.060 -22.556 -0.064 -22.476 -0.118 13.449 0.078 5.061 0.045 44.776 42.535
0.800 -22.525 -0.061 -22.528 -0.059 -22.551 -0.058 -22.571 -0.061 -22.567 -0.060 -22.558 -0.064 -22.479 -0.117 13.357 0.080 5.112 0.048 44.773 42.540
1.200 -22.520 -0.061 -22.524 -0.059 -22.548 -0.058 -22.571 -0.061 -22.569 -0.060 -22.560 -0.064 -22.481 -0.117 13.272 0.082 5.161 0.050 44.770 42.546
1.600 -22.516 -0.061 -22.520 -0.059 -22.545 -0.058 -22.572 -0.061 -22.570 -0.060 -22.562 -0.064 -22.484 -0.117 13.193 0.085 5.206 0.053 44.767 42.551
2.000 -22.512 -0.061 -22.516 -0.059 -22.542 -0.057 -22.573 -0.061 -22.571 -0.060 -22.564 -0.064 -22.486 -0.117 13.111 0.087 5.254 0.055 44.764 42.556
2.400 -22.507 -0.061 -22.512 -0.059 -22.539 -0.057 -22.573 -0.061 -22.573 -0.060 -22.566 -0.065 -22.488 -0.117 13.024 0.089 5.307 0.058 44.761 42.559
2.800 -22.503 -0.061 -22.507 -0.059 -22.536 -0.057 -22.573 -0.061 -22.574 -0.060 -22.567 -0.065 -22.490 -0.116 12.944 0.091 5.356 0.060 44.759 42.562
3.200 -22.498 -0.061 -22.503 -0.059 -22.533 -0.057 -22.574 -0.061 -22.574 -0.060 -22.568 -0.065 -22.493 -0.116 12.865 0.093 5.404 0.063 44.756 42.564
3.600 -22.494 -0.061 -22.498 -0.059 -22.530 -0.057 -22.574 -0.061 -22.575 -0.061 -22.570 -0.065 -22.494 -0.116 12.794 0.095 5.448 0.066 44.753 42.567
4.000 -22.489 -0.061 -22.493 -0.059 -22.526 -0.057 -22.574 -0.061 -22.576 -0.061 -22.571 -0.065 -22.496 -0.115 12.712 0.097 5.500 0.068 44.750 42.567
4.400 -22.484 -0.061 -22.489 -0.059 -22.523 -0.057 -22.574 -0.061 -22.576 -0.061 -22.572 -0.065 -22.498 -0.115 12.643 0.099 5.544 0.071 44.748 42.569
4.800 -22.479 -0.061 -22.484 -0.059 -22.519 -0.057 -22.574 -0.061 -22.577 -0.061 -22.573 -0.065 -22.500 -0.115 12.563 0.100 5.596 0.073 44.745 42.568
5.200 -22.474 -0.061 -22.479 -0.059 -22.516 -0.057 -22.573 -0.061 -22.577 -0.061 -22.574 -0.065 -22.501 -0.114 12.490 0.102 5.644 0.076 44.742 42.568
5.600 -22.469 -0.061 -22.474 -0.059 -22.512 -0.057 -22.573 -0.061 -22.577 -0.061 -22.575 -0.065 -22.503 -0.114 12.419 0.103 5.692 0.078 44.740 42.568
6.000 -22.463 -0.061 -22.469 -0.059 -22.508 -0.057 -22.572 -0.061 -22.577 -0.061 -22.575 -0.065 -22.504 -0.113 12.348 0.104 5.740 0.081 44.737 42.568
6.400 -22.458 -0.061 -22.463 -0.059 -22.504 -0.057 -22.572 -0.061 -22.577 -0.061 -22.576 -0.064 -22.506 -0.113 12.279 0.106 5.787 0.084 44.734 42.567
6.800 -22.452 -0.061 -22.458 -0.060 -22.500 -0.057 -22.571 -0.061 -22.577 -0.061 -22.576 -0.064 -22.507 -0.112 12.211 0.107 5.835 0.086 44.732 42.566
7.200 -22.447 -0.062 -22.453 -0.060 -22.496 -0.057 -22.570 -0.061 -22.577 -0.061 -22.577 -0.064 -22.508 -0.112 12.143 0.108 5.882 0.089 44.729 42.566
7.600 -22.441 -0.062 -22.447 -0.060 -22.492 -0.057 -22.569 -0.061 -22.577 -0.061 -22.577 -0.064 -22.509 -0.111 12.077 0.110 5.929 0.091 44.727 42.565
8.000 -22.435 -0.062 -22.441 -0.060 -22.488 -0.058 -22.568 -0.061 -22.576 -0.060 -22.577 -0.064 -22.510 -0.110 12.012 0.111 5.976 0.094 44.724 42.564
8.400 -22.429 -0.062 -22.436 -0.061 -22.484 -0.058 -22.567 -0.061 -22.576 -0.060 -22.577 -0.064 -22.510 -0.110 11.948 0.112 6.022 0.097 44.721 42.563
8.800 -22.423 -0.063 -22.430 -0.061 -22.479 -0.058 -22.565 -0.061 -22.575 -0.060 -22.577 -0.064 -22.511 -0.109 11.885 0.113 6.069 0.099 44.719 42.562
9.200 -22.417 -0.063 -22.424 -0.061 -22.475 -0.058 -22.564 -0.061 -22.574 -0.060 -22.577 -0.064 -22.511 -0.108 11.823 0.114 6.114 0.102 44.716 42.561
9.600 -22.411 -0.064 -22.418 -0.062 -22.470 -0.059 -22.562 -0.061 -22.573 -0.060 -22.576 -0.064 -22.512 -0.108 11.762 0.115 6.160 0.104 44.714 42.560
10.000 -22.405 -0.064 -22.412 -0.062 -22.465 -0.059 -22.561 -0.061 -22.572 -0.060 -22.576 -0.063 -22.512 -0.107 11.702 0.116 6.205 0.107 44.711 42.559
10.400 -22.398 -0.064 -22.405 -0.063 -22.461 -0.059 -22.559 -0.061 -22.571 -0.060 -22.575 -0.063 -22.512 -0.106 11.643 0.117 6.249 0.110 44.709 42.558
10.800 -22.392 -0.065 -22.399 -0.063 -22.456 -0.060 -22.557 -0.061 -22.569 -0.060 -22.574 -0.063 -22.512 -0.106 11.586 0.118 6.293 0.112 44.706 42.557
11.200 -22.385 -0.065 -22.393 -0.064 -22.451 -0.060 -22.555 -0.061 -22.568 -0.060 -22.573 -0.063 -22.512 -0.105 11.529 0.119 6.337 0.115 44.704 42.556
11.600 -22.378 -0.066 -22.386 -0.064 -22.445 -0.060 -22.552 -0.061 -22.566 -0.060 -22.572 -0.063 -22.512 -0.104 11.474 0.120 6.380 0.117 44.701 42.555
12.000 -22.371 -0.066 -22.379 -0.065 -22.440 -0.061 -22.550 -0.060 -22.565 -0.060 -22.571 -0.063 -22.511 -0.103 11.419 0.121 6.422 0.120 44.699 42.554
12.400 -22.364 -0.067 -22.372 -0.065 -22.435 -0.061 -22.548 -0.060 -22.563 -0.059 -22.570 -0.062 -22.511 -0.102 11.366 0.122 6.463 0.123 44.696 42.553
12.800 -22.357 -0.067 -22.366 -0.066 -22.429 -0.062 -22.545 -0.060 -22.561 -0.059 -22.568 -0.062 -22.510 -0.101 11.313 0.123 6.504 0.125 44.694 42.552
13.200 -22.350 -0.068 -22.359 -0.066 -22.424 -0.062 -22.542 -0.060 -22.558 -0.059 -22.566 -0.062 -22.510 -0.101 11.269 0.124 6.537 0.127 44.691 42.552
13.600 -22.343 -0.069 -22.351 -0.067 -22.418 -0.062 -22.539 -0.060 -22.556 -0.059 -22.564 -0.062 -22.509 -0.100 11.212 0.124 6.583 0.130 44.688 42.549
14.000 -22.335 -0.069 -22.344 -0.067 -22.412 -0.063 -22.536 -0.060 -22.553 -0.059 -22.562 -0.062 -22.508 -0.099 11.163 0.125 6.621 0.132 44.686 42.547
14.400 -22.328 -0.070 -22.337 -0.068 -22.406 -0.063 -22.533 -0.060 -22.551 -0.059 -22.560 -0.062 -22.507 -0.098 11.115 0.125 6.659 0.134 44.683 42.545
14.800 -22.320 -0.070 -22.329 -0.069 -22.400 -0.064 -22.530 -0.060 -22.548 -0.059 -22.557 -0.062 -22.505 -0.097 11.068 0.125 6.695 0.136 44.681 42.542
15.200 -22.312 -0.071 -22.322 -0.069 -22.394 -0.064 -22.526 -0.060 -22.545 -0.059 -22.555 -0.062 -22.504 -0.096 11.021 0.126 6.731 0.138 44.678 42.539
15.600 -22.305 -0.071 -22.314 -0.070 -22.388 -0.065 -22.523 -0.060 -22.542 -0.059 -22.552 -0.062 -22.503 -0.095 10.976 0.126 6.766 0.140 44.675 42.536
16.000 -22.297 -0.072 -22.306 -0.070 -22.381 -0.065 -22.519 -0.060 -22.538 -0.059 -22.549 -0.062 -22.501 -0.095 10.931 0.126 6.801 0.142 44.673 42.533
16.400 -22.288 -0.072 -22.298 -0.071 -22.375 -0.065 -22.515 -0.060 -22.535 -0.059 -22.546 -0.061 -22.499 -0.094 10.887 0.126 6.834 0.143 44.670 42.529
16.800 -22.280 -0.073 -22.290 -0.071 -22.368 -0.066 -22.511 -0.060 -22.531 -0.059 -22.542 -0.061 -22.497 -0.093 10.844 0.126 6.867 0.145 44.667 42.524
17.200 -22.272 -0.073 -22.282 -0.072 -22.361 -0.066 -22.507 -0.060 -22.527 -0.059 -22.539 -0.061 -22.496 -0.092 10.801 0.126 6.899 0.146 44.664 42.520
17.600 -22.263 -0.074 -22.274 -0.072 -22.354 -0.066 -22.502 -0.060 -22.523 -0.059 -22.535 -0.061 -22.493 -0.091 10.759 0.125 6.931 0.147 44.661 42.514
18.000 -22.255 -0.074 -22.265 -0.072 -22.347 -0.067 -22.498 -0.060 -22.519 -0.059 -22.531 -0.061 -22.491 -0.090 10.718 0.125 6.961 0.148 44.659 42.509
18.400 -22.246 -0.075 -22.256 -0.073 -22.340 -0.067 -22.493 -0.060 -22.515 -0.059 -22.527 -0.061 -22.489 -0.090 10.677 0.124 6.992 0.149 44.656 42.503
18.800 -22.237 -0.075 -22.248 -0.073 -22.332 -0.067 -22.488 -0.060 -22.510 -0.059 -22.523 -0.061 -22.487 -0.089 10.636 0.123 7.022 0.150 44.653 42.496
19.200 -22.228 -0.075 -22.239 -0.073 -22.325 -0.067 -22.483 -0.060 -22.505 -0.059 -22.519 -0.061 -22.484 -0.088 10.596 0.122 7.051 0.150 44.650 42.489
19.600 -22.219 -0.075 -22.230 -0.074 -22.317 -0.067 -22.478 -0.060 -22.501 -0.059 -22.515 -0.061 -22.481 -0.087 10.556 0.121 7.080 0.151 44.647 42.482
20.000 -22.210 -0.076 -22.221 -0.074 -22.309 -0.068 -22.472 -0.060 -22.496 -0.059 -22.510 -0.061 -22.479 -0.087 10.517 0.120 7.108 0.151 44.644 42.474
20.400 -22.200 -0.076 -22.212 -0.074 -22.301 -0.068 -22.467 -0.060 -22.491 -0.059 -22.505 -0.061 -22.476 -0.086 10.478 0.119 7.136 0.151 44.641 42.465
20.800 -22.191 -0.076 -22.202 -0.074 -22.293 -0.068 -22.461 -0.060 -22.485 -0.059 -22.501 -0.061 -22.473 -0.085 10.439 0.118 7.164 0.151 44.638 42.456
21.200 -22.181 -0.076 -22.193 -0.075 -22.285 -0.068 -22.455 -0.060 -22.480 -0.059 -22.496 -0.061 -22.470 -0.085 10.400 0.116 7.192 0.151 44.635 42.447
21.600 -22.171 -0.076 -22.183 -0.075 -22.276 -0.068 -22.449 -0.061 -22.474 -0.059 -22.490 -0.061 -22.467 -0.084 10.367 0.115 7.211 0.150 44.632 42.439
22.000 -22.162 -0.077 -22.173 -0.075 -22.268 -0.068 -22.443 -0.061 -22.469 -0.060 -22.485 -0.062 -22.463 -0.084 10.324 0.113 7.245 0.150 44.628 42.428
22.400 -22.152 -0.077 -22.164 -0.075 -22.259 -0.068 -22.437 -0.061 -22.463 -0.060 -22.480 -0.062 -22.460 -0.083 10.286 0.112 7.271 0.149 44.625 42.419
22.800 -22.141 -0.077 -22.154 -0.075 -22.250 -0.068 -22.430 -0.061 -22.457 -0.060 -22.474 -0.062 -22.456 -0.083 10.249 0.110 7.297 0.149 44.622 42.409
23.200 -22.131 -0.077 -22.143 -0.075 -22.241 -0.068 -22.424 -0.061 -22.451 -0.060 -22.469 -0.062 -22.453 -0.082 10.211 0.108 7.323 0.148 44.619 42.399
23.600 -22.121 -0.077 -22.133 -0.075 -22.232 -0.068 -22.417 -0.061 -22.444 -0.060 -22.463 -0.062 -22.449 -0.082 10.174 0.107 7.348 0.147 44.615 42.389
24.000 -22.110 -0.077 -22.123 -0.075 -22.223 -0.068 -22.410 -0.062 -22.438 -0.060 -22.457 -0.062 -22.445 -0.081 10.137 0.105 7.373 0.147 44.612 42.379
24.400 -22.099 -0.077 -22.112 -0.075 -22.213 -0.068 -22.403 -0.062 -22.431 -0.061 -22.451 -0.062 -22.441 -0.080 10.101 0.104 7.398 0.146 44.608 42.370
24.800 -22.089 -0.077 -22.101 -0.075 -22.204 -0.068 -22.396 -0.062 -22.425 -0.061 -22.445 -0.062 -22.437 -0.080 10.064 0.102 7.422 0.145 44.605 42.361
25.200 -22.078 -0.077 -22.091 -0.075 -22.194 -0.068 -22.388 -0.062 -22.418 -0.061 -22.438 -0.062 -22.432 -0.079 10.028 0.101 7.446 0.144 44.602 42.352
25.600 -22.067 -0.077 -22.080 -0.075 -22.184 -0.068 -22.381 -0.062 -22.411 -0.061 -22.432 -0.062 -22.428 -0.079 9.992 0.099 7.470 0.144 44.598 42.343
26.000 -22.055 -0.076 -22.069 -0.075 -22.174 -0.068 -22.373 -0.063 -22.404 -0.061 -22.425 -0.062 -22.423 -0.078 9.956 0.098 7.493 0.143 44.594 42.334
26.400 -22.044 -0.076 -22.057 -0.075 -22.164 -0.068 -22.366 -0.063 -22.397 -0.062 -22.419 -0.063 -22.419 -0.078 9.926 0.096 7.508 0.142 44.591 42.327
26.800 -22.032 -0.076 -22.046 -0.074 -22.153 -0.068 -22.358 -0.063 -22.389 -0.062 -22.412 -0.063 -22.414 -0.077 9.885 0.095 7.538 0.142 44.587 42.318
27.200 -22.021 -0.076 -22.034 -0.074 -22.143 -0.068 -22.350 -0.063 -22.382 -0.062 -22.405 -0.063 -22.409 -0.077 9.850 0.094 7.561 0.141 44.584 42.311
27.600 -22.009 -0.076 -22.023 -0.074 -22.132 -0.068 -22.342 -0.063 -22.374 -0.062 -22.398 -0.063 -22.404 -0.076 9.815 0.092 7.583 0.141 44.580 42.304
28.000 -21.997 -0.076 -22.011 -0.074 -22.121 -0.068 -22.333 -0.064 -22.366 -0.062 -22.391 -0.063 -22.399 -0.075 9.780 0.091 7.604 0.140 44.576 42.297
28.400 -21.985 -0.076 -21.999 -0.074 -22.110 -0.068 -22.325 -0.064 -22.358 -0.063 -22.383 -0.063 -22.393 -0.075 9.745 0.090 7.625 0.140 44.572 42.291
28.800 -21.973 -0.076 -21.987 -0.074 -22.099 -0.067 -22.316 -0.064 -22.350 -0.063 -22.376 -0.063 -22.388 -0.074 9.711 0.089 7.646 0.139 44.569 42.285
29.200 -21.960 -0.075 -21.974 -0.074 -22.088 -0.067 -22.307 -0.064 -22.342 -0.063 -22.368 -0.064 -22.382 -0.073 9.677 0.088 7.666 0.139 44.565 42.280
29.600 -21.948 -0.075 -21.962 -0.073 -22.076 -0.067 -22.299 -0.064 -22.334 -0.063 -22.360 -0.064 -22.376 -0.073 9.643 0.087 7.685 0.139 44.561 42.274
30.000 -21.935 -0.075 -21.950 -0.073 -22.065 -0.067 -22.289 -0.065 -22.325 -0.063 -22.352 -0.064 -22.370 -0.072 9.609 0.086 7.705 0.138 44.557 42.270
30.400 -21.922 -0.075 -21.937 -0.073 -22.053 -0.067 -22.280 -0.065 -22.317 -0.064 -22.344 -0.064 -22.364 -0.071 9.576 0.085 7.723 0.138 44.553 42.265
30.800 -21.909 -0.075 -21.924 -0.073 -22.041 -0.067 -22.271 -0.065 -22.308 -0.064 -22.336 -0.064 -22.358 -0.071 9.542 0.084 7.742 0.138 44.549 42.261
31.200 -21.896 -0.075 -21.911 -0.073 -22.029 -0.067 -22.261 -0.065 -22.299 -0.064 -22.328 -0.064 -22.351 -0.070 9.514 0.083 7.752 0.137 44.545 42.257
31.600 -21.883 -0.075 -21.898 -0.073 -22.017 -0.067 -22.252 -0.065 -22.290 -0.064 -22.319 -0.065 -22.345 -0.069 9.476 0.082 7.777 0.137 44.541 42.253
32.000 -21.869 -0.075 -21.884 -0.073 -22.004 -0.067 -22.242 -0.066 -22.281 -0.065 -22.310 -0.065 -22.338 -0.069 9.444 0.081 7.794 0.137 44.537 42.249
32.400 -21.856 -0.075 -21.871 -0.073 -21.992 -0.068 -22.232 -0.066 -22.271 -0.065 -22.302 -0.065 -22.331 -0.068 9.411 0.081 7.810 0.137 44.533 42.246
32.800 -21.842 -0.075 -21.857 -0.073 -21.979 -0.068 -22.222 -0.066 -22.262 -0.065 -22.293 -0.065 -22.324 -0.067 9.379 0.080 7.826 0.137 44.528 42.243
33.200 -21.828 -0.075 -21.843 -0.073 -21.966 -0.068 -22.211 -0.066 -22.252 -0.065 -22.283 -0.065 -22.317 -0.067 9.347 0.079 7.841 0.137 44.524 42.240
33.600 -21.814 -0.075 -21.829 -0.073 -21.953 -0.068 -22.201 -0.067 -22.242 -0.066 -22.274 -0.066 -22.309 -0.066 9.315 0.078 7.856 0.136 44.520 42.237
34.000 -21.800 -0.075 -21.815 -0.073 -21.939 -0.068 -22.190 -0.067 -22.232 -0.066 -22.265 -0.066 -22.302 -0.065 9.283 0.078 7.871 0.136 44.516 42.234
34.400 -21.785 -0.075 -21.801 -0.073 -21.926 -0.068 -22.179 -0.067 -22.222 -0.066 -22.255 -0.066 -22.294 -0.065 9.251 0.077 7.885 0.136 44.511 42.231
34.800 -21.771 -0.075 -21.786 -0.073 -21.912 -0.068 -22.168 -0.068 -22.212 -0.067 -22.245 -0.066 -22.286 -0.064 9.219 0.076 7.899 0.136 44.507 42.228
35.200 -21.756 -0.075 -21.771 -0.073 -21.898 -0.069 -22.157 -0.068 -22.201 -0.067 -22.235 -0.067 -22.278 -0.064 9.187 0.075 7.912 0.136 44.502 42.225
35.600 -21.741 -0.075 -21.757 -0.073 -21.885 -0.069 -22.145 -0.068 -22.190 -0.067 -22.225 -0.067 -22.270 -0.063 9.156 0.075 7.925 0.136 44.498 42.222
36.000 -21.726 -0.075 -21.741 -0.074 -21.870 -0.069 -22.134 -0.069 -22.179 -0.068 -22.215 -0.067 -22.262 -0.063 9.124 0.074 7.938 0.135 44.493 42.219
36.400 -21.710 -0.076 -21.726 -0.074 -21.856 -0.069 -22.122 -0.069 -22.168 -0.068 -22.205 -0.067 -22.254 -0.062 9.093 0.073 7.951 0.135 44.488 42.216
36.800 -21.695 -0.076 -21.711 -0.074 -21.842 -0.069 -22.110 -0.070 -22.157 -0.069 -22.194 -0.068 -22.245 -0.062 9.061 0.073 7.963 0.135 44.484 42.214
37.200 -21.679 -0.076 -21.695 -0.074 -21.827 -0.070 -22.098 -0.070 -22.146 -0.069 -22.184 -0.068 -22.236 -0.061 9.030 0.072 7.976 0.135 44.479 42.211
37.600 -21.664 -0.076 -21.680 -0.074 -21.812 -0.070 -22.086 -0.070 -22.134 -0.069 -22.173 -0.068 -22.228 -0.061 8.999 0.071 7.988 0.135 44.474 42.208
38.000 -21.648 -0.076 -21.664 -0.075 -21.798 -0.070 -22.073 -0.071 -22.122 -0.070 -22.162 -0.069 -22.219 -0.061 8.967 0.071 8.000 0.134 44.470 42.205
38.400 -21.632 -0.077 -21.648 -0.075 -21.783 -0.071 -22.061 -0.071 -22.111 -0.070 -22.151 -0.069 -22.210 -0.061 8.936 0.070 8.012 0.134 44.465 42.203
38.800 -21.616 -0.077 -21.632 -0.075 -21.767 -0.071 -22.048 -0.071 -22.099 -0.070 -22.140 -0.069 -22.201 -0.060 8.905 0.070 8.024 0.134 44.460 42.201
39.200 -21.600 -0.077 -21.616 -0.075 -21.752 -0.071 -22.035 -0.072 -22.087 -0.071 -22.129 -0.070 -22.192 -0.060 8.874 0.069 8.036 0.134 44.455 42.199
39.600 -21.583 -0.078 -21.600 -0.076 -21.737 -0.071 -22.023 -0.072 -22.075 -0.071 -22.117 -0.070 -22.183 -0.060 8.842 0.069 8.049 0.135 44.451 42.197
40.000 -21.567 -0.078 -21.584 -0.076 -21.721 -0.072 -22.010 -0.073 -22.062 -0.072 -22.106 -0.070 -22.174 -0.060 8.811 0.068 8.061 0.135 44.446 42.196
40.400 -21.550 -0.078 -21.567 -0.076 -21.706 -0.072 -21.996 -0.073 -22.050 -0.072 -22.094 -0.071 -22.165 -0.060 8.780 0.068 8.074 0.135 44.441 42.195
40.800 -21.534 -0.079 -21.551 -0.077 -21.690 -0.072 -21.983 -0.073 -22.038 -0.072 -22.083 -0.071 -22.156 -0.060 8.748 0.068 8.087 0.136 44.436 42.195
