"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4671.78 g-4671.78_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6141.12 r-6141.12_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-61.800 -20.984 -0.078 -20.983 -0.075 -20.982 -0.074 -20.973 -0.066 -20.930 -0.063 -20.928 -0.063 -20.913 -0.065 -20.892 -0.070 -20.799 -0.101 -20.772 -0.112 14.612 0.084 2.145 0.017 44.175 42.057
-61.400 -21.006 -0.077 -21.005 -0.075 -21.004 -0.074 -20.995 -0.066 -20.953 -0.063 -20.952 -0.063 -20.937 -0.065 -20.916 -0.069 -20.821 -0.100 -20.794 -0.112 14.585 0.078 2.173 0.016 44.183 42.031
-61.000 -21.027 -0.077 -21.026 -0.075 -21.026 -0.074 -21.018 -0.066 -20.977 -0.063 -20.976 -0.063 -20.960 -0.065 -20.940 -0.069 -20.844 -0.100 -20.816 -0.111 14.560 0.072 2.201 0.015 44.191 42.006
-60.600 -21.049 -0.077 -21.048 -0.075 -21.048 -0.074 -21.040 -0.066 -21.001 -0.063 -20.999 -0.063 -20.984 -0.065 -20.963 -0.069 -20.867 -0.100 -20.838 -0.111 14.534 0.067 2.230 0.014 44.199 41.981
-60.200 -21.071 -0.077 -21.070 -0.075 -21.069 -0.074 -21.063 -0.066 -21.024 -0.063 -21.023 -0.063 -21.008 -0.065 -20.987 -0.069 -20.889 -0.100 -20.861 -0.111 14.510 0.062 2.259 0.013 44.207 41.958
-59.800 -21.092 -0.077 -21.092 -0.075 -21.091 -0.074 -21.085 -0.066 -21.048 -0.063 -21.046 -0.063 -21.031 -0.065 -21.010 -0.069 -20.912 -0.100 -20.883 -0.111 14.486 0.058 2.288 0.013 44.215 41.939
-59.400 -21.114 -0.077 -21.113 -0.075 -21.113 -0.074 -21.108 -0.066 -21.071 -0.062 -21.070 -0.063 -21.055 -0.065 -21.034 -0.069 -20.934 -0.099 -20.905 -0.111 14.462 0.056 2.317 0.012 44.224 41.926
-59.000 -21.135 -0.077 -21.135 -0.075 -21.135 -0.074 -21.130 -0.066 -21.095 -0.062 -21.093 -0.062 -21.078 -0.064 -21.057 -0.068 -20.956 -0.099 -20.926 -0.110 14.440 0.054 2.346 0.012 44.232 41.922
-58.600 -21.157 -0.077 -21.157 -0.075 -21.156 -0.074 -21.152 -0.066 -21.118 -0.062 -21.117 -0.062 -21.102 -0.064 -21.081 -0.068 -20.979 -0.099 -20.948 -0.110 14.417 0.054 2.376 0.012 44.240 41.928
-58.200 -21.178 -0.077 -21.178 -0.075 -21.178 -0.073 -21.175 -0.066 -21.141 -0.062 -21.140 -0.062 -21.125 -0.064 -21.104 -0.068 -21.001 -0.099 -20.970 -0.110 14.395 0.055 2.406 0.013 44.248 41.944
-57.800 -21.199 -0.076 -21.200 -0.074 -21.200 -0.073 -21.197 -0.066 -21.164 -0.062 -21.163 -0.062 -21.148 -0.064 -21.127 -0.068 -21.023 -0.099 -20.991 -0.110 14.374 0.057 2.436 0.013 44.256 41.968
-57.400 -21.221 -0.076 -21.221 -0.074 -21.221 -0.073 -21.219 -0.066 -21.187 -0.061 -21.186 -0.061 -21.171 -0.063 -21.150 -0.067 -21.044 -0.098 -21.013 -0.109 14.353 0.060 2.466 0.014 44.265 42.000
-57.000 -21.242 -0.076 -21.242 -0.074 -21.242 -0.073 -21.241 -0.066 -21.210 -0.061 -21.209 -0.061 -21.194 -0.063 -21.173 -0.067 -21.066 -0.098 -21.034 -0.109 14.333 0.064 2.496 0.015 44.273 42.037
-56.600 -21.263 -0.076 -21.263 -0.074 -21.263 -0.073 -21.263 -0.065 -21.233 -0.061 -21.232 -0.061 -21.217 -0.062 -21.196 -0.066 -21.088 -0.098 -21.055 -0.109 14.313 0.069 2.526 0.017 44.281 42.075
-56.200 -21.283 -0.076 -21.284 -0.074 -21.284 -0.072 -21.284 -0.065 -21.256 -0.060 -21.255 -0.060 -21.240 -0.062 -21.218 -0.066 -21.109 -0.097 -21.076 -0.109 14.294 0.074 2.557 0.018 44.289 42.115
-55.800 -21.304 -0.075 -21.305 -0.073 -21.305 -0.072 -21.306 -0.065 -21.278 -0.060 -21.277 -0.060 -21.262 -0.061 -21.241 -0.065 -21.130 -0.097 -21.097 -0.108 14.275 0.080 2.587 0.020 44.297 42.154
-55.400 -21.325 -0.075 -21.326 -0.073 -21.326 -0.072 -21.327 -0.065 -21.300 -0.059 -21.299 -0.059 -21.285 -0.061 -21.263 -0.065 -21.151 -0.097 -21.118 -0.108 14.256 0.085 2.618 0.022 44.305 42.193
-55.000 -21.345 -0.075 -21.346 -0.073 -21.347 -0.071 -21.348 -0.064 -21.322 -0.059 -21.321 -0.059 -21.307 -0.060 -21.285 -0.064 -21.172 -0.096 -21.138 -0.108 14.238 0.091 2.648 0.024 44.313 42.230
-54.600 -21.365 -0.074 -21.366 -0.072 -21.367 -0.071 -21.369 -0.064 -21.344 -0.058 -21.343 -0.058 -21.328 -0.060 -21.307 -0.064 -21.193 -0.096 -21.158 -0.107 14.220 0.097 2.679 0.025 44.320 42.265
-54.200 -21.385 -0.074 -21.386 -0.072 -21.387 -0.071 -21.390 -0.063 -21.366 -0.057 -21.365 -0.057 -21.350 -0.059 -21.328 -0.063 -21.213 -0.096 -21.178 -0.107 14.203 0.103 2.709 0.027 44.328 42.299
-53.800 -21.405 -0.073 -21.406 -0.071 -21.407 -0.070 -21.411 -0.063 -21.387 -0.057 -21.386 -0.057 -21.371 -0.058 -21.349 -0.062 -21.233 -0.095 -21.198 -0.107 14.186 0.110 2.740 0.029 44.336 42.331
-53.400 -21.424 -0.073 -21.426 -0.071 -21.427 -0.070 -21.431 -0.062 -21.408 -0.056 -21.407 -0.056 -21.392 -0.058 -21.370 -0.062 -21.253 -0.095 -21.218 -0.106 14.170 0.116 2.770 0.031 44.343 42.362
-53.000 -21.444 -0.072 -21.445 -0.070 -21.446 -0.069 -21.451 -0.062 -21.429 -0.055 -21.428 -0.055 -21.413 -0.057 -21.391 -0.061 -21.273 -0.095 -21.237 -0.106 14.154 0.121 2.801 0.033 44.351 42.391
-52.600 -21.463 -0.072 -21.465 -0.070 -21.466 -0.069 -21.471 -0.061 -21.450 -0.055 -21.448 -0.055 -21.434 -0.056 -21.412 -0.060 -21.292 -0.094 -21.256 -0.106 14.138 0.127 2.831 0.035 44.358 42.419
-52.200 -21.482 -0.071 -21.484 -0.069 -21.485 -0.068 -21.490 -0.061 -21.470 -0.054 -21.469 -0.054 -21.454 -0.055 -21.432 -0.060 -21.312 -0.094 -21.275 -0.105 14.123 0.133 2.861 0.038 44.366 42.445
-51.800 -21.500 -0.071 -21.502 -0.069 -21.503 -0.068 -21.509 -0.060 -21.490 -0.053 -21.489 -0.053 -21.474 -0.055 -21.452 -0.059 -21.330 -0.093 -21.293 -0.105 14.108 0.138 2.891 0.040 44.373 42.470
-51.400 -21.519 -0.070 -21.521 -0.068 -21.522 -0.067 -21.528 -0.060 -21.509 -0.052 -21.508 -0.052 -21.494 -0.054 -21.471 -0.058 -21.349 -0.093 -21.312 -0.104 14.093 0.144 2.921 0.042 44.380 42.494
-51.000 -21.537 -0.070 -21.539 -0.068 -21.540 -0.067 -21.547 -0.059 -21.529 -0.052 -21.528 -0.052 -21.513 -0.053 -21.490 -0.057 -21.367 -0.092 -21.330 -0.104 14.079 0.149 2.950 0.044 44.387 42.516
-50.600 -21.554 -0.069 -21.557 -0.067 -21.558 -0.066 -21.565 -0.059 -21.548 -0.051 -21.547 -0.051 -21.532 -0.052 -21.509 -0.057 -21.385 -0.092 -21.347 -0.104 14.065 0.154 2.980 0.046 44.394 42.537
-50.200 -21.572 -0.069 -21.574 -0.067 -21.576 -0.066 -21.584 -0.058 -21.566 -0.050 -21.565 -0.050 -21.551 -0.052 -21.528 -0.056 -21.403 -0.091 -21.365 -0.103 14.053 0.159 3.009 0.048 44.401 42.558
-49.800 -21.589 -0.068 -21.592 -0.066 -21.593 -0.065 -21.601 -0.058 -21.585 -0.049 -21.583 -0.049 -21.569 -0.051 -21.546 -0.055 -21.420 -0.091 -21.382 -0.103 14.040 0.163 3.037 0.049 44.407 42.577
-49.400 -21.606 -0.068 -21.609 -0.066 -21.610 -0.065 -21.619 -0.057 -21.603 -0.049 -21.601 -0.049 -21.587 -0.050 -21.564 -0.055 -21.437 -0.090 -21.398 -0.102 14.029 0.168 3.066 0.051 44.414 42.595
-49.000 -21.623 -0.067 -21.625 -0.065 -21.627 -0.064 -21.636 -0.057 -21.620 -0.048 -21.619 -0.048 -21.604 -0.049 -21.581 -0.054 -21.454 -0.090 -21.415 -0.102 14.018 0.172 3.093 0.053 44.420 42.611
-48.600 -21.639 -0.067 -21.642 -0.065 -21.643 -0.064 -21.652 -0.056 -21.637 -0.048 -21.636 -0.048 -21.622 -0.049 -21.598 -0.053 -21.470 -0.090 -21.431 -0.101 14.009 0.176 3.120 0.055 44.427 42.627
-48.200 -21.655 -0.066 -21.658 -0.064 -21.659 -0.063 -21.669 -0.056 -21.654 -0.047 -21.653 -0.047 -21.638 -0.048 -21.615 -0.053 -21.486 -0.089 -21.447 -0.101 14.001 0.179 3.147 0.056 44.433 42.642
-47.800 -21.671 -0.066 -21.673 -0.064 -21.675 -0.063 -21.685 -0.055 -21.670 -0.047 -21.669 -0.047 -21.655 -0.048 -21.631 -0.052 -21.502 -0.089 -21.462 -0.100 13.994 0.182 3.172 0.058 44.439 42.656
-47.400 -21.686 -0.066 -21.689 -0.064 -21.691 -0.062 -21.701 -0.055 -21.686 -0.046 -21.685 -0.046 -21.671 -0.047 -21.647 -0.052 -21.517 -0.088 -21.477 -0.100 13.988 0.185 3.197 0.059 44.445 42.668
-47.000 -21.701 -0.065 -21.704 -0.063 -21.706 -0.062 -21.716 -0.055 -21.702 -0.046 -21.701 -0.046 -21.686 -0.047 -21.663 -0.052 -21.532 -0.088 -21.492 -0.100 13.984 0.187 3.221 0.060 44.451 42.680
-46.600 -21.716 -0.065 -21.719 -0.063 -21.720 -0.062 -21.731 -0.054 -21.717 -0.046 -21.716 -0.046 -21.701 -0.047 -21.678 -0.051 -21.547 -0.087 -21.507 -0.099 13.982 0.189 3.244 0.061 44.457 42.690
-46.200 -21.730 -0.065 -21.733 -0.063 -21.735 -0.062 -21.745 -0.054 -21.732 -0.046 -21.731 -0.046 -21.716 -0.047 -21.692 -0.051 -21.561 -0.087 -21.521 -0.099 13.981 0.191 3.266 0.062 44.463 42.700
-45.800 -21.744 -0.064 -21.747 -0.062 -21.749 -0.061 -21.760 -0.054 -21.746 -0.045 -21.745 -0.045 -21.730 -0.047 -21.707 -0.051 -21.575 -0.087 -21.535 -0.098 13.981 0.192 3.288 0.063 44.469 42.709
-45.400 -21.758 -0.064 -21.761 -0.062 -21.763 -0.061 -21.774 -0.054 -21.760 -0.045 -21.759 -0.045 -21.744 -0.046 -21.720 -0.051 -21.589 -0.086 -21.548 -0.098 13.983 0.193 3.308 0.064 44.474 42.717
-45.000 -21.771 -0.064 -21.774 -0.062 -21.776 -0.061 -21.787 -0.054 -21.773 -0.045 -21.772 -0.045 -21.757 -0.046 -21.734 -0.051 -21.602 -0.086 -21.561 -0.097 13.986 0.194 3.327 0.065 44.480 42.724
-44.600 -21.784 -0.064 -21.787 -0.062 -21.789 -0.061 -21.800 -0.054 -21.786 -0.045 -21.785 -0.045 -21.770 -0.047 -21.747 -0.051 -21.615 -0.086 -21.574 -0.097 13.990 0.195 3.346 0.065 44.485 42.730
-44.200 -21.797 -0.064 -21.800 -0.062 -21.802 -0.061 -21.813 -0.054 -21.799 -0.046 -21.798 -0.046 -21.783 -0.047 -21.759 -0.051 -21.627 -0.085 -21.587 -0.097 13.995 0.195 3.364 0.066 44.490 42.736
-43.800 -21.810 -0.064 -21.813 -0.062 -21.814 -0.061 -21.825 -0.054 -21.811 -0.046 -21.810 -0.046 -21.795 -0.047 -21.771 -0.051 -21.639 -0.085 -21.599 -0.096 14.002 0.195 3.381 0.066 44.495 42.742
-43.400 -21.822 -0.064 -21.825 -0.062 -21.827 -0.061 -21.838 -0.054 -21.823 -0.046 -21.822 -0.046 -21.807 -0.047 -21.783 -0.051 -21.651 -0.084 -21.611 -0.096 14.009 0.195 3.397 0.066 44.501 42.747
-43.000 -21.833 -0.064 -21.837 -0.062 -21.838 -0.061 -21.849 -0.054 -21.834 -0.046 -21.833 -0.046 -21.818 -0.047 -21.795 -0.051 -21.663 -0.084 -21.622 -0.095 14.016 0.195 3.412 0.066 44.505 42.751
-42.600 -21.845 -0.064 -21.848 -0.062 -21.850 -0.061 -21.861 -0.054 -21.846 -0.046 -21.844 -0.046 -21.829 -0.047 -21.806 -0.051 -21.674 -0.084 -21.634 -0.095 14.025 0.194 3.427 0.066 44.510 42.755
-42.200 -21.856 -0.064 -21.859 -0.062 -21.861 -0.061 -21.872 -0.054 -21.856 -0.047 -21.855 -0.047 -21.840 -0.048 -21.816 -0.051 -21.685 -0.084 -21.644 -0.095 14.034 0.194 3.441 0.066 44.515 42.758
-41.800 -21.867 -0.064 -21.870 -0.062 -21.872 -0.061 -21.882 -0.054 -21.867 -0.047 -21.866 -0.047 -21.850 -0.048 -21.827 -0.052 -21.695 -0.083 -21.655 -0.094 14.044 0.193 3.454 0.066 44.519 42.760
-41.400 -21.877 -0.064 -21.880 -0.062 -21.882 -0.061 -21.893 -0.054 -21.877 -0.047 -21.876 -0.047 -21.860 -0.048 -21.837 -0.052 -21.706 -0.083 -21.665 -0.094 14.054 0.191 3.466 0.066 44.524 42.762
-41.000 -21.888 -0.064 -21.891 -0.062 -21.892 -0.061 -21.903 -0.054 -21.886 -0.048 -21.885 -0.048 -21.870 -0.049 -21.846 -0.052 -21.716 -0.083 -21.675 -0.093 14.065 0.190 3.478 0.066 44.528 42.763
-40.600 -21.897 -0.064 -21.900 -0.062 -21.902 -0.061 -21.913 -0.055 -21.896 -0.048 -21.895 -0.048 -21.879 -0.049 -21.856 -0.052 -21.725 -0.082 -21.685 -0.093 14.075 0.189 3.490 0.065 44.532 42.764
-40.200 -21.907 -0.064 -21.910 -0.062 -21.912 -0.061 -21.922 -0.055 -21.905 -0.048 -21.904 -0.048 -21.888 -0.049 -21.865 -0.053 -21.734 -0.082 -21.694 -0.093 14.086 0.187 3.501 0.065 44.536 42.764
-39.800 -21.916 -0.064 -21.919 -0.062 -21.921 -0.061 -21.931 -0.055 -21.913 -0.049 -21.912 -0.049 -21.897 -0.050 -21.873 -0.053 -21.743 -0.082 -21.703 -0.092 14.097 0.185 3.511 0.064 44.540 42.763
-39.400 -21.925 -0.064 -21.928 -0.062 -21.930 -0.061 -21.940 -0.055 -21.922 -0.049 -21.921 -0.049 -21.905 -0.050 -21.882 -0.053 -21.752 -0.081 -21.712 -0.092 14.108 0.183 3.521 0.064 44.544 42.762
-39.000 -21.934 -0.064 -21.937 -0.062 -21.939 -0.061 -21.948 -0.055 -21.930 -0.049 -21.929 -0.049 -21.913 -0.050 -21.890 -0.053 -21.761 -0.081 -21.721 -0.091 14.119 0.181 3.531 0.063 44.548 42.761
-38.600 -21.942 -0.063 -21.945 -0.062 -21.947 -0.061 -21.956 -0.055 -21.938 -0.050 -21.936 -0.050 -21.921 -0.051 -21.897 -0.053 -21.769 -0.081 -21.729 -0.091 14.129 0.178 3.540 0.062 44.551 42.758
-38.200 -21.951 -0.063 -21.953 -0.062 -21.955 -0.061 -21.964 -0.055 -21.945 -0.050 -21.944 -0.050 -21.928 -0.051 -21.905 -0.054 -21.777 -0.080 -21.737 -0.090 14.139 0.175 3.549 0.061 44.555 42.755
-37.800 -21.959 -0.063 -21.961 -0.062 -21.963 -0.061 -21.972 -0.055 -21.952 -0.050 -21.951 -0.050 -21.935 -0.051 -21.912 -0.054 -21.784 -0.080 -21.745 -0.090 14.149 0.173 3.558 0.061 44.558 42.751
-37.400 -21.966 -0.063 -21.969 -0.061 -21.970 -0.061 -21.979 -0.055 -21.959 -0.051 -21.958 -0.051 -21.942 -0.051 -21.919 -0.054 -21.792 -0.080 -21.753 -0.090 14.158 0.170 3.566 0.060 44.561 42.747
-37.000 -21.973 -0.063 -21.976 -0.061 -21.978 -0.060 -21.986 -0.055 -21.966 -0.051 -21.964 -0.051 -21.949 -0.052 -21.925 -0.054 -21.799 -0.079 -21.760 -0.089 14.167 0.167 3.575 0.059 44.564 42.742
-36.600 -21.980 -0.063 -21.983 -0.061 -21.985 -0.060 -21.993 -0.055 -21.972 -0.051 -21.971 -0.051 -21.955 -0.052 -21.932 -0.054 -21.806 -0.079 -21.767 -0.089 14.175 0.163 3.583 0.057 44.567 42.736
-36.200 -21.987 -0.062 -21.990 -0.061 -21.991 -0.060 -21.999 -0.055 -21.978 -0.051 -21.977 -0.051 -21.961 -0.052 -21.938 -0.054 -21.812 -0.079 -21.774 -0.088 14.183 0.160 3.590 0.056 44.570 42.729
-35.800 -21.994 -0.062 -21.996 -0.060 -21.998 -0.060 -22.006 -0.055 -21.984 -0.051 -21.983 -0.051 -21.967 -0.052 -21.944 -0.054 -21.819 -0.078 -21.781 -0.088 14.190 0.156 3.598 0.055 44.573 42.722
-35.400 -22.000 -0.062 -22.003 -0.060 -22.004 -0.059 -22.012 -0.054 -21.989 -0.051 -21.988 -0.051 -21.973 -0.052 -21.949 -0.054 -21.825 -0.078 -21.787 -0.087 14.197 0.152 3.605 0.054 44.575 42.714
-35.000 -22.006 -0.061 -22.009 -0.060 -22.010 -0.059 -22.017 -0.054 -21.995 -0.051 -21.994 -0.051 -21.978 -0.052 -21.955 -0.054 -21.831 -0.078 -21.793 -0.087 14.203 0.149 3.612 0.053 44.578 42.705
-34.600 -22.012 -0.061 -22.014 -0.059 -22.016 -0.059 -22.023 -0.054 -22.000 -0.051 -21.999 -0.051 -21.983 -0.052 -21.960 -0.054 -21.837 -0.077 -21.799 -0.086 14.209 0.145 3.619 0.051 44.580 42.696
-34.200 -22.017 -0.060 -22.020 -0.059 -22.021 -0.058 -22.028 -0.054 -22.005 -0.051 -22.003 -0.051 -21.988 -0.052 -21.965 -0.054 -21.843 -0.077 -21.805 -0.086 14.214 0.141 3.626 0.050 44.583 42.685
-33.800 -22.023 -0.060 -22.025 -0.058 -22.026 -0.058 -22.033 -0.053 -22.009 -0.051 -22.008 -0.051 -21.993 -0.052 -21.970 -0.054 -21.848 -0.076 -21.811 -0.085 14.219 0.137 3.633 0.049 44.585 42.674
-33.400 -22.028 -0.059 -22.030 -0.058 -22.031 -0.057 -22.038 -0.053 -22.014 -0.051 -22.013 -0.051 -21.997 -0.052 -21.974 -0.054 -21.853 -0.076 -21.816 -0.085 14.223 0.133 3.639 0.047 44.587 42.663
-33.000 -22.033 -0.059 -22.035 -0.057 -22.036 -0.056 -22.042 -0.052 -22.018 -0.051 -22.017 -0.051 -22.001 -0.051 -21.979 -0.054 -21.858 -0.075 -21.822 -0.084 14.226 0.128 3.645 0.046 44.589 42.650
-32.600 -22.037 -0.058 -22.040 -0.057 -22.041 -0.056 -22.046 -0.052 -22.022 -0.050 -22.021 -0.050 -22.005 -0.051 -21.983 -0.053 -21.863 -0.075 -21.827 -0.084 14.229 0.124 3.652 0.045 44.591 42.637
-32.200 -22.042 -0.057 -22.044 -0.056 -22.045 -0.055 -22.051 -0.051 -22.026 -0.050 -22.025 -0.050 -22.009 -0.051 -21.987 -0.053 -21.868 -0.074 -21.832 -0.083 14.232 0.120 3.658 0.043 44.592 42.623
-31.800 -22.046 -0.056 -22.048 -0.055 -22.049 -0.054 -22.054 -0.051 -22.029 -0.050 -22.028 -0.050 -22.013 -0.051 -21.990 -0.053 -21.872 -0.074 -21.836 -0.082 14.234 0.116 3.664 0.042 44.594 42.609
-31.400 -22.050 -0.056 -22.052 -0.054 -22.053 -0.054 -22.058 -0.050 -22.033 -0.049 -22.032 -0.050 -22.016 -0.050 -21.994 -0.052 -21.877 -0.073 -21.841 -0.082 14.235 0.111 3.669 0.040 44.595 42.593
-31.000 -22.054 -0.055 -22.056 -0.054 -22.057 -0.053 -22.062 -0.049 -22.036 -0.049 -22.035 -0.049 -22.020 -0.050 -21.997 -0.052 -21.881 -0.072 -21.845 -0.081 14.236 0.107 3.675 0.039 44.597 42.577
-30.600 -22.058 -0.054 -22.060 -0.053 -22.061 -0.052 -22.065 -0.049 -22.039 -0.049 -22.038 -0.049 -22.023 -0.050 -22.001 -0.052 -21.885 -0.072 -21.850 -0.080 14.236 0.103 3.681 0.037 44.598 42.560
-30.200 -22.061 -0.053 -22.063 -0.052 -22.064 -0.051 -22.068 -0.048 -22.042 -0.048 -22.041 -0.048 -22.026 -0.049 -22.004 -0.051 -21.889 -0.071 -21.854 -0.080 14.236 0.099 3.686 0.036 44.600 42.543
-29.800 -22.064 -0.052 -22.066 -0.051 -22.067 -0.050 -22.071 -0.047 -22.045 -0.048 -22.044 -0.048 -22.029 -0.049 -22.007 -0.051 -21.892 -0.071 -21.858 -0.079 14.235 0.095 3.692 0.034 44.601 42.524
-29.400 -22.067 -0.051 -22.069 -0.050 -22.070 -0.049 -22.074 -0.046 -22.047 -0.047 -22.046 -0.047 -22.031 -0.048 -22.009 -0.050 -21.896 -0.070 -21.861 -0.079 14.234 0.091 3.697 0.033 44.602 42.505
-29.000 -22.070 -0.050 -22.072 -0.049 -22.073 -0.048 -22.076 -0.046 -22.050 -0.047 -22.049 -0.047 -22.034 -0.048 -22.012 -0.050 -21.899 -0.069 -21.865 -0.078 14.232 0.087 3.702 0.032 44.603 42.486
-28.600 -22.073 -0.049 -22.075 -0.048 -22.076 -0.047 -22.079 -0.045 -22.052 -0.046 -22.051 -0.046 -22.036 -0.047 -22.014 -0.049 -21.903 -0.069 -21.869 -0.077 14.230 0.083 3.708 0.030 44.604 42.466
-28.200 -22.076 -0.048 -22.077 -0.047 -22.078 -0.046 -22.081 -0.044 -22.054 -0.045 -22.053 -0.046 -22.038 -0.046 -22.017 -0.049 -21.906 -0.068 -21.872 -0.077 14.228 0.079 3.713 0.029 44.605 42.445
-27.800 -22.078 -0.047 -22.080 -0.046 -22.081 -0.045 -22.083 -0.043 -22.056 -0.045 -22.055 -0.045 -22.040 -0.046 -22.019 -0.048 -21.909 -0.067 -21.876 -0.076 14.224 0.075 3.718 0.028 44.606 42.424
