"Time (MJD)" g-4769.9 g-4769.9_err i-7774.3 i-7774.3_err r-6370.44 r-6370.44_err z-9154.88 z-9154.88_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-3.000 -21.793 -0.184 -22.177 -0.179 -22.175 -0.161 -21.922 -0.112 21.122 1.761 2.038 0.253 44.770 43.796
-2.600 -21.758 -0.179 -22.165 -0.175 -22.179 -0.157 -21.937 -0.117 20.495 1.626 2.135 0.262 44.758 43.738
-2.200 -21.722 -0.172 -22.152 -0.169 -22.182 -0.151 -21.950 -0.120 19.925 1.508 2.229 0.270 44.747 43.683
-1.800 -21.686 -0.164 -22.139 -0.163 -22.185 -0.145 -21.962 -0.121 19.412 1.407 2.322 0.277 44.737 43.633
-1.400 -21.650 -0.156 -22.126 -0.156 -22.187 -0.138 -21.973 -0.121 18.919 1.318 2.418 0.286 44.727 43.588
-1.000 -21.615 -0.149 -22.115 -0.150 -22.188 -0.132 -21.982 -0.121 18.489 1.247 2.508 0.294 44.719 43.550
-0.600 -21.582 -0.143 -22.104 -0.145 -22.190 -0.127 -21.991 -0.121 18.105 1.191 2.595 0.304 44.712 43.520
-0.200 -21.551 -0.141 -22.095 -0.141 -22.192 -0.124 -21.999 -0.123 17.780 1.151 2.674 0.315 44.707 43.498
0.200 -21.523 -0.142 -22.088 -0.140 -22.195 -0.125 -22.007 -0.127 17.479 1.124 2.754 0.328 44.703 43.483
0.600 -21.497 -0.147 -22.082 -0.141 -22.199 -0.127 -22.014 -0.133 17.218 1.110 2.827 0.342 44.699 43.475
1.000 -21.473 -0.153 -22.078 -0.142 -22.203 -0.131 -22.020 -0.140 16.993 1.107 2.895 0.359 44.697 43.472
1.400 -21.452 -0.160 -22.076 -0.144 -22.208 -0.134 -22.026 -0.147 16.796 1.114 2.958 0.377 44.696 43.475
1.800 -21.432 -0.167 -22.077 -0.145 -22.213 -0.137 -22.032 -0.153 16.621 1.131 3.018 0.398 44.695 43.482
2.200 -21.414 -0.173 -22.079 -0.144 -22.219 -0.139 -22.038 -0.157 16.464 1.156 3.076 0.421 44.695 43.492
2.600 -21.396 -0.178 -22.082 -0.141 -22.225 -0.139 -22.044 -0.160 16.322 1.188 3.131 0.447 44.695 43.505
3.000 -21.380 -0.182 -22.087 -0.136 -22.232 -0.136 -22.049 -0.161 16.194 1.229 3.186 0.476 44.697 43.519
3.400 -21.364 -0.184 -22.093 -0.129 -22.239 -0.132 -22.055 -0.161 16.077 1.277 3.239 0.509 44.699 43.535
3.800 -21.348 -0.185 -22.100 -0.120 -22.246 -0.125 -22.061 -0.158 15.973 1.333 3.292 0.544 44.701 43.549
4.200 -21.333 -0.185 -22.106 -0.109 -22.252 -0.117 -22.067 -0.154 15.884 1.394 3.343 0.582 44.705 43.562
4.600 -21.318 -0.184 -22.113 -0.096 -22.258 -0.107 -22.073 -0.149 15.811 1.458 3.392 0.621 44.710 43.570
5.000 -21.302 -0.183 -22.118 -0.082 -22.264 -0.098 -22.080 -0.144 15.758 1.518 3.436 0.658 44.715 43.571
5.400 -21.286 -0.182 -22.121 -0.069 -22.268 -0.089 -22.087 -0.139 15.717 1.563 3.475 0.689 44.720 43.563
5.800 -21.271 -0.182 -22.121 -0.062 -22.272 -0.084 -22.096 -0.136 15.658 1.576 3.515 0.708 44.724 43.550
6.200 -21.255 -0.183 -22.117 -0.062 -22.275 -0.083 -22.105 -0.134 15.536 1.540 3.568 0.711 44.723 43.547
6.600 -21.240 -0.185 -22.109 -0.070 -22.276 -0.086 -22.115 -0.135 15.372 1.468 3.626 0.700 44.719 43.549
7.000 -21.224 -0.187 -22.099 -0.080 -22.277 -0.091 -22.126 -0.136 15.191 1.376 3.690 0.681 44.713 43.546
7.400 -21.207 -0.190 -22.085 -0.090 -22.275 -0.096 -22.136 -0.136 15.011 1.278 3.757 0.656 44.708 43.535
7.800 -21.189 -0.192 -22.069 -0.099 -22.271 -0.099 -22.146 -0.136 14.845 1.183 3.821 0.629 44.704 43.517
8.200 -21.169 -0.194 -22.051 -0.105 -22.265 -0.100 -22.154 -0.135 14.694 1.094 3.882 0.600 44.700 43.492
8.600 -21.149 -0.195 -22.032 -0.108 -22.257 -0.099 -22.162 -0.132 14.557 1.012 3.938 0.571 44.696 43.463
9.000 -21.126 -0.195 -22.010 -0.109 -22.246 -0.095 -22.168 -0.128 14.432 0.938 3.989 0.541 44.692 43.427
9.400 -21.103 -0.194 -21.987 -0.107 -22.233 -0.089 -22.172 -0.122 14.318 0.869 4.033 0.511 44.688 43.386
9.800 -21.078 -0.194 -21.962 -0.104 -22.218 -0.082 -22.173 -0.116 14.212 0.804 4.072 0.480 44.683 43.340
10.200 -21.053 -0.193 -21.934 -0.101 -22.200 -0.076 -22.172 -0.110 14.111 0.738 4.103 0.447 44.677 43.289
10.600 -21.026 -0.194 -21.904 -0.099 -22.181 -0.075 -22.169 -0.107 14.012 0.666 4.129 0.410 44.671 43.238
11.000 -21.000 -0.197 -21.872 -0.101 -22.159 -0.078 -22.162 -0.109 13.891 0.586 4.163 0.371 44.662 43.187
11.400 -20.974 -0.203 -21.838 -0.108 -22.136 -0.087 -22.152 -0.116 13.786 0.503 4.182 0.326 44.653 43.134
11.800 -20.948 -0.213 -21.801 -0.120 -22.111 -0.102 -22.140 -0.129 13.689 0.420 4.193 0.279 44.643 43.075
12.200 -20.923 -0.227 -21.764 -0.137 -22.084 -0.121 -22.124 -0.148 13.611 0.346 4.190 0.235 44.633 43.009
12.600 -20.899 -0.245 -21.725 -0.158 -22.056 -0.144 -22.107 -0.171 13.556 0.284 4.171 0.195 44.622 42.937
