"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-27.400 -19.527 -0.257 -19.549 -0.233 -19.586 -0.174 -19.505 -0.121 -19.389 -0.131 12.061 1.455 1.493 0.225 43.527 42.791
-27.000 -19.560 -0.257 -19.584 -0.231 -19.621 -0.171 -19.536 -0.123 -19.418 -0.132 12.149 1.520 1.502 0.234 43.544 42.828
-26.600 -19.591 -0.258 -19.618 -0.230 -19.655 -0.167 -19.565 -0.124 -19.446 -0.132 12.244 1.591 1.508 0.242 43.562 42.865
-26.200 -19.622 -0.258 -19.651 -0.228 -19.688 -0.163 -19.593 -0.125 -19.473 -0.132 12.346 1.667 1.514 0.251 43.579 42.903
-25.800 -19.652 -0.257 -19.683 -0.225 -19.719 -0.159 -19.620 -0.125 -19.499 -0.132 12.454 1.748 1.517 0.261 43.596 42.941
-25.400 -19.681 -0.257 -19.714 -0.223 -19.750 -0.155 -19.646 -0.126 -19.524 -0.133 12.569 1.836 1.520 0.270 43.614 42.979
-25.000 -19.709 -0.256 -19.744 -0.220 -19.779 -0.150 -19.671 -0.126 -19.548 -0.133 12.688 1.930 1.522 0.280 43.631 43.018
-24.600 -19.737 -0.254 -19.773 -0.217 -19.807 -0.145 -19.695 -0.126 -19.570 -0.133 12.813 2.029 1.522 0.290 43.648 43.056
-24.200 -19.764 -0.253 -19.801 -0.214 -19.834 -0.139 -19.717 -0.125 -19.592 -0.133 12.941 2.135 1.522 0.300 43.665 43.095
-23.800 -19.790 -0.251 -19.828 -0.210 -19.860 -0.133 -19.739 -0.125 -19.613 -0.133 13.072 2.248 1.521 0.310 43.683 43.134
-23.400 -19.815 -0.249 -19.854 -0.207 -19.885 -0.127 -19.760 -0.124 -19.633 -0.133 13.204 2.366 1.520 0.321 43.699 43.173
-23.000 -19.839 -0.246 -19.878 -0.203 -19.908 -0.121 -19.780 -0.123 -19.653 -0.133 13.336 2.491 1.519 0.333 43.716 43.211
-22.600 -19.863 -0.243 -19.902 -0.199 -19.931 -0.114 -19.798 -0.122 -19.671 -0.133 13.468 2.623 1.518 0.345 43.732 43.249
-22.200 -19.886 -0.240 -19.925 -0.195 -19.952 -0.106 -19.817 -0.120 -19.689 -0.133 13.596 2.762 1.517 0.357 43.749 43.286
-21.800 -19.908 -0.237 -19.947 -0.190 -19.973 -0.099 -19.834 -0.119 -19.706 -0.133 13.721 2.908 1.517 0.371 43.764 43.323
-21.400 -19.929 -0.233 -19.968 -0.185 -19.992 -0.091 -19.850 -0.117 -19.723 -0.132 13.841 3.061 1.517 0.385 43.780 43.360
-21.000 -19.949 -0.229 -19.987 -0.181 -20.010 -0.082 -19.866 -0.116 -19.739 -0.132 13.953 3.221 1.519 0.400 43.795 43.396
-20.600 -19.969 -0.225 -20.006 -0.176 -20.027 -0.074 -19.881 -0.114 -19.755 -0.132 14.056 3.388 1.522 0.417 43.809 43.431
-20.200 -19.987 -0.221 -20.023 -0.170 -20.043 -0.065 -19.895 -0.112 -19.770 -0.132 14.147 3.557 1.527 0.435 43.823 43.465
-19.800 -20.005 -0.216 -20.040 -0.165 -20.058 -0.056 -19.909 -0.110 -19.784 -0.131 14.221 3.725 1.534 0.454 43.836 43.497
-19.400 -20.022 -0.211 -20.056 -0.160 -20.072 -0.048 -19.921 -0.108 -19.798 -0.131 14.275 3.882 1.544 0.474 43.848 43.526
-19.000 -20.039 -0.206 -20.070 -0.154 -20.085 -0.039 -19.934 -0.105 -19.812 -0.130 14.306 4.017 1.556 0.493 43.859 43.550
-18.600 -20.054 -0.201 -20.084 -0.149 -20.097 -0.031 -19.945 -0.103 -19.825 -0.130 14.308 4.106 1.571 0.509 43.867 43.567
-18.200 -20.069 -0.195 -20.097 -0.143 -20.108 -0.024 -19.956 -0.100 -19.837 -0.129 14.277 4.123 1.588 0.519 43.873 43.575
-17.800 -20.083 -0.189 -20.108 -0.137 -20.118 -0.021 -19.966 -0.097 -19.850 -0.128 14.215 4.043 1.606 0.518 43.875 43.568
-17.400 -20.096 -0.183 -20.119 -0.132 -20.126 -0.023 -19.976 -0.094 -19.861 -0.127 14.132 3.855 1.621 0.504 43.873 43.546
-17.000 -20.108 -0.177 -20.129 -0.126 -20.134 -0.028 -19.985 -0.091 -19.873 -0.126 14.041 3.582 1.634 0.477 43.869 43.510
-16.600 -20.120 -0.171 -20.138 -0.120 -20.141 -0.035 -19.994 -0.088 -19.883 -0.125 13.987 3.276 1.640 0.441 43.865 43.468
-16.200 -20.131 -0.165 -20.146 -0.114 -20.147 -0.042 -20.002 -0.085 -19.894 -0.124 13.923 2.945 1.646 0.401 43.861 43.417
-15.800 -20.141 -0.159 -20.153 -0.108 -20.153 -0.050 -20.009 -0.082 -19.904 -0.122 13.854 2.616 1.654 0.362 43.856 43.361
-15.400 -20.150 -0.153 -20.160 -0.103 -20.157 -0.057 -20.016 -0.079 -19.913 -0.121 13.787 2.309 1.662 0.324 43.852 43.303
-15.000 -20.159 -0.146 -20.165 -0.097 -20.161 -0.064 -20.022 -0.075 -19.922 -0.119 13.726 2.034 1.670 0.289 43.849 43.244
-14.600 -20.166 -0.140 -20.170 -0.092 -20.164 -0.071 -20.028 -0.072 -19.931 -0.117 13.678 1.793 1.678 0.258 43.846 43.187
-14.200 -20.173 -0.134 -20.174 -0.087 -20.167 -0.077 -20.034 -0.070 -19.940 -0.116 13.628 1.581 1.686 0.231 43.844 43.129
-13.800 -20.180 -0.128 -20.178 -0.083 -20.169 -0.083 -20.039 -0.067 -19.948 -0.114 13.574 1.396 1.695 0.206 43.842 43.072
-13.400 -20.185 -0.122 -20.180 -0.079 -20.171 -0.088 -20.043 -0.065 -19.955 -0.112 13.517 1.236 1.706 0.186 43.840 43.016
-13.000 -20.190 -0.116 -20.183 -0.075 -20.172 -0.093 -20.047 -0.064 -19.963 -0.111 13.455 1.098 1.717 0.168 43.838 42.961
-12.600 -20.194 -0.110 -20.184 -0.072 -20.173 -0.098 -20.051 -0.063 -19.970 -0.109 13.389 0.978 1.728 0.152 43.835 42.906
-12.200 -20.197 -0.105 -20.185 -0.069 -20.174 -0.102 -20.055 -0.063 -19.976 -0.107 13.320 0.875 1.741 0.139 43.832 42.853
-11.800 -20.200 -0.100 -20.186 -0.066 -20.174 -0.106 -20.058 -0.063 -19.983 -0.106 13.247 0.786 1.754 0.127 43.829 42.801
-11.400 -20.202 -0.096 -20.186 -0.064 -20.174 -0.110 -20.061 -0.063 -19.989 -0.104 13.171 0.707 1.767 0.117 43.826 42.750
-11.000 -20.203 -0.092 -20.186 -0.062 -20.174 -0.113 -20.064 -0.064 -19.995 -0.103 13.091 0.639 1.781 0.108 43.822 42.700
-10.600 -20.203 -0.089 -20.185 -0.060 -20.174 -0.116 -20.066 -0.065 -20.001 -0.101 13.007 0.579 1.796 0.100 43.818 42.651
-10.200 -20.203 -0.086 -20.185 -0.059 -20.173 -0.118 -20.068 -0.065 -20.006 -0.100 12.919 0.527 1.812 0.093 43.814 42.603
-9.800 -20.202 -0.084 -20.184 -0.058 -20.173 -0.121 -20.070 -0.066 -20.011 -0.098 12.827 0.481 1.829 0.087 43.810 42.558
-9.400 -20.200 -0.083 -20.183 -0.057 -20.172 -0.122 -20.072 -0.067 -20.017 -0.097 12.731 0.441 1.847 0.082 43.805 42.513
-9.000 -20.198 -0.082 -20.182 -0.057 -20.172 -0.124 -20.074 -0.067 -20.021 -0.096 12.630 0.407 1.866 0.077 43.800 42.471
-8.600 -20.195 -0.081 -20.182 -0.056 -20.172 -0.125 -20.076 -0.068 -20.026 -0.095 12.525 0.377 1.886 0.073 43.795 42.431
-8.200 -20.192 -0.081 -20.181 -0.056 -20.171 -0.127 -20.077 -0.069 -20.031 -0.094 12.416 0.351 1.908 0.070 43.790 42.394
-7.800 -20.188 -0.082 -20.179 -0.056 -20.171 -0.127 -20.079 -0.070 -20.035 -0.094 12.302 0.331 1.930 0.068 43.784 42.360
-7.400 -20.183 -0.083 -20.178 -0.056 -20.170 -0.128 -20.081 -0.070 -20.039 -0.094 12.182 0.314 1.955 0.067 43.778 42.330
-7.000 -20.178 -0.084 -20.176 -0.055 -20.170 -0.128 -20.083 -0.071 -20.044 -0.094 12.056 0.301 1.982 0.066 43.772 42.303
-6.600 -20.173 -0.086 -20.174 -0.056 -20.170 -0.128 -20.085 -0.072 -20.048 -0.095 11.916 0.290 2.013 0.066 43.765 42.278
-6.200 -20.167 -0.088 -20.172 -0.056 -20.170 -0.128 -20.087 -0.073 -20.052 -0.095 11.784 0.282 2.042 0.066 43.758 42.258
-5.800 -20.161 -0.090 -20.169 -0.057 -20.171 -0.127 -20.090 -0.074 -20.056 -0.096 11.625 0.275 2.079 0.067 43.750 42.236
-5.400 -20.155 -0.093 -20.166 -0.058 -20.171 -0.127 -20.093 -0.075 -20.060 -0.097 11.469 0.270 2.118 0.069 43.743 42.218
-5.000 -20.148 -0.095 -20.162 -0.059 -20.171 -0.126 -20.096 -0.076 -20.065 -0.099 11.307 0.267 2.159 0.071 43.735 42.202
-4.600 -20.141 -0.098 -20.158 -0.061 -20.172 -0.124 -20.099 -0.077 -20.069 -0.100 11.155 0.265 2.199 0.074 43.727 42.190
-4.200 -20.133 -0.102 -20.154 -0.062 -20.173 -0.123 -20.102 -0.078 -20.074 -0.101 10.969 0.264 2.251 0.077 43.718 42.174
-3.800 -20.125 -0.105 -20.150 -0.064 -20.174 -0.121 -20.106 -0.079 -20.079 -0.103 10.797 0.264 2.302 0.081 43.710 42.163
-3.400 -20.117 -0.109 -20.145 -0.067 -20.175 -0.118 -20.110 -0.080 -20.084 -0.104 10.623 0.267 2.355 0.086 43.702 42.155
-3.000 -20.108 -0.113 -20.140 -0.070 -20.176 -0.116 -20.114 -0.081 -20.089 -0.106 10.450 0.271 2.412 0.092 43.694 42.150
-2.600 -20.099 -0.117 -20.136 -0.073 -20.178 -0.113 -20.118 -0.082 -20.094 -0.107 10.279 0.277 2.471 0.099 43.686 42.148
-2.200 -20.090 -0.122 -20.131 -0.076 -20.179 -0.110 -20.122 -0.082 -20.099 -0.109 10.111 0.286 2.532 0.108 43.679 42.150
-1.800 -20.080 -0.126 -20.126 -0.080 -20.181 -0.106 -20.126 -0.082 -20.104 -0.110 9.948 0.297 2.595 0.118 43.672 42.155
-1.400 -20.070 -0.131 -20.120 -0.084 -20.183 -0.102 -20.130 -0.082 -20.109 -0.112 9.789 0.310 2.660 0.129 43.665 42.163
-1.000 -20.060 -0.135 -20.115 -0.088 -20.184 -0.097 -20.134 -0.081 -20.114 -0.113 9.636 0.326 2.725 0.143 43.659 42.174
-0.600 -20.050 -0.140 -20.110 -0.093 -20.186 -0.093 -20.139 -0.080 -20.119 -0.114 9.489 0.345 2.792 0.159 43.654 42.187
-0.200 -20.039 -0.144 -20.104 -0.097 -20.188 -0.087 -20.143 -0.079 -20.123 -0.115 9.349 0.368 2.860 0.177 43.649 42.204
0.200 -20.028 -0.148 -20.099 -0.102 -20.190 -0.082 -20.147 -0.077 -20.128 -0.117 9.215 0.394 2.928 0.199 43.644 42.222
0.600 -20.017 -0.152 -20.093 -0.106 -20.192 -0.076 -20.150 -0.076 -20.132 -0.118 9.088 0.424 2.996 0.224 43.640 42.242
1.000 -20.006 -0.156 -20.087 -0.110 -20.193 -0.069 -20.154 -0.074 -20.136 -0.119 8.969 0.458 3.064 0.253 43.636 42.263
1.400 -19.995 -0.160 -20.081 -0.114 -20.195 -0.062 -20.158 -0.072 -20.140 -0.121 8.858 0.496 3.131 0.286 43.634 42.286
1.800 -19.984 -0.164 -20.074 -0.118 -20.197 -0.055 -20.161 -0.070 -20.144 -0.123 8.755 0.539 3.198 0.323 43.632 42.308
2.200 -19.972 -0.167 -20.068 -0.122 -20.198 -0.048 -20.165 -0.069 -20.147 -0.125 8.661 0.585 3.263 0.365 43.630 42.328
2.600 -19.960 -0.170 -20.061 -0.126 -20.199 -0.041 -20.168 -0.068 -20.151 -0.127 8.571 0.630 3.328 0.409 43.629 42.343
3.000 -19.948 -0.173 -20.054 -0.129 -20.200 -0.035 -20.172 -0.068 -20.155 -0.129 8.481 0.670 3.397 0.453 43.629 42.349
3.400 -19.936 -0.176 -20.047 -0.132 -20.201 -0.030 -20.176 -0.069 -20.158 -0.132 8.380 0.695 3.474 0.492 43.627 42.339
3.800 -19.924 -0.178 -20.040 -0.135 -20.202 -0.028 -20.179 -0.071 -20.162 -0.135 8.259 0.697 3.567 0.521 43.625 42.310
4.200 -19.912 -0.180 -20.033 -0.137 -20.202 -0.030 -20.183 -0.074 -20.166 -0.138 8.131 0.676 3.663 0.534 43.621 42.265
4.600 -19.900 -0.181 -20.025 -0.139 -20.202 -0.035 -20.186 -0.078 -20.169 -0.142 7.966 0.631 3.793 0.537 43.616 42.197
5.000 -19.887 -0.182 -20.018 -0.141 -20.201 -0.042 -20.190 -0.083 -20.173 -0.146 7.817 0.582 3.917 0.530 43.611 42.126
5.400 -19.875 -0.183 -20.010 -0.142 -20.201 -0.049 -20.194 -0.089 -20.177 -0.151 7.675 0.532 4.041 0.519 43.606 42.057
5.800 -19.862 -0.183 -20.002 -0.143 -20.200 -0.058 -20.197 -0.095 -20.180 -0.156 7.542 0.486 4.165 0.506 43.602 41.994
6.200 -19.850 -0.183 -19.994 -0.144 -20.199 -0.066 -20.201 -0.102 -20.184 -0.161 7.455 0.449 4.248 0.489 43.599 41.953
6.600 -19.837 -0.183 -19.986 -0.145 -20.198 -0.074 -20.204 -0.109 -20.188 -0.166 7.303 0.407 4.411 0.481 43.596 41.906
7.000 -19.824 -0.182 -19.978 -0.145 -20.196 -0.083 -20.208 -0.116 -20.192 -0.172 7.194 0.375 4.534 0.471 43.594 41.887
7.400 -19.811 -0.180 -19.969 -0.145 -20.195 -0.091 -20.211 -0.124 -20.196 -0.178 7.092 0.347 4.657 0.462 43.592 41.882
7.800 -19.799 -0.179 -19.961 -0.144 -20.193 -0.099 -20.215 -0.131 -20.199 -0.184 6.994 0.323 4.781 0.455 43.591 41.888
8.200 -19.786 -0.177 -19.952 -0.143 -20.192 -0.106 -20.218 -0.139 -20.203 -0.190 6.900 0.301 4.907 0.449 43.590 41.902
8.600 -19.773 -0.174 -19.944 -0.142 -20.190 -0.114 -20.221 -0.146 -20.207 -0.196 6.810 0.282 5.034 0.445 43.589 41.920
9.000 -19.760 -0.172 -19.935 -0.140 -20.189 -0.121 -20.225 -0.154 -20.211 -0.203 6.724 0.265 5.163 0.442 43.589 41.940
9.400 -19.748 -0.169 -19.927 -0.138 -20.187 -0.128 -20.228 -0.161 -20.215 -0.209 6.641 0.249 5.293 0.440 43.589 41.961
9.800 -19.735 -0.165 -19.918 -0.136 -20.185 -0.135 -20.231 -0.169 -20.219 -0.216 6.561 0.236 5.426 0.439 43.590 41.983
10.200 -19.722 -0.161 -19.910 -0.133 -20.184 -0.141 -20.235 -0.176 -20.223 -0.223 6.484 0.224 5.560 0.440 43.590 42.003
10.600 -19.710 -0.157 -19.901 -0.131 -20.182 -0.148 -20.238 -0.184 -20.227 -0.230 6.409 0.213 5.695 0.441 43.591 42.024
11.000 -19.697 -0.153 -19.893 -0.127 -20.181 -0.154 -20.241 -0.191 -20.230 -0.236 6.354 0.204 5.796 0.441 43.591 42.040
11.400 -19.684 -0.149 -19.884 -0.124 -20.179 -0.160 -20.244 -0.198 -20.234 -0.243 6.268 0.194 5.971 0.446 43.593 42.062
11.800 -19.672 -0.144 -19.876 -0.121 -20.178 -0.165 -20.247 -0.205 -20.238 -0.250 6.218 0.188 6.070 0.449 43.594 42.077
12.200 -19.660 -0.139 -19.868 -0.117 -20.176 -0.170 -20.250 -0.212 -20.242 -0.257 6.137 0.180 6.251 0.455 43.597 42.098
12.600 -19.647 -0.134 -19.860 -0.114 -20.175 -0.176 -20.253 -0.219 -20.246 -0.264 6.075 0.173 6.393 0.461 43.598 42.115
13.000 -19.635 -0.130 -19.852 -0.111 -20.174 -0.180 -20.256 -0.225 -20.250 -0.271 6.015 0.168 6.535 0.468 43.600 42.132
13.400 -19.623 -0.125 -19.845 -0.107 -20.173 -0.185 -20.259 -0.232 -20.253 -0.278 5.957 0.163 6.678 0.474 43.602 42.147
13.800 -19.611 -0.121 -19.838 -0.105 -20.172 -0.190 -20.262 -0.238 -20.257 -0.284 5.902 0.158 6.822 0.482 43.605 42.162
14.200 -19.599 -0.117 -19.830 -0.102 -20.171 -0.194 -20.265 -0.244 -20.261 -0.291 5.848 0.154 6.967 0.489 43.607 42.176
14.600 -19.587 -0.114 -19.824 -0.100 -20.170 -0.198 -20.268 -0.250 -20.265 -0.298 5.795 0.150 7.115 0.496 43.609 42.188
15.000 -19.575 -0.112 -19.817 -0.099 -20.169 -0.202 -20.271 -0.256 -20.268 -0.304 5.744 0.146 7.266 0.504 43.612 42.200
15.400 -19.563 -0.110 -19.811 -0.099 -20.169 -0.206 -20.274 -0.262 -20.272 -0.310 5.693 0.142 7.421 0.511 43.615 42.211
15.800 -19.551 -0.110 -19.805 -0.099 -20.168 -0.209 -20.277 -0.267 -20.275 -0.316 5.643 0.138 7.582 0.519 43.618 42.222
16.200 -19.539 -0.111 -19.799 -0.101 -20.168 -0.212 -20.280 -0.272 -20.279 -0.322 5.594 0.135 7.747 0.528 43.622 42.233
16.600 -19.527 -0.113 -19.794 -0.103 -20.167 -0.216 -20.282 -0.277 -20.282 -0.328 5.545 0.133 7.918 0.540 43.626 42.245
17.000 -19.516 -0.116 -19.789 -0.106 -20.167 -0.218 -20.285 -0.282 -20.285 -0.334 5.511 0.132 8.032 0.551 43.627 42.255
17.400 -19.504 -0.120 -19.783 -0.109 -20.166 -0.221 -20.287 -0.287 -20.288 -0.339 5.468 0.132 8.190 0.568 43.631 42.269
17.800 -19.492 -0.125 -19.778 -0.113 -20.166 -0.224 -20.290 -0.291 -20.291 -0.344 5.404 0.130 8.449 0.590 43.637 42.288
18.200 -19.480 -0.131 -19.773 -0.118 -20.165 -0.226 -20.292 -0.295 -20.294 -0.349 5.360 0.130 8.631 0.612 43.641 42.305
18.600 -19.468 -0.137 -19.767 -0.123 -20.165 -0.228 -20.295 -0.298 -20.297 -0.354 5.328 0.132 8.758 0.636 43.644 42.320
19.000 -19.456 -0.144 -19.761 -0.128 -20.164 -0.230 -20.297 -0.302 -20.299 -0.359 5.288 0.133 8.928 0.663 43.647 42.339
19.400 -19.443 -0.151 -19.755 -0.134 -20.164 -0.232 -20.299 -0.305 -20.302 -0.363 5.232 0.134 9.186 0.697 43.654 42.361
19.800 -19.431 -0.159 -19.749 -0.140 -20.163 -0.233 -20.301 -0.308 -20.304 -0.368 5.201 0.136 9.321 0.728 43.656 42.379
20.200 -19.418 -0.166 -19.743 -0.146 -20.163 -0.234 -20.303 -0.311 -20.306 -0.372 5.151 0.138 9.566 0.766 43.662 42.401
20.600 -19.406 -0.174 -19.736 -0.152 -20.162 -0.235 -20.304 -0.313 -20.308 -0.375 5.112 0.140 9.760 0.803 43.666 42.422
21.000 -19.393 -0.181 -19.729 -0.158 -20.161 -0.236 -20.306 -0.315 -20.310 -0.379 5.082 0.143 9.905 0.840 43.669 42.440
21.400 -19.380 -0.189 -19.722 -0.165 -20.160 -0.236 -20.307 -0.317 -20.312 -0.382 5.046 0.145 10.092 0.882 43.673 42.460
21.800 -19.366 -0.197 -19.715 -0.171 -20.159 -0.237 -20.309 -0.319 -20.314 -0.386 5.009 0.148 10.293 0.925 43.677 42.480
22.200 -19.353 -0.204 -19.707 -0.177 -20.158 -0.236 -20.310 -0.320 -20.315 -0.389 4.971 0.150 10.499 0.972 43.681 42.501
22.600 -19.339 -0.211 -19.699 -0.183 -20.157 -0.236 -20.310 -0.321 -20.316 -0.391 4.935 0.153 10.709 1.020 43.685 42.521
23.000 -19.325 -0.219 -19.691 -0.188 -20.155 -0.235 -20.311 -0.322 -20.317 -0.394 4.898 0.156 10.924 1.071 43.690 42.542
23.400 -19.311 -0.226 -19.682 -0.194 -20.153 -0.234 -20.312 -0.323 -20.317 -0.396 4.862 0.158 11.142 1.125 43.694 42.562
23.800 -19.297 -0.233 -19.673 -0.199 -20.152 -0.233 -20.312 -0.323 -20.318 -0.399 4.827 0.161 11.364 1.181 43.699 42.583
