"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
69.800 -19.984 -0.191 -19.987 -0.191 -20.108 -0.167 -20.389 -0.135 -20.435 -0.135 -20.506 -0.137 -20.763 -0.179 -20.806 -0.189 7.601 0.316 5.038 0.464 43.781 42.271
70.200 -19.970 -0.191 -19.973 -0.190 -20.095 -0.167 -20.377 -0.135 -20.423 -0.134 -20.494 -0.137 -20.753 -0.178 -20.796 -0.188 7.587 0.316 5.030 0.464 43.776 42.269
70.600 -19.956 -0.191 -19.959 -0.190 -20.082 -0.166 -20.366 -0.134 -20.412 -0.134 -20.483 -0.137 -20.742 -0.177 -20.785 -0.188 7.573 0.315 5.023 0.464 43.772 42.267
71.000 -19.943 -0.190 -19.946 -0.190 -20.068 -0.166 -20.354 -0.134 -20.400 -0.133 -20.472 -0.136 -20.732 -0.176 -20.775 -0.187 7.559 0.315 5.017 0.464 43.768 42.265
71.400 -19.929 -0.190 -19.932 -0.189 -20.056 -0.165 -20.343 -0.133 -20.389 -0.133 -20.461 -0.135 -20.722 -0.175 -20.766 -0.186 7.545 0.314 5.010 0.464 43.763 42.263
71.800 -19.916 -0.190 -19.919 -0.189 -20.043 -0.165 -20.331 -0.133 -20.378 -0.132 -20.450 -0.135 -20.712 -0.174 -20.756 -0.184 7.531 0.313 5.004 0.464 43.759 42.261
72.200 -19.903 -0.189 -19.906 -0.188 -20.030 -0.165 -20.320 -0.132 -20.367 -0.132 -20.440 -0.134 -20.703 -0.173 -20.746 -0.183 7.517 0.312 4.999 0.463 43.755 42.259
72.600 -19.889 -0.188 -19.893 -0.188 -20.018 -0.164 -20.309 -0.132 -20.356 -0.131 -20.429 -0.134 -20.693 -0.172 -20.736 -0.182 7.503 0.312 4.994 0.463 43.751 42.257
73.000 -19.876 -0.188 -19.879 -0.187 -20.005 -0.163 -20.298 -0.131 -20.345 -0.131 -20.419 -0.133 -20.683 -0.171 -20.727 -0.181 7.490 0.311 4.989 0.463 43.747 42.255
73.400 -19.863 -0.187 -19.867 -0.187 -19.993 -0.163 -20.287 -0.131 -20.335 -0.130 -20.408 -0.132 -20.674 -0.169 -20.718 -0.180 7.476 0.310 4.984 0.462 43.743 42.253
73.800 -19.851 -0.186 -19.854 -0.186 -19.981 -0.162 -20.277 -0.130 -20.324 -0.129 -20.398 -0.131 -20.664 -0.168 -20.708 -0.178 7.462 0.309 4.980 0.462 43.739 42.251
74.200 -19.838 -0.186 -19.841 -0.185 -19.969 -0.161 -20.266 -0.129 -20.314 -0.128 -20.388 -0.130 -20.655 -0.167 -20.699 -0.177 7.448 0.308 4.976 0.462 43.735 42.248
74.600 -19.825 -0.185 -19.828 -0.184 -19.957 -0.160 -20.256 -0.128 -20.304 -0.127 -20.378 -0.129 -20.646 -0.166 -20.690 -0.176 7.434 0.307 4.973 0.461 43.731 42.246
75.000 -19.813 -0.184 -19.816 -0.183 -19.945 -0.159 -20.246 -0.127 -20.294 -0.126 -20.369 -0.128 -20.637 -0.164 -20.681 -0.174 7.420 0.306 4.969 0.461 43.727 42.244
75.400 -19.800 -0.183 -19.803 -0.182 -19.933 -0.158 -20.235 -0.126 -20.284 -0.125 -20.359 -0.127 -20.628 -0.163 -20.672 -0.172 7.407 0.305 4.966 0.460 43.723 42.241
75.800 -19.788 -0.182 -19.791 -0.181 -19.922 -0.157 -20.225 -0.125 -20.274 -0.124 -20.350 -0.126 -20.619 -0.161 -20.663 -0.171 7.393 0.303 4.963 0.460 43.720 42.239
76.200 -19.776 -0.181 -19.779 -0.180 -19.910 -0.156 -20.216 -0.124 -20.265 -0.123 -20.340 -0.125 -20.610 -0.159 -20.655 -0.169 7.379 0.302 4.960 0.459 43.716 42.236
76.600 -19.764 -0.180 -19.767 -0.179 -19.899 -0.155 -20.206 -0.123 -20.255 -0.122 -20.331 -0.123 -20.601 -0.158 -20.646 -0.167 7.366 0.301 4.958 0.459 43.712 42.234
77.000 -19.752 -0.179 -19.755 -0.178 -19.887 -0.154 -20.196 -0.122 -20.245 -0.121 -20.322 -0.122 -20.593 -0.156 -20.637 -0.166 7.352 0.300 4.956 0.458 43.709 42.231
77.400 -19.740 -0.178 -19.743 -0.177 -19.876 -0.153 -20.186 -0.120 -20.236 -0.119 -20.313 -0.121 -20.584 -0.154 -20.629 -0.164 7.338 0.299 4.954 0.458 43.705 42.228
77.800 -19.728 -0.176 -19.731 -0.176 -19.865 -0.152 -20.177 -0.119 -20.227 -0.118 -20.304 -0.119 -20.575 -0.152 -20.620 -0.162 7.325 0.298 4.952 0.457 43.702 42.226
78.200 -19.716 -0.175 -19.719 -0.174 -19.854 -0.150 -20.168 -0.117 -20.218 -0.116 -20.295 -0.117 -20.567 -0.150 -20.611 -0.160 7.311 0.297 4.950 0.456 43.698 42.223
78.600 -19.704 -0.174 -19.707 -0.173 -19.843 -0.149 -20.158 -0.116 -20.208 -0.115 -20.286 -0.116 -20.558 -0.148 -20.603 -0.158 7.298 0.295 4.949 0.456 43.695 42.220
79.000 -19.693 -0.172 -19.696 -0.172 -19.832 -0.147 -20.149 -0.114 -20.199 -0.113 -20.277 -0.114 -20.550 -0.146 -20.595 -0.156 7.284 0.294 4.948 0.455 43.691 42.217
79.400 -19.681 -0.171 -19.684 -0.170 -19.821 -0.146 -20.140 -0.113 -20.190 -0.111 -20.268 -0.112 -20.542 -0.144 -20.586 -0.153 7.271 0.293 4.947 0.454 43.688 42.214
79.800 -19.670 -0.170 -19.673 -0.169 -19.810 -0.145 -20.131 -0.111 -20.181 -0.110 -20.260 -0.111 -20.533 -0.142 -20.578 -0.151 7.257 0.292 4.946 0.454 43.684 42.210
80.200 -19.658 -0.168 -19.661 -0.168 -19.799 -0.143 -20.122 -0.109 -20.173 -0.108 -20.251 -0.109 -20.525 -0.140 -20.569 -0.149 7.243 0.290 4.945 0.453 43.681 42.207
80.600 -19.647 -0.167 -19.650 -0.166 -19.789 -0.142 -20.113 -0.108 -20.164 -0.106 -20.242 -0.107 -20.516 -0.137 -20.561 -0.147 7.230 0.289 4.944 0.452 43.678 42.204
81.000 -19.635 -0.165 -19.639 -0.165 -19.778 -0.140 -20.104 -0.106 -20.155 -0.104 -20.234 -0.105 -20.508 -0.135 -20.553 -0.144 7.217 0.288 4.944 0.452 43.674 42.200
81.400 -19.624 -0.164 -19.628 -0.163 -19.768 -0.138 -20.095 -0.104 -20.146 -0.102 -20.225 -0.103 -20.500 -0.133 -20.544 -0.142 7.203 0.287 4.943 0.451 43.671 42.197
81.800 -19.613 -0.163 -19.616 -0.162 -19.757 -0.137 -20.086 -0.102 -20.138 -0.101 -20.217 -0.101 -20.491 -0.130 -20.536 -0.140 7.190 0.286 4.943 0.450 43.668 42.193
82.200 -19.602 -0.161 -19.605 -0.161 -19.747 -0.135 -20.077 -0.100 -20.129 -0.099 -20.208 -0.099 -20.483 -0.128 -20.527 -0.137 7.177 0.285 4.942 0.450 43.664 42.189
82.600 -19.591 -0.160 -19.594 -0.159 -19.736 -0.134 -20.068 -0.098 -20.120 -0.097 -20.200 -0.097 -20.475 -0.125 -20.519 -0.135 7.164 0.284 4.941 0.449 43.661 42.186
83.000 -19.580 -0.159 -19.584 -0.158 -19.726 -0.132 -20.059 -0.097 -20.112 -0.095 -20.191 -0.095 -20.466 -0.123 -20.511 -0.132 7.151 0.283 4.940 0.449 43.658 42.182
83.400 -19.569 -0.157 -19.573 -0.157 -19.716 -0.131 -20.050 -0.095 -20.103 -0.093 -20.183 -0.093 -20.458 -0.121 -20.502 -0.130 7.138 0.283 4.939 0.449 43.654 42.178
83.800 -19.558 -0.156 -19.562 -0.156 -19.705 -0.130 -20.041 -0.093 -20.094 -0.091 -20.174 -0.090 -20.449 -0.118 -20.494 -0.128 7.125 0.282 4.938 0.449 43.651 42.174
84.200 -19.548 -0.155 -19.551 -0.154 -19.695 -0.128 -20.033 -0.091 -20.085 -0.089 -20.166 -0.089 -20.441 -0.116 -20.485 -0.125 7.113 0.281 4.937 0.449 43.648 42.170
84.600 -19.537 -0.154 -19.541 -0.153 -19.685 -0.127 -20.024 -0.090 -20.077 -0.087 -20.157 -0.087 -20.432 -0.114 -20.476 -0.123 7.100 0.281 4.935 0.448 43.644 42.166
85.000 -19.527 -0.153 -19.530 -0.153 -19.675 -0.126 -20.015 -0.088 -20.068 -0.086 -20.148 -0.085 -20.424 -0.112 -20.468 -0.121 7.088 0.280 4.933 0.448 43.641 42.162
85.400 -19.516 -0.153 -19.519 -0.152 -19.665 -0.125 -20.006 -0.087 -20.059 -0.084 -20.140 -0.083 -20.415 -0.110 -20.459 -0.119 7.077 0.280 4.930 0.448 43.638 42.158
85.800 -19.506 -0.152 -19.509 -0.151 -19.655 -0.124 -19.997 -0.085 -20.050 -0.083 -20.131 -0.082 -20.406 -0.108 -20.450 -0.118 7.066 0.280 4.926 0.448 43.634 42.154
86.200 -19.495 -0.152 -19.499 -0.151 -19.645 -0.124 -19.988 -0.084 -20.041 -0.082 -20.122 -0.080 -20.397 -0.106 -20.442 -0.116 7.055 0.279 4.922 0.448 43.631 42.150
86.600 -19.485 -0.152 -19.489 -0.151 -19.635 -0.123 -19.979 -0.084 -20.032 -0.081 -20.113 -0.079 -20.388 -0.105 -20.433 -0.115 7.046 0.279 4.916 0.447 43.628 42.146
87.000 -19.475 -0.152 -19.478 -0.151 -19.625 -0.123 -19.970 -0.083 -20.023 -0.080 -20.105 -0.079 -20.380 -0.104 -20.424 -0.114 7.037 0.278 4.909 0.446 43.624 42.142
87.400 -19.465 -0.152 -19.469 -0.151 -19.615 -0.124 -19.961 -0.083 -20.014 -0.080 -20.096 -0.078 -20.371 -0.103 -20.415 -0.113 7.029 0.278 4.900 0.445 43.621 42.139
87.800 -19.455 -0.153 -19.459 -0.152 -19.606 -0.124 -19.952 -0.083 -20.005 -0.080 -20.086 -0.078 -20.361 -0.103 -20.406 -0.113 7.023 0.277 4.890 0.444 43.618 42.135
88.200 -19.445 -0.153 -19.449 -0.153 -19.596 -0.125 -19.942 -0.084 -19.996 -0.081 -20.077 -0.079 -20.352 -0.103 -20.396 -0.113 7.018 0.277 4.877 0.442 43.614 42.132
88.600 -19.436 -0.155 -19.439 -0.154 -19.587 -0.126 -19.933 -0.085 -19.987 -0.082 -20.068 -0.080 -20.343 -0.103 -20.387 -0.113 7.015 0.276 4.862 0.440 43.611 42.129
89.000 -19.426 -0.156 -19.430 -0.155 -19.577 -0.128 -19.924 -0.086 -19.977 -0.083 -20.059 -0.081 -20.334 -0.104 -20.378 -0.114 7.014 0.276 4.844 0.438 43.607 42.126
89.400 -19.417 -0.158 -19.421 -0.157 -19.568 -0.129 -19.914 -0.088 -19.968 -0.085 -20.049 -0.083 -20.324 -0.105 -20.369 -0.115 7.014 0.275 4.824 0.435 43.604 42.123
89.800 -19.408 -0.160 -19.412 -0.159 -19.559 -0.132 -19.905 -0.091 -19.958 -0.088 -20.040 -0.085 -20.315 -0.107 -20.359 -0.117 7.016 0.274 4.802 0.432 43.600 42.121
90.200 -19.399 -0.162 -19.403 -0.162 -19.549 -0.134 -19.895 -0.094 -19.949 -0.091 -20.030 -0.088 -20.306 -0.110 -20.350 -0.120 7.020 0.274 4.777 0.429 43.596 42.119
90.600 -19.390 -0.165 -19.394 -0.164 -19.540 -0.137 -19.885 -0.097 -19.939 -0.094 -20.020 -0.092 -20.296 -0.113 -20.340 -0.122 7.025 0.273 4.750 0.426 43.593 42.117
