"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6366.38 r-6366.38_err z-8970.57 z-8970.57_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-47.000 -20.302 -0.154 -20.310 -0.152 -20.371 -0.133 -20.459 -0.112 -20.460 -0.112 -20.448 -0.115 -20.320 -0.143 -20.274 -0.152 -20.028 -0.217 11.832 0.564 2.262 0.158 43.854 42.605
-46.600 -20.325 -0.154 -20.333 -0.152 -20.396 -0.133 -20.487 -0.113 -20.489 -0.113 -20.478 -0.116 -20.350 -0.144 -20.304 -0.153 -20.057 -0.219 11.765 0.566 2.310 0.164 43.862 42.613
-46.200 -20.348 -0.155 -20.356 -0.152 -20.421 -0.134 -20.516 -0.114 -20.518 -0.114 -20.508 -0.117 -20.381 -0.145 -20.334 -0.155 -20.086 -0.220 11.699 0.567 2.359 0.169 43.871 42.620
-45.800 -20.370 -0.155 -20.379 -0.152 -20.445 -0.134 -20.544 -0.114 -20.547 -0.115 -20.537 -0.118 -20.411 -0.146 -20.364 -0.156 -20.114 -0.221 11.633 0.568 2.408 0.175 43.879 42.626
-45.400 -20.392 -0.155 -20.401 -0.152 -20.469 -0.135 -20.571 -0.115 -20.575 -0.115 -20.566 -0.119 -20.441 -0.147 -20.394 -0.157 -20.142 -0.223 11.569 0.568 2.458 0.181 43.887 42.632
-45.000 -20.414 -0.155 -20.423 -0.152 -20.493 -0.135 -20.599 -0.116 -20.603 -0.116 -20.595 -0.119 -20.470 -0.148 -20.423 -0.158 -20.170 -0.224 11.505 0.567 2.508 0.186 43.895 42.637
-44.600 -20.436 -0.155 -20.445 -0.152 -20.516 -0.135 -20.625 -0.117 -20.631 -0.117 -20.623 -0.120 -20.499 -0.149 -20.452 -0.159 -20.198 -0.225 11.443 0.566 2.559 0.191 43.903 42.641
-44.200 -20.457 -0.155 -20.467 -0.152 -20.539 -0.136 -20.652 -0.117 -20.658 -0.118 -20.651 -0.121 -20.528 -0.150 -20.481 -0.160 -20.225 -0.226 11.381 0.564 2.610 0.197 43.911 42.645
-43.800 -20.479 -0.155 -20.488 -0.152 -20.562 -0.136 -20.678 -0.118 -20.685 -0.118 -20.678 -0.122 -20.557 -0.151 -20.510 -0.161 -20.253 -0.227 11.321 0.562 2.662 0.202 43.919 42.649
-43.400 -20.499 -0.154 -20.509 -0.152 -20.585 -0.136 -20.704 -0.119 -20.711 -0.119 -20.705 -0.122 -20.585 -0.152 -20.538 -0.162 -20.280 -0.228 11.261 0.559 2.714 0.207 43.927 42.652
-43.000 -20.520 -0.154 -20.530 -0.152 -20.607 -0.136 -20.729 -0.119 -20.737 -0.120 -20.732 -0.123 -20.613 -0.153 -20.565 -0.163 -20.306 -0.229 11.203 0.556 2.767 0.212 43.934 42.655
-42.600 -20.540 -0.154 -20.550 -0.152 -20.629 -0.136 -20.754 -0.120 -20.762 -0.120 -20.758 -0.124 -20.640 -0.153 -20.593 -0.164 -20.333 -0.230 11.146 0.553 2.820 0.217 43.942 42.657
-42.200 -20.560 -0.154 -20.570 -0.151 -20.650 -0.136 -20.778 -0.120 -20.787 -0.121 -20.784 -0.124 -20.667 -0.154 -20.620 -0.164 -20.359 -0.231 11.090 0.549 2.873 0.222 43.949 42.660
-41.800 -20.580 -0.153 -20.590 -0.151 -20.671 -0.136 -20.802 -0.121 -20.812 -0.121 -20.809 -0.125 -20.694 -0.154 -20.647 -0.165 -20.385 -0.232 11.035 0.546 2.927 0.227 43.957 42.661
-41.400 -20.600 -0.153 -20.610 -0.151 -20.692 -0.136 -20.826 -0.121 -20.836 -0.122 -20.834 -0.125 -20.720 -0.155 -20.673 -0.165 -20.411 -0.233 10.981 0.542 2.981 0.232 43.964 42.663
-41.000 -20.619 -0.152 -20.629 -0.150 -20.713 -0.135 -20.849 -0.121 -20.860 -0.122 -20.858 -0.125 -20.746 -0.155 -20.699 -0.165 -20.437 -0.233 10.928 0.537 3.035 0.236 43.971 42.664
-40.600 -20.638 -0.152 -20.648 -0.150 -20.733 -0.135 -20.872 -0.121 -20.884 -0.122 -20.882 -0.126 -20.771 -0.155 -20.724 -0.166 -20.462 -0.234 10.877 0.533 3.089 0.241 43.978 42.665
-40.200 -20.656 -0.151 -20.667 -0.149 -20.753 -0.135 -20.894 -0.122 -20.907 -0.122 -20.906 -0.126 -20.796 -0.155 -20.749 -0.166 -20.487 -0.234 10.826 0.528 3.143 0.245 43.986 42.666
-39.800 -20.675 -0.151 -20.686 -0.149 -20.773 -0.135 -20.916 -0.122 -20.929 -0.123 -20.929 -0.126 -20.821 -0.155 -20.774 -0.166 -20.511 -0.235 10.777 0.524 3.198 0.249 43.993 42.667
-39.400 -20.693 -0.150 -20.704 -0.148 -20.792 -0.134 -20.938 -0.122 -20.952 -0.123 -20.952 -0.126 -20.845 -0.155 -20.798 -0.166 -20.536 -0.235 10.730 0.519 3.252 0.253 44.000 42.667
-39.000 -20.711 -0.149 -20.722 -0.147 -20.811 -0.134 -20.959 -0.122 -20.973 -0.123 -20.975 -0.126 -20.869 -0.155 -20.822 -0.166 -20.560 -0.235 10.683 0.514 3.307 0.257 44.006 42.667
-38.600 -20.728 -0.149 -20.740 -0.147 -20.829 -0.133 -20.980 -0.122 -20.995 -0.123 -20.996 -0.126 -20.892 -0.155 -20.846 -0.166 -20.583 -0.235 10.638 0.509 3.361 0.261 44.013 42.667
-38.200 -20.745 -0.148 -20.757 -0.146 -20.848 -0.133 -21.000 -0.121 -21.016 -0.122 -21.018 -0.126 -20.915 -0.155 -20.869 -0.165 -20.607 -0.236 10.594 0.504 3.415 0.265 44.020 42.667
-37.800 -20.762 -0.147 -20.774 -0.145 -20.865 -0.132 -21.020 -0.121 -21.036 -0.122 -21.039 -0.125 -20.937 -0.154 -20.891 -0.165 -20.630 -0.236 10.551 0.499 3.469 0.269 44.026 42.667
-37.400 -20.779 -0.146 -20.791 -0.144 -20.883 -0.132 -21.040 -0.121 -21.056 -0.122 -21.060 -0.125 -20.959 -0.154 -20.914 -0.165 -20.652 -0.236 10.509 0.493 3.523 0.272 44.033 42.666
-37.000 -20.796 -0.145 -20.807 -0.143 -20.900 -0.131 -21.059 -0.120 -21.076 -0.121 -21.080 -0.125 -20.981 -0.153 -20.935 -0.164 -20.675 -0.235 10.468 0.488 3.577 0.275 44.039 42.666
-36.600 -20.812 -0.145 -20.823 -0.143 -20.917 -0.130 -21.078 -0.120 -21.095 -0.121 -21.100 -0.124 -21.002 -0.153 -20.957 -0.164 -20.697 -0.235 10.427 0.482 3.631 0.278 44.046 42.665
-36.200 -20.827 -0.144 -20.839 -0.142 -20.933 -0.129 -21.096 -0.119 -21.114 -0.120 -21.119 -0.124 -21.022 -0.152 -20.978 -0.163 -20.719 -0.235 10.388 0.477 3.684 0.281 44.052 42.663
-35.800 -20.843 -0.143 -20.855 -0.141 -20.949 -0.128 -21.114 -0.119 -21.132 -0.120 -21.138 -0.123 -21.043 -0.151 -20.998 -0.162 -20.740 -0.235 10.349 0.471 3.738 0.284 44.058 42.662
-35.400 -20.858 -0.141 -20.870 -0.139 -20.965 -0.128 -21.131 -0.118 -21.150 -0.119 -21.156 -0.122 -21.062 -0.151 -21.018 -0.161 -20.761 -0.234 10.311 0.465 3.791 0.286 44.064 42.660
-35.000 -20.872 -0.140 -20.884 -0.138 -20.980 -0.127 -21.148 -0.117 -21.168 -0.118 -21.174 -0.121 -21.081 -0.150 -21.037 -0.160 -20.782 -0.234 10.274 0.459 3.844 0.288 44.069 42.657
-34.600 -20.887 -0.139 -20.899 -0.137 -20.995 -0.126 -21.164 -0.117 -21.184 -0.118 -21.192 -0.121 -21.100 -0.149 -21.056 -0.160 -20.802 -0.233 10.237 0.452 3.897 0.290 44.075 42.655
-34.200 -20.901 -0.138 -20.913 -0.136 -21.009 -0.125 -21.180 -0.116 -21.201 -0.117 -21.209 -0.120 -21.118 -0.148 -21.075 -0.158 -20.822 -0.233 10.201 0.446 3.949 0.292 44.080 42.652
-33.800 -20.914 -0.137 -20.926 -0.135 -21.023 -0.123 -21.196 -0.115 -21.217 -0.116 -21.225 -0.119 -21.136 -0.146 -21.093 -0.157 -20.842 -0.232 10.165 0.439 4.002 0.293 44.086 42.648
-33.400 -20.927 -0.135 -20.940 -0.133 -21.037 -0.122 -21.210 -0.114 -21.232 -0.115 -21.241 -0.118 -21.154 -0.145 -21.111 -0.156 -20.861 -0.232 10.130 0.432 4.053 0.294 44.091 42.644
-33.000 -20.940 -0.134 -20.952 -0.132 -21.050 -0.121 -21.225 -0.113 -21.247 -0.114 -21.256 -0.117 -21.170 -0.144 -21.128 -0.155 -20.881 -0.231 10.095 0.425 4.105 0.295 44.096 42.640
-32.600 -20.952 -0.132 -20.965 -0.131 -21.063 -0.120 -21.239 -0.112 -21.261 -0.113 -21.271 -0.115 -21.187 -0.143 -21.145 -0.154 -20.899 -0.230 10.061 0.418 4.156 0.296 44.101 42.635
-32.200 -20.964 -0.131 -20.977 -0.129 -21.075 -0.118 -21.252 -0.111 -21.275 -0.112 -21.286 -0.114 -21.203 -0.141 -21.161 -0.152 -20.918 -0.229 10.027 0.410 4.207 0.296 44.106 42.629
-31.800 -20.976 -0.129 -20.988 -0.127 -21.087 -0.117 -21.265 -0.110 -21.289 -0.110 -21.300 -0.113 -21.218 -0.140 -21.177 -0.151 -20.936 -0.228 9.994 0.402 4.258 0.296 44.110 42.623
-31.400 -20.987 -0.128 -21.000 -0.126 -21.098 -0.116 -21.277 -0.109 -21.301 -0.109 -21.313 -0.112 -21.233 -0.139 -21.193 -0.150 -20.954 -0.228 9.961 0.394 4.308 0.295 44.114 42.616
-31.000 -20.998 -0.126 -21.011 -0.124 -21.109 -0.114 -21.289 -0.107 -21.314 -0.108 -21.326 -0.111 -21.248 -0.137 -21.208 -0.148 -20.971 -0.227 9.928 0.386 4.357 0.294 44.119 42.609
-30.600 -21.008 -0.124 -21.021 -0.123 -21.120 -0.113 -21.300 -0.106 -21.325 -0.107 -21.338 -0.109 -21.262 -0.136 -21.223 -0.147 -20.988 -0.226 9.896 0.377 4.406 0.292 44.123 42.600
-30.200 -21.018 -0.123 -21.031 -0.121 -21.130 -0.111 -21.311 -0.105 -21.336 -0.105 -21.350 -0.108 -21.276 -0.134 -21.237 -0.145 -21.005 -0.225 9.864 0.368 4.454 0.290 44.127 42.592
-29.800 -21.028 -0.121 -21.041 -0.119 -21.139 -0.110 -21.321 -0.104 -21.347 -0.104 -21.361 -0.107 -21.289 -0.133 -21.251 -0.143 -21.022 -0.223 9.833 0.358 4.502 0.288 44.130 42.582
-29.400 -21.037 -0.119 -21.050 -0.118 -21.149 -0.108 -21.331 -0.102 -21.357 -0.103 -21.371 -0.105 -21.302 -0.131 -21.264 -0.142 -21.038 -0.222 9.802 0.349 4.549 0.285 44.134 42.571
-29.000 -21.046 -0.118 -21.059 -0.116 -21.157 -0.107 -21.340 -0.101 -21.366 -0.102 -21.381 -0.104 -21.314 -0.129 -21.277 -0.140 -21.054 -0.221 9.772 0.339 4.595 0.281 44.137 42.560
-28.600 -21.055 -0.116 -21.067 -0.114 -21.166 -0.105 -21.349 -0.100 -21.375 -0.100 -21.390 -0.102 -21.326 -0.128 -21.290 -0.139 -21.070 -0.220 9.742 0.329 4.641 0.277 44.141 42.547
-28.200 -21.063 -0.114 -21.075 -0.112 -21.174 -0.103 -21.357 -0.098 -21.384 -0.099 -21.399 -0.101 -21.338 -0.126 -21.303 -0.137 -21.085 -0.219 9.713 0.318 4.685 0.273 44.144 42.534
-27.800 -21.071 -0.112 -21.083 -0.110 -21.181 -0.102 -21.365 -0.097 -21.392 -0.097 -21.408 -0.100 -21.350 -0.124 -21.315 -0.135 -21.100 -0.218 9.684 0.308 4.729 0.268 44.147 42.520
-27.400 -21.078 -0.110 -21.090 -0.108 -21.189 -0.100 -21.372 -0.096 -21.399 -0.096 -21.416 -0.098 -21.361 -0.123 -21.327 -0.134 -21.115 -0.216 9.656 0.297 4.773 0.262 44.150 42.505
-27.000 -21.085 -0.108 -21.097 -0.107 -21.196 -0.098 -21.379 -0.094 -21.406 -0.095 -21.423 -0.097 -21.371 -0.121 -21.338 -0.132 -21.130 -0.215 9.628 0.286 4.815 0.257 44.152 42.489
-26.600 -21.092 -0.106 -21.104 -0.105 -21.202 -0.097 -21.385 -0.093 -21.413 -0.093 -21.430 -0.096 -21.382 -0.120 -21.349 -0.130 -21.144 -0.214 9.601 0.276 4.857 0.251 44.155 42.473
-26.200 -21.098 -0.104 -21.111 -0.103 -21.208 -0.095 -21.391 -0.092 -21.420 -0.092 -21.437 -0.094 -21.392 -0.118 -21.360 -0.128 -21.158 -0.213 9.574 0.265 4.898 0.244 44.157 42.456
-25.800 -21.105 -0.103 -21.117 -0.101 -21.214 -0.093 -21.397 -0.090 -21.426 -0.091 -21.444 -0.093 -21.401 -0.116 -21.371 -0.127 -21.172 -0.211 9.548 0.254 4.939 0.238 44.160 42.438
-25.400 -21.111 -0.101 -21.123 -0.099 -21.220 -0.092 -21.403 -0.089 -21.431 -0.089 -21.450 -0.092 -21.411 -0.115 -21.381 -0.125 -21.186 -0.210 9.523 0.244 4.978 0.231 44.162 42.420
-25.000 -21.117 -0.099 -21.129 -0.097 -21.225 -0.090 -21.408 -0.088 -21.437 -0.088 -21.456 -0.090 -21.420 -0.113 -21.391 -0.123 -21.199 -0.209 9.498 0.233 5.017 0.224 44.164 42.401
-24.600 -21.122 -0.097 -21.134 -0.095 -21.231 -0.088 -21.413 -0.086 -21.442 -0.087 -21.461 -0.089 -21.429 -0.111 -21.401 -0.122 -21.212 -0.207 9.474 0.223 5.055 0.217 44.166 42.382
-24.200 -21.127 -0.095 -21.139 -0.094 -21.235 -0.087 -21.418 -0.085 -21.447 -0.086 -21.467 -0.088 -21.437 -0.110 -21.410 -0.120 -21.225 -0.206 9.450 0.213 5.092 0.210 44.168 42.362
-23.800 -21.132 -0.094 -21.144 -0.092 -21.240 -0.085 -21.422 -0.084 -21.451 -0.084 -21.472 -0.086 -21.446 -0.108 -21.419 -0.118 -21.238 -0.205 9.427 0.204 5.128 0.203 44.170 42.342
-23.400 -21.137 -0.092 -21.149 -0.090 -21.245 -0.084 -21.426 -0.083 -21.456 -0.083 -21.477 -0.085 -21.454 -0.107 -21.429 -0.117 -21.250 -0.203 9.405 0.195 5.163 0.197 44.172 42.322
-23.000 -21.142 -0.090 -21.154 -0.089 -21.249 -0.083 -21.430 -0.082 -21.460 -0.082 -21.482 -0.084 -21.462 -0.105 -21.437 -0.115 -21.262 -0.202 9.383 0.186 5.198 0.190 44.174 42.302
-22.600 -21.147 -0.089 -21.159 -0.087 -21.253 -0.081 -21.434 -0.081 -21.464 -0.081 -21.486 -0.083 -21.470 -0.104 -21.446 -0.114 -21.274 -0.201 9.362 0.177 5.232 0.183 44.176 42.282
-22.200 -21.151 -0.088 -21.163 -0.086 -21.257 -0.080 -21.438 -0.080 -21.469 -0.080 -21.491 -0.082 -21.478 -0.102 -21.455 -0.112 -21.286 -0.200 9.342 0.169 5.265 0.177 44.177 42.262
-21.800 -21.156 -0.086 -21.167 -0.085 -21.261 -0.079 -21.442 -0.079 -21.472 -0.079 -21.495 -0.081 -21.485 -0.101 -21.463 -0.110 -21.297 -0.198 9.323 0.161 5.297 0.170 44.179 42.242
-21.400 -21.160 -0.085 -21.171 -0.084 -21.265 -0.078 -21.446 -0.078 -21.476 -0.078 -21.500 -0.080 -21.492 -0.099 -21.471 -0.109 -21.309 -0.197 9.304 0.154 5.329 0.164 44.181 42.224
-21.000 -21.164 -0.084 -21.176 -0.083 -21.268 -0.078 -21.449 -0.078 -21.480 -0.078 -21.504 -0.080 -21.500 -0.098 -21.479 -0.107 -21.320 -0.196 9.285 0.148 5.360 0.159 44.182 42.206
-20.600 -21.168 -0.084 -21.180 -0.082 -21.272 -0.077 -21.453 -0.077 -21.484 -0.077 -21.508 -0.079 -21.507 -0.097 -21.487 -0.106 -21.331 -0.195 9.268 0.141 5.391 0.154 44.184 42.189
-20.200 -21.172 -0.083 -21.183 -0.082 -21.276 -0.076 -21.456 -0.077 -21.488 -0.077 -21.513 -0.078 -21.514 -0.096 -21.495 -0.105 -21.342 -0.193 9.250 0.136 5.421 0.149 44.186 42.173
-19.800 -21.176 -0.083 -21.187 -0.081 -21.279 -0.076 -21.460 -0.076 -21.492 -0.076 -21.517 -0.078 -21.521 -0.094 -21.502 -0.104 -21.352 -0.192 9.234 0.131 5.451 0.144 44.187 42.158
-19.400 -21.180 -0.082 -21.191 -0.081 -21.283 -0.076 -21.463 -0.076 -21.496 -0.076 -21.521 -0.077 -21.528 -0.093 -21.510 -0.102 -21.363 -0.191 9.218 0.126 5.480 0.140 44.189 42.144
-19.000 -21.184 -0.082 -21.195 -0.081 -21.286 -0.076 -21.467 -0.076 -21.499 -0.076 -21.525 -0.077 -21.534 -0.092 -21.517 -0.101 -21.373 -0.190 9.202 0.122 5.509 0.136 44.190 42.131
-18.600 -21.188 -0.082 -21.199 -0.081 -21.290 -0.075 -21.471 -0.076 -21.503 -0.076 -21.530 -0.077 -21.541 -0.091 -21.525 -0.100 -21.383 -0.189 9.187 0.118 5.537 0.133 44.192 42.119
-18.200 -21.192 -0.082 -21.203 -0.081 -21.293 -0.075 -21.474 -0.076 -21.507 -0.075 -21.534 -0.076 -21.547 -0.090 -21.532 -0.099 -21.393 -0.188 9.173 0.114 5.565 0.130 44.194 42.109
-17.800 -21.196 -0.082 -21.207 -0.081 -21.297 -0.076 -21.478 -0.075 -21.511 -0.075 -21.538 -0.076 -21.554 -0.090 -21.539 -0.098 -21.402 -0.187 9.159 0.111 5.592 0.127 44.195 42.099
-17.400 -21.200 -0.083 -21.211 -0.081 -21.301 -0.076 -21.482 -0.075 -21.515 -0.075 -21.543 -0.076 -21.560 -0.089 -21.546 -0.097 -21.412 -0.186 9.146 0.108 5.618 0.125 44.197 42.091
-17.000 -21.204 -0.083 -21.215 -0.081 -21.305 -0.076 -21.486 -0.075 -21.519 -0.075 -21.547 -0.076 -21.567 -0.088 -21.553 -0.096 -21.421 -0.185 9.134 0.106 5.644 0.123 44.199 42.083
-16.600 -21.209 -0.083 -21.220 -0.082 -21.309 -0.076 -21.490 -0.076 -21.523 -0.075 -21.552 -0.076 -21.573 -0.087 -21.559 -0.096 -21.430 -0.184 9.123 0.103 5.669 0.121 44.201 42.077
-16.200 -21.213 -0.083 -21.224 -0.082 -21.313 -0.076 -21.494 -0.076 -21.528 -0.075 -21.556 -0.076 -21.579 -0.087 -21.566 -0.095 -21.440 -0.183 9.114 0.101 5.693 0.119 44.202 42.071
-15.800 -21.218 -0.084 -21.228 -0.082 -21.317 -0.077 -21.498 -0.076 -21.532 -0.075 -21.561 -0.076 -21.585 -0.086 -21.572 -0.094 -21.448 -0.182 9.105 0.100 5.716 0.117 44.204 42.066
-15.400 -21.222 -0.084 -21.233 -0.082 -21.321 -0.077 -21.502 -0.076 -21.536 -0.075 -21.565 -0.076 -21.591 -0.086 -21.579 -0.094 -21.457 -0.181 9.097 0.098 5.738 0.116 44.206 42.061
-15.000 -21.227 -0.084 -21.238 -0.083 -21.326 -0.077 -21.507 -0.076 -21.541 -0.075 -21.570 -0.076 -21.596 -0.085 -21.585 -0.093 -21.466 -0.180 9.091 0.096 5.759 0.114 44.208 42.057
-14.600 -21.232 -0.084 -21.243 -0.083 -21.330 -0.077 -21.511 -0.076 -21.546 -0.075 -21.575 -0.076 -21.602 -0.085 -21.591 -0.093 -21.474 -0.180 9.086 0.095 5.778 0.113 44.210 42.053
-14.200 -21.237 -0.085 -21.248 -0.083 -21.335 -0.078 -21.516 -0.076 -21.550 -0.076 -21.580 -0.076 -21.608 -0.085 -21.597 -0.092 -21.482 -0.179 9.083 0.093 5.796 0.112 44.212 42.049
-13.800 -21.243 -0.085 -21.253 -0.083 -21.340 -0.078 -21.521 -0.077 -21.555 -0.076 -21.585 -0.076 -21.613 -0.085 -21.603 -0.092 -21.490 -0.178 9.081 0.092 5.812 0.110 44.214 42.045
-13.400 -21.248 -0.085 -21.259 -0.083 -21.346 -0.078 -21.526 -0.077 -21.560 -0.076 -21.590 -0.076 -21.618 -0.085 -21.608 -0.092 -21.498 -0.177 9.081 0.090 5.827 0.109 44.216 42.041
-13.000 -21.254 -0.085 -21.265 -0.084 -21.351 -0.079 -21.531 -0.077 -21.565 -0.076 -21.595 -0.076 -21.623 -0.085 -21.613 -0.092 -21.506 -0.177 9.082 0.089 5.839 0.107 44.218 42.037
-12.600 -21.260 -0.085 -21.271 -0.084 -21.357 -0.079 -21.536 -0.077 -21.571 -0.076 -21.600 -0.076 -21.628 -0.085 -21.619 -0.092 -21.514 -0.176 9.086 0.088 5.850 0.106 44.221 42.033
-12.200 -21.267 -0.085 -21.277 -0.084 -21.363 -0.079 -21.541 -0.078 -21.576 -0.077 -21.605 -0.077 -21.633 -0.085 -21.624 -0.092 -21.522 -0.175 9.091 0.086 5.859 0.104 44.223 42.029
