"Time (MJD)" g-4671.78 g-4671.78_err i-7457.89 i-7457.89_err r-6141.12 r-6141.12_err z-8922.78 z-8922.78_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
35.600 -19.418 -0.120 -20.026 -0.085 -20.115 -0.102 -20.174 -0.165 7.228 0.240 4.288 0.298 43.553 41.977
36.000 -19.387 -0.119 -20.005 -0.086 -20.099 -0.102 -20.159 -0.163 7.180 0.236 4.304 0.298 43.545 41.972
36.400 -19.356 -0.118 -19.984 -0.087 -20.082 -0.102 -20.145 -0.161 7.132 0.231 4.320 0.297 43.537 41.968
36.800 -19.325 -0.117 -19.963 -0.088 -20.066 -0.102 -20.131 -0.159 7.085 0.228 4.337 0.297 43.529 41.964
37.200 -19.294 -0.116 -19.942 -0.088 -20.049 -0.102 -20.117 -0.156 7.038 0.224 4.355 0.298 43.521 41.962
37.600 -19.263 -0.115 -19.921 -0.089 -20.033 -0.101 -20.102 -0.154 6.991 0.221 4.373 0.299 43.513 41.959
38.000 -19.231 -0.113 -19.900 -0.089 -20.017 -0.100 -20.088 -0.152 6.945 0.218 4.391 0.300 43.505 41.958
38.400 -19.200 -0.112 -19.879 -0.089 -20.000 -0.099 -20.074 -0.149 6.898 0.216 4.411 0.302 43.497 41.957
38.800 -19.168 -0.110 -19.858 -0.088 -19.983 -0.098 -20.060 -0.146 6.852 0.213 4.430 0.304 43.489 41.957
39.200 -19.136 -0.108 -19.837 -0.087 -19.967 -0.097 -20.046 -0.143 6.806 0.211 4.450 0.307 43.481 41.957
39.600 -19.103 -0.105 -19.815 -0.086 -19.950 -0.096 -20.032 -0.140 6.760 0.209 4.471 0.310 43.473 41.958
40.000 -19.071 -0.103 -19.794 -0.085 -19.933 -0.094 -20.018 -0.137 6.714 0.208 4.493 0.313 43.466 41.960
40.400 -19.038 -0.100 -19.772 -0.084 -19.917 -0.092 -20.003 -0.134 6.668 0.206 4.515 0.317 43.458 41.962
40.800 -19.005 -0.098 -19.751 -0.082 -19.900 -0.090 -19.989 -0.131 6.622 0.205 4.538 0.321 43.451 41.964
41.200 -18.972 -0.095 -19.729 -0.080 -19.883 -0.088 -19.975 -0.128 6.576 0.204 4.562 0.325 43.443 41.967
41.600 -18.938 -0.091 -19.707 -0.078 -19.866 -0.086 -19.961 -0.124 6.530 0.202 4.587 0.330 43.436 41.970
42.000 -18.904 -0.088 -19.685 -0.076 -19.849 -0.083 -19.947 -0.121 6.485 0.201 4.613 0.335 43.428 41.974
42.400 -18.870 -0.085 -19.663 -0.073 -19.831 -0.081 -19.933 -0.117 6.439 0.200 4.640 0.340 43.421 41.978
42.800 -18.836 -0.081 -19.640 -0.070 -19.814 -0.078 -19.919 -0.114 6.393 0.199 4.668 0.346 43.414 41.982
43.200 -18.802 -0.078 -19.617 -0.067 -19.797 -0.076 -19.905 -0.111 6.347 0.198 4.698 0.352 43.407 41.987
43.600 -18.767 -0.074 -19.595 -0.064 -19.779 -0.073 -19.891 -0.108 6.301 0.197 4.729 0.358 43.400 41.992
44.000 -18.732 -0.071 -19.571 -0.061 -19.762 -0.070 -19.877 -0.104 6.255 0.196 4.760 0.365 43.393 41.997
44.400 -18.697 -0.067 -19.548 -0.058 -19.744 -0.068 -19.863 -0.102 6.209 0.195 4.794 0.371 43.386 42.002
44.800 -18.662 -0.064 -19.524 -0.055 -19.727 -0.065 -19.849 -0.099 6.164 0.194 4.828 0.378 43.380 42.008
45.200 -18.627 -0.060 -19.500 -0.052 -19.709 -0.063 -19.835 -0.096 6.118 0.192 4.863 0.385 43.373 42.013
45.600 -18.592 -0.057 -19.476 -0.049 -19.691 -0.060 -19.822 -0.094 6.074 0.191 4.898 0.391 43.367 42.017
46.000 -18.557 -0.054 -19.451 -0.046 -19.673 -0.058 -19.808 -0.092 6.030 0.189 4.934 0.397 43.360 42.021
46.400 -18.522 -0.052 -19.426 -0.043 -19.654 -0.056 -19.794 -0.090 5.987 0.186 4.968 0.401 43.354 42.022
46.800 -18.487 -0.049 -19.400 -0.041 -19.636 -0.055 -19.780 -0.089 5.946 0.183 5.000 0.403 43.348 42.022
47.200 -18.453 -0.048 -19.374 -0.039 -19.617 -0.053 -19.766 -0.088 5.907 0.180 5.029 0.403 43.341 42.017
47.600 -18.419 -0.047 -19.348 -0.038 -19.598 -0.053 -19.752 -0.088 5.870 0.175 5.051 0.399 43.334 42.008
48.000 -18.385 -0.047 -19.321 -0.037 -19.579 -0.053 -19.739 -0.088 5.837 0.169 5.067 0.390 43.327 41.993
48.400 -18.351 -0.048 -19.293 -0.038 -19.560 -0.053 -19.725 -0.088 5.807 0.162 5.076 0.378 43.320 41.973
48.800 -18.318 -0.050 -19.265 -0.039 -19.541 -0.054 -19.711 -0.090 5.779 0.154 5.080 0.362 43.312 41.947
49.200 -18.285 -0.052 -19.237 -0.040 -19.521 -0.055 -19.698 -0.091 5.752 0.145 5.081 0.343 43.304 41.917
49.600 -18.252 -0.055 -19.208 -0.041 -19.502 -0.056 -19.684 -0.093 5.726 0.136 5.079 0.323 43.296 41.884
50.000 -18.220 -0.058 -19.180 -0.043 -19.482 -0.058 -19.670 -0.096 5.701 0.127 5.077 0.302 43.288 41.846
50.400 -18.188 -0.062 -19.150 -0.045 -19.462 -0.059 -19.657 -0.098 5.677 0.117 5.073 0.280 43.280 41.806
50.800 -18.156 -0.065 -19.121 -0.046 -19.441 -0.061 -19.643 -0.101 5.653 0.107 5.069 0.258 43.272 41.761
51.200 -18.124 -0.069 -19.091 -0.048 -19.421 -0.062 -19.630 -0.104 5.629 0.097 5.064 0.235 43.264 41.713
51.600 -18.093 -0.072 -19.062 -0.049 -19.400 -0.064 -19.616 -0.108 5.606 0.088 5.059 0.212 43.256 41.660
52.000 -18.062 -0.076 -19.032 -0.050 -19.379 -0.066 -19.602 -0.111 5.584 0.078 5.053 0.189 43.248 41.602
52.400 -18.031 -0.080 -19.002 -0.051 -19.358 -0.067 -19.588 -0.115 5.562 0.068 5.045 0.167 43.239 41.539
52.800 -18.001 -0.083 -18.972 -0.052 -19.337 -0.068 -19.575 -0.119 5.540 0.060 5.037 0.146 43.231 41.471
53.200 -17.971 -0.087 -18.942 -0.052 -19.316 -0.069 -19.561 -0.123 5.519 0.051 5.028 0.126 43.223 41.401
53.600 -17.941 -0.091 -18.912 -0.052 -19.295 -0.071 -19.547 -0.127 5.498 0.045 5.018 0.110 43.215 41.334
54.000 -17.911 -0.094 -18.882 -0.053 -19.273 -0.072 -19.533 -0.131 5.478 0.041 5.007 0.101 43.206 41.285
54.400 -17.881 -0.098 -18.852 -0.053 -19.252 -0.073 -19.519 -0.135 5.458 0.040 4.995 0.099 43.198 41.271
54.800 -17.852 -0.102 -18.822 -0.053 -19.230 -0.074 -19.504 -0.140 5.438 0.043 4.982 0.107 43.189 41.296
55.200 -17.823 -0.106 -18.792 -0.053 -19.208 -0.075 -19.490 -0.144 5.419 0.049 4.968 0.122 43.181 41.348
55.600 -17.795 -0.110 -18.762 -0.054 -19.187 -0.076 -19.476 -0.149 5.400 0.058 4.954 0.144 43.172 41.410
56.000 -17.766 -0.114 -18.733 -0.055 -19.165 -0.078 -19.461 -0.153 5.381 0.067 4.940 0.168 43.164 41.472
56.400 -17.738 -0.118 -18.703 -0.056 -19.143 -0.080 -19.447 -0.158 5.363 0.078 4.925 0.195 43.155 41.530
56.800 -17.711 -0.122 -18.674 -0.058 -19.121 -0.082 -19.432 -0.163 5.345 0.089 4.909 0.223 43.147 41.582
57.200 -17.683 -0.127 -18.644 -0.061 -19.099 -0.084 -19.417 -0.169 5.328 0.100 4.893 0.251 43.138 41.629
57.600 -17.656 -0.132 -18.615 -0.064 -19.078 -0.087 -19.402 -0.174 5.311 0.110 4.877 0.279 43.130 41.670
58.000 -17.629 -0.137 -18.586 -0.067 -19.056 -0.090 -19.386 -0.179 5.295 0.121 4.859 0.307 43.121 41.707
58.400 -17.603 -0.142 -18.557 -0.072 -19.034 -0.094 -19.371 -0.185 5.280 0.132 4.840 0.334 43.113 41.740
58.800 -17.577 -0.147 -18.529 -0.076 -19.012 -0.098 -19.355 -0.191 5.266 0.142 4.820 0.360 43.105 41.770
