"Time (MJD)" B-4369.53 B-4369.53_err UVM2-2245.03 UVM2-2245.03_err UVW1-2681.67 UVW1-2681.67_err UVW2-2083.95 UVW2-2083.95_err V-5467.57 V-5467.57_err g-4671.78 g-4671.78_err i-7457.89 i-7457.89_err i-7503.03 i-7503.03_err r-6141.12 r-6141.12_err r-6155.47 r-6155.47_err u-3608.04 u-3608.04_err z-8922.78 z-8922.78_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-25.000 -19.168 -0.180 -19.227 -0.154 -19.304 -0.149 -19.241 -0.158 -19.174 -0.131 -19.179 -0.126 -19.204 -0.110 -19.123 -0.061 -19.121 -0.060 -18.924 -0.047 -18.914 -0.046 -18.403 -0.188 16.340 0.658 0.887 0.039 43.602 42.501
-24.600 -19.200 -0.176 -19.262 -0.151 -19.346 -0.147 -19.297 -0.156 -19.241 -0.128 -19.250 -0.122 -19.289 -0.105 -19.210 -0.052 -19.208 -0.052 -18.998 -0.043 -18.987 -0.042 -18.464 -0.185 16.093 0.640 0.935 0.041 43.621 42.514
-24.200 -19.232 -0.174 -19.296 -0.150 -19.388 -0.147 -19.353 -0.156 -19.308 -0.127 -19.322 -0.120 -19.373 -0.099 -19.298 -0.045 -19.296 -0.044 -19.071 -0.042 -19.060 -0.041 -18.524 -0.183 15.879 0.637 0.983 0.043 43.641 42.535
-23.800 -19.262 -0.174 -19.329 -0.150 -19.429 -0.149 -19.409 -0.157 -19.374 -0.126 -19.393 -0.118 -19.457 -0.095 -19.385 -0.038 -19.383 -0.038 -19.143 -0.044 -19.132 -0.043 -18.584 -0.183 15.673 0.653 1.034 0.048 43.662 42.567
-23.400 -19.292 -0.175 -19.362 -0.152 -19.469 -0.151 -19.464 -0.159 -19.440 -0.127 -19.463 -0.117 -19.540 -0.090 -19.473 -0.034 -19.471 -0.034 -19.215 -0.048 -19.203 -0.047 -18.643 -0.183 15.450 0.687 1.091 0.054 43.684 42.610
-23.000 -19.321 -0.178 -19.394 -0.156 -19.509 -0.156 -19.519 -0.162 -19.505 -0.129 -19.533 -0.117 -19.622 -0.086 -19.559 -0.031 -19.557 -0.031 -19.286 -0.053 -19.274 -0.053 -18.702 -0.185 15.213 0.726 1.152 0.062 43.705 42.655
-22.600 -19.349 -0.182 -19.425 -0.161 -19.548 -0.161 -19.573 -0.166 -19.570 -0.131 -19.602 -0.118 -19.703 -0.083 -19.644 -0.031 -19.642 -0.031 -19.356 -0.059 -19.344 -0.059 -18.761 -0.187 14.982 0.761 1.215 0.070 43.725 42.696
-22.200 -19.377 -0.187 -19.455 -0.167 -19.587 -0.167 -19.627 -0.171 -19.635 -0.135 -19.670 -0.120 -19.783 -0.080 -19.727 -0.033 -19.724 -0.034 -19.426 -0.065 -19.413 -0.065 -18.819 -0.190 14.779 0.786 1.277 0.079 43.744 42.729
-21.800 -19.403 -0.193 -19.485 -0.174 -19.625 -0.174 -19.681 -0.176 -19.699 -0.138 -19.738 -0.122 -19.861 -0.077 -19.807 -0.037 -19.805 -0.037 -19.494 -0.071 -19.481 -0.071 -18.877 -0.194 14.603 0.803 1.336 0.087 43.762 42.756
-21.400 -19.429 -0.199 -19.513 -0.182 -19.662 -0.182 -19.734 -0.182 -19.762 -0.143 -19.805 -0.125 -19.938 -0.074 -19.885 -0.042 -19.882 -0.042 -19.562 -0.076 -19.548 -0.076 -18.934 -0.198 14.450 0.815 1.394 0.095 43.781 42.780
-21.000 -19.454 -0.206 -19.541 -0.190 -19.699 -0.189 -19.786 -0.188 -19.824 -0.147 -19.870 -0.128 -20.013 -0.072 -19.960 -0.046 -19.957 -0.047 -19.628 -0.082 -19.614 -0.082 -18.990 -0.202 14.311 0.824 1.451 0.102 43.799 42.802
-20.600 -19.478 -0.214 -19.569 -0.199 -19.735 -0.198 -19.838 -0.195 -19.885 -0.152 -19.935 -0.131 -20.086 -0.070 -20.032 -0.051 -20.030 -0.052 -19.694 -0.086 -19.680 -0.086 -19.046 -0.207 14.181 0.829 1.510 0.110 43.818 42.823
-20.200 -19.501 -0.222 -19.595 -0.207 -19.770 -0.206 -19.890 -0.201 -19.946 -0.157 -19.998 -0.134 -20.156 -0.068 -20.103 -0.056 -20.100 -0.056 -19.759 -0.090 -19.744 -0.091 -19.102 -0.212 14.058 0.834 1.569 0.117 43.836 42.844
-19.800 -19.524 -0.230 -19.621 -0.216 -19.805 -0.215 -19.940 -0.208 -20.005 -0.162 -20.060 -0.138 -20.225 -0.066 -20.170 -0.060 -20.168 -0.060 -19.822 -0.094 -19.807 -0.094 -19.156 -0.217 13.939 0.836 1.630 0.124 43.854 42.863
-19.400 -19.546 -0.239 -19.646 -0.225 -19.839 -0.223 -19.991 -0.215 -20.064 -0.167 -20.121 -0.141 -20.290 -0.065 -20.235 -0.063 -20.233 -0.064 -19.885 -0.097 -19.869 -0.098 -19.210 -0.223 13.825 0.837 1.693 0.131 43.873 42.882
-19.000 -19.567 -0.247 -19.670 -0.234 -19.872 -0.232 -20.040 -0.222 -20.122 -0.172 -20.181 -0.145 -20.353 -0.064 -20.298 -0.067 -20.295 -0.067 -19.946 -0.100 -19.930 -0.100 -19.264 -0.228 13.714 0.836 1.757 0.138 43.891 42.901
-18.600 -19.587 -0.256 -19.694 -0.243 -19.905 -0.240 -20.089 -0.228 -20.178 -0.177 -20.239 -0.148 -20.413 -0.064 -20.358 -0.069 -20.355 -0.070 -20.006 -0.102 -19.990 -0.102 -19.317 -0.234 13.607 0.833 1.821 0.144 43.908 42.918
-18.200 -19.606 -0.264 -19.716 -0.252 -19.937 -0.248 -20.137 -0.235 -20.234 -0.182 -20.296 -0.151 -20.470 -0.063 -20.416 -0.071 -20.413 -0.072 -20.065 -0.103 -20.049 -0.104 -19.369 -0.239 13.504 0.828 1.886 0.150 43.926 42.933
-17.800 -19.625 -0.273 -19.738 -0.261 -19.968 -0.257 -20.184 -0.242 -20.288 -0.187 -20.351 -0.155 -20.525 -0.064 -20.471 -0.073 -20.468 -0.074 -20.122 -0.104 -20.106 -0.105 -19.420 -0.244 13.404 0.820 1.952 0.155 43.943 42.947
-17.400 -19.643 -0.281 -19.760 -0.270 -19.998 -0.265 -20.231 -0.248 -20.342 -0.191 -20.405 -0.158 -20.576 -0.064 -20.524 -0.074 -20.521 -0.075 -20.179 -0.105 -20.163 -0.105 -19.471 -0.250 13.309 0.810 2.017 0.160 43.959 42.960
-17.000 -19.660 -0.289 -19.780 -0.278 -20.028 -0.272 -20.277 -0.254 -20.394 -0.196 -20.457 -0.161 -20.625 -0.064 -20.574 -0.075 -20.572 -0.075 -20.233 -0.104 -20.218 -0.105 -19.520 -0.255 13.217 0.798 2.084 0.164 43.975 42.971
-16.600 -19.677 -0.297 -19.800 -0.286 -20.057 -0.280 -20.322 -0.260 -20.445 -0.200 -20.508 -0.164 -20.671 -0.065 -20.622 -0.075 -20.620 -0.075 -20.287 -0.104 -20.271 -0.104 -19.569 -0.260 13.129 0.785 2.150 0.168 43.991 42.981
-16.200 -19.693 -0.304 -19.819 -0.294 -20.086 -0.287 -20.366 -0.266 -20.494 -0.204 -20.558 -0.167 -20.715 -0.065 -20.668 -0.074 -20.666 -0.074 -20.339 -0.103 -20.323 -0.103 -19.618 -0.265 13.044 0.770 2.216 0.171 44.006 42.990
-15.800 -19.707 -0.312 -19.837 -0.301 -20.113 -0.294 -20.410 -0.272 -20.543 -0.208 -20.606 -0.170 -20.757 -0.065 -20.712 -0.073 -20.710 -0.073 -20.390 -0.101 -20.374 -0.102 -19.665 -0.269 12.963 0.755 2.283 0.173 44.020 42.997
-15.400 -19.722 -0.319 -19.855 -0.309 -20.140 -0.301 -20.453 -0.277 -20.590 -0.212 -20.652 -0.173 -20.797 -0.064 -20.754 -0.071 -20.752 -0.072 -20.440 -0.099 -20.424 -0.100 -19.712 -0.274 12.885 0.738 2.349 0.175 44.035 43.003
-15.000 -19.735 -0.325 -19.872 -0.316 -20.166 -0.308 -20.494 -0.282 -20.636 -0.215 -20.698 -0.175 -20.834 -0.064 -20.794 -0.069 -20.791 -0.070 -20.488 -0.097 -20.472 -0.097 -19.758 -0.278 12.810 0.720 2.415 0.176 44.049 43.008
-14.600 -19.748 -0.332 -19.888 -0.322 -20.192 -0.314 -20.535 -0.287 -20.681 -0.219 -20.741 -0.178 -20.870 -0.063 -20.831 -0.067 -20.829 -0.067 -20.535 -0.094 -20.519 -0.095 -19.803 -0.282 12.738 0.702 2.480 0.177 44.062 43.012
-14.200 -19.760 -0.338 -19.903 -0.329 -20.217 -0.320 -20.576 -0.292 -20.725 -0.222 -20.784 -0.180 -20.904 -0.063 -20.867 -0.064 -20.865 -0.065 -20.580 -0.091 -20.564 -0.092 -19.847 -0.286 12.669 0.683 2.545 0.177 44.075 43.014
-13.800 -19.771 -0.344 -19.918 -0.335 -20.240 -0.325 -20.615 -0.296 -20.768 -0.225 -20.825 -0.182 -20.936 -0.062 -20.902 -0.061 -20.900 -0.062 -20.624 -0.088 -20.608 -0.089 -19.890 -0.290 12.602 0.663 2.610 0.177 44.088 43.015
-13.400 -19.781 -0.350 -19.931 -0.340 -20.264 -0.330 -20.653 -0.301 -20.809 -0.228 -20.864 -0.184 -20.967 -0.061 -20.934 -0.058 -20.933 -0.059 -20.666 -0.085 -20.650 -0.086 -19.932 -0.293 12.538 0.643 2.673 0.176 44.100 43.015
-13.000 -19.791 -0.355 -19.944 -0.346 -20.286 -0.335 -20.690 -0.304 -20.849 -0.231 -20.902 -0.186 -20.996 -0.060 -20.965 -0.055 -20.964 -0.056 -20.707 -0.082 -20.691 -0.083 -19.974 -0.297 12.476 0.623 2.736 0.175 44.111 43.013
-12.600 -19.800 -0.360 -19.957 -0.351 -20.308 -0.340 -20.727 -0.308 -20.888 -0.233 -20.939 -0.188 -21.024 -0.059 -20.995 -0.052 -20.994 -0.053 -20.746 -0.080 -20.731 -0.080 -20.015 -0.300 12.415 0.602 2.797 0.173 44.122 43.010
-12.200 -19.808 -0.365 -19.968 -0.356 -20.329 -0.344 -20.762 -0.311 -20.926 -0.235 -20.975 -0.189 -21.051 -0.059 -21.023 -0.050 -21.022 -0.050 -20.784 -0.078 -20.769 -0.078 -20.054 -0.303 12.355 0.581 2.857 0.171 44.132 43.005
-11.800 -19.815 -0.369 -19.979 -0.360 -20.349 -0.348 -20.797 -0.315 -20.962 -0.237 -21.010 -0.191 -21.077 -0.059 -21.050 -0.048 -21.049 -0.049 -20.820 -0.076 -20.805 -0.077 -20.093 -0.305 12.296 0.559 2.916 0.169 44.141 42.998
-11.400 -19.822 -0.373 -19.989 -0.364 -20.368 -0.352 -20.831 -0.317 -20.998 -0.239 -21.043 -0.192 -21.102 -0.060 -21.076 -0.048 -21.075 -0.048 -20.855 -0.076 -20.840 -0.076 -20.131 -0.308 12.237 0.537 2.973 0.167 44.150 42.989
-11.000 -19.827 -0.377 -19.998 -0.368 -20.387 -0.355 -20.864 -0.320 -21.032 -0.241 -21.075 -0.194 -21.126 -0.061 -21.101 -0.048 -21.100 -0.049 -20.888 -0.076 -20.873 -0.077 -20.168 -0.310 12.179 0.515 3.028 0.164 44.158 42.979
-10.600 -19.833 -0.380 -20.007 -0.371 -20.405 -0.358 -20.895 -0.322 -21.065 -0.243 -21.106 -0.195 -21.149 -0.063 -21.125 -0.050 -21.124 -0.051 -20.919 -0.078 -20.905 -0.078 -20.204 -0.312 12.122 0.493 3.081 0.161 44.165 42.967
-10.200 -19.837 -0.383 -20.015 -0.374 -20.422 -0.361 -20.926 -0.324 -21.097 -0.244 -21.136 -0.196 -21.172 -0.064 -21.147 -0.053 -21.146 -0.054 -20.949 -0.080 -20.935 -0.081 -20.239 -0.314 12.068 0.472 3.132 0.159 44.171 42.955
-9.800 -19.840 -0.386 -20.021 -0.377 -20.438 -0.363 -20.956 -0.326 -21.128 -0.245 -21.165 -0.197 -21.193 -0.066 -21.169 -0.057 -21.168 -0.057 -20.978 -0.084 -20.964 -0.084 -20.273 -0.316 12.017 0.453 3.181 0.157 44.177 42.943
-9.400 -19.843 -0.389 -20.028 -0.379 -20.454 -0.365 -20.985 -0.328 -21.158 -0.246 -21.193 -0.198 -21.214 -0.068 -21.190 -0.061 -21.189 -0.062 -21.005 -0.088 -20.991 -0.088 -20.306 -0.317 11.970 0.436 3.228 0.155 44.183 42.932
-9.000 -19.845 -0.391 -20.033 -0.381 -20.469 -0.367 -21.013 -0.329 -21.186 -0.247 -21.219 -0.198 -21.234 -0.069 -21.209 -0.066 -21.208 -0.067 -21.031 -0.092 -21.017 -0.093 -20.339 -0.318 11.927 0.420 3.273 0.154 44.189 42.921
-8.600 -19.846 -0.392 -20.038 -0.383 -20.483 -0.368 -21.040 -0.330 -21.214 -0.248 -21.245 -0.199 -21.253 -0.071 -21.228 -0.071 -21.227 -0.072 -21.055 -0.097 -21.042 -0.098 -20.370 -0.319 11.886 0.406 3.316 0.152 44.194 42.911
-8.200 -19.847 -0.394 -20.042 -0.384 -20.496 -0.370 -21.066 -0.330 -21.241 -0.248 -21.270 -0.199 -21.272 -0.072 -21.245 -0.076 -21.245 -0.077 -21.078 -0.102 -21.065 -0.103 -20.400 -0.320 11.849 0.393 3.358 0.151 44.200 42.901
-7.800 -19.846 -0.395 -20.045 -0.385 -20.509 -0.370 -21.091 -0.331 -21.266 -0.249 -21.293 -0.200 -21.289 -0.073 -21.262 -0.081 -21.262 -0.082 -21.100 -0.108 -21.087 -0.108 -20.430 -0.321 11.813 0.381 3.398 0.150 44.205 42.891
-7.400 -19.845 -0.395 -20.047 -0.385 -20.520 -0.371 -21.115 -0.331 -21.291 -0.249 -21.316 -0.200 -21.306 -0.073 -21.278 -0.086 -21.277 -0.087 -21.120 -0.113 -21.107 -0.114 -20.458 -0.321 11.779 0.370 3.438 0.150 44.210 42.882
-7.000 -19.843 -0.396 -20.049 -0.386 -20.531 -0.371 -21.139 -0.331 -21.314 -0.249 -21.338 -0.200 -21.323 -0.074 -21.293 -0.091 -21.293 -0.092 -21.139 -0.119 -21.126 -0.119 -20.486 -0.321 11.746 0.360 3.476 0.149 44.214 42.873
-6.600 -19.840 -0.396 -20.050 -0.386 -20.541 -0.370 -21.161 -0.330 -21.337 -0.249 -21.358 -0.200 -21.338 -0.074 -21.307 -0.095 -21.307 -0.096 -21.156 -0.124 -21.144 -0.125 -20.513 -0.321 11.714 0.350 3.513 0.148 44.219 42.865
-6.200 -19.837 -0.395 -20.050 -0.385 -20.551 -0.370 -21.182 -0.330 -21.358 -0.249 -21.378 -0.200 -21.353 -0.073 -21.321 -0.100 -21.320 -0.101 -21.173 -0.129 -21.161 -0.130 -20.539 -0.321 11.682 0.341 3.549 0.148 44.223 42.856
-5.800 -19.833 -0.395 -20.049 -0.385 -20.559 -0.369 -21.202 -0.329 -21.378 -0.248 -21.397 -0.199 -21.367 -0.072 -21.333 -0.104 -21.333 -0.105 -21.188 -0.135 -21.177 -0.135 -20.564 -0.321 11.649 0.333 3.585 0.147 44.227 42.848
-5.400 -19.827 -0.394 -20.047 -0.383 -20.567 -0.368 -21.221 -0.328 -21.398 -0.247 -21.415 -0.199 -21.380 -0.071 -21.345 -0.108 -21.344 -0.109 -21.202 -0.140 -21.191 -0.140 -20.588 -0.320 11.617 0.326 3.621 0.147 44.231 42.840
-5.000 -19.822 -0.392 -20.045 -0.382 -20.574 -0.366 -21.239 -0.326 -21.416 -0.247 -21.432 -0.198 -21.393 -0.070 -21.356 -0.112 -21.355 -0.113 -21.215 -0.144 -21.204 -0.145 -20.611 -0.319 11.584 0.319 3.655 0.147 44.234 42.833
-4.600 -19.815 -0.391 -20.042 -0.380 -20.580 -0.364 -21.257 -0.325 -21.433 -0.246 -21.448 -0.198 -21.405 -0.069 -21.366 -0.116 -21.365 -0.117 -21.227 -0.149 -21.216 -0.150 -20.633 -0.318 11.551 0.312 3.690 0.147 44.237 42.825
-4.200 -19.807 -0.389 -20.038 -0.378 -20.585 -0.362 -21.273 -0.323 -21.450 -0.244 -21.464 -0.197 -21.416 -0.068 -21.375 -0.120 -21.374 -0.121 -21.238 -0.153 -21.228 -0.154 -20.654 -0.317 11.518 0.307 3.724 0.147 44.240 42.819
-3.800 -19.799 -0.386 -20.033 -0.376 -20.590 -0.360 -21.288 -0.321 -21.465 -0.243 -21.478 -0.196 -21.427 -0.066 -21.384 -0.123 -21.383 -0.124 -21.248 -0.157 -21.238 -0.158 -20.675 -0.315 11.483 0.302 3.757 0.147 44.243 42.812
-3.400 -19.790 -0.384 -20.028 -0.373 -20.594 -0.357 -21.302 -0.319 -21.479 -0.242 -21.491 -0.195 -21.437 -0.065 -21.392 -0.126 -21.391 -0.127 -21.257 -0.161 -21.247 -0.162 -20.694 -0.313 11.449 0.297 3.790 0.147 44.245 42.807
-3.000 -19.780 -0.381 -20.021 -0.370 -20.597 -0.354 -21.315 -0.316 -21.492 -0.240 -21.504 -0.194 -21.447 -0.064 -21.399 -0.129 -21.398 -0.130 -21.264 -0.164 -21.255 -0.165 -20.713 -0.311 11.414 0.293 3.822 0.148 44.247 42.802
-2.600 -19.770 -0.378 -20.014 -0.367 -20.599 -0.351 -21.327 -0.313 -21.505 -0.238 -21.515 -0.193 -21.455 -0.064 -21.405 -0.132 -21.404 -0.133 -21.271 -0.167 -21.262 -0.168 -20.731 -0.309 11.378 0.289 3.853 0.149 44.249 42.798
-2.200 -19.758 -0.374 -20.006 -0.364 -20.600 -0.347 -21.338 -0.310 -21.516 -0.236 -21.526 -0.192 -21.464 -0.065 -21.411 -0.135 -21.410 -0.136 -21.277 -0.170 -21.268 -0.171 -20.748 -0.306 11.342 0.286 3.883 0.150 44.250 42.795
-1.800 -19.746 -0.370 -19.998 -0.360 -20.601 -0.344 -21.348 -0.307 -21.526 -0.234 -21.536 -0.190 -21.471 -0.066 -21.416 -0.137 -21.415 -0.138 -21.282 -0.172 -21.273 -0.173 -20.764 -0.304 11.306 0.283 3.912 0.151 44.251 42.794
-1.400 -19.733 -0.366 -19.988 -0.356 -20.601 -0.340 -21.357 -0.303 -21.535 -0.232 -21.545 -0.189 -21.478 -0.068 -21.420 -0.139 -21.419 -0.141 -21.286 -0.174 -21.277 -0.175 -20.780 -0.301 11.270 0.280 3.939 0.152 44.251 42.793
-1.000 -19.719 -0.362 -19.978 -0.351 -20.600 -0.335 -21.364 -0.300 -21.543 -0.229 -21.553 -0.187 -21.485 -0.071 -21.423 -0.142 -21.422 -0.143 -21.289 -0.176 -21.280 -0.177 -20.794 -0.297 11.233 0.278 3.965 0.154 44.251 42.793
-0.600 -19.704 -0.357 -19.967 -0.346 -20.598 -0.331 -21.371 -0.296 -21.550 -0.227 -21.560 -0.186 -21.491 -0.074 -21.426 -0.144 -21.425 -0.145 -21.291 -0.177 -21.283 -0.178 -20.808 -0.294 11.197 0.276 3.990 0.156 44.251 42.793
-0.200 -19.689 -0.352 -19.955 -0.341 -20.595 -0.326 -21.376 -0.291 -21.556 -0.224 -21.566 -0.184 -21.496 -0.078 -21.428 -0.145 -21.427 -0.147 -21.293 -0.178 -21.284 -0.179 -20.821 -0.290 11.161 0.274 4.013 0.158 44.251 42.794
0.200 -19.673 -0.347 -19.942 -0.336 -20.592 -0.321 -21.381 -0.287 -21.561 -0.221 -21.571 -0.182 -21.500 -0.082 -21.430 -0.147 -21.429 -0.148 -21.293 -0.178 -21.285 -0.179 -20.833 -0.286 11.124 0.272 4.036 0.160 44.250 42.795
0.600 -19.655 -0.342 -19.929 -0.331 -20.587 -0.315 -21.384 -0.282 -21.564 -0.218 -21.575 -0.180 -21.504 -0.085 -21.431 -0.149 -21.430 -0.150 -21.293 -0.179 -21.285 -0.179 -20.845 -0.282 11.087 0.270 4.057 0.162 44.248 42.796
1.000 -19.637 -0.336 -19.914 -0.325 -20.582 -0.310 -21.386 -0.278 -21.567 -0.214 -21.578 -0.178 -21.507 -0.089 -21.431 -0.150 -21.430 -0.151 -21.292 -0.178 -21.284 -0.179 -20.856 -0.278 11.050 0.268 4.076 0.164 44.247 42.797
1.400 -19.619 -0.330 -19.899 -0.319 -20.576 -0.304 -21.387 -0.273 -21.568 -0.211 -21.581 -0.175 -21.510 -0.093 -21.431 -0.151 -21.429 -0.152 -21.290 -0.178 -21.283 -0.178 -20.866 -0.273 11.013 0.267 4.095 0.166 44.245 42.797
1.800 -19.599 -0.324 -19.883 -0.312 -20.570 -0.298 -21.387 -0.268 -21.568 -0.207 -21.582 -0.173 -21.511 -0.097 -21.430 -0.152 -21.428 -0.153 -21.288 -0.177 -21.281 -0.178 -20.875 -0.268 10.975 0.265 4.113 0.168 44.243 42.797
2.200 -19.579 -0.317 -19.866 -0.306 -20.562 -0.291 -21.386 -0.262 -21.567 -0.204 -21.582 -0.170 -21.513 -0.100 -21.428 -0.153 -21.426 -0.154 -21.285 -0.176 -21.278 -0.176 -20.883 -0.263 10.937 0.263 4.130 0.170 44.240 42.797
2.600 -19.558 -0.310 -19.849 -0.299 -20.554 -0.285 -21.383 -0.257 -21.565 -0.200 -21.581 -0.168 -21.513 -0.103 -21.426 -0.153 -21.424 -0.154 -21.281 -0.174 -21.274 -0.174 -20.891 -0.258 10.899 0.262 4.145 0.171 44.238 42.796
3.000 -19.536 -0.303 -19.830 -0.292 -20.545 -0.278 -21.379 -0.251 -21.562 -0.195 -21.580 -0.165 -21.513 -0.106 -21.423 -0.153 -21.421 -0.154 -21.277 -0.172 -21.270 -0.172 -20.899 -0.252 10.861 0.260 4.160 0.173 44.235 42.795
3.400 -19.513 -0.296 -19.811 -0.285 -20.535 -0.271 -21.374 -0.245 -21.558 -0.191 -21.577 -0.162 -21.511 -0.109 -21.419 -0.153 -21.417 -0.154 -21.272 -0.169 -21.265 -0.170 -20.905 -0.247 10.823 0.258 4.174 0.175 44.231 42.793
3.800 -19.489 -0.289 -19.791 -0.277 -20.524 -0.264 -21.368 -0.239 -21.552 -0.187 -21.573 -0.159 -21.510 -0.111 -21.415 -0.153 -21.413 -0.154 -21.266 -0.167 -21.260 -0.167 -20.911 -0.241 10.784 0.256 4.186 0.176 44.228 42.791
4.200 -19.465 -0.281 -19.770 -0.270 -20.512 -0.257 -21.360 -0.233 -21.545 -0.182 -21.568 -0.155 -21.507 -0.113 -21.410 -0.153 -21.408 -0.154 -21.260 -0.164 -21.253 -0.164 -20.916 -0.234 10.745 0.253 4.198 0.177 44.224 42.788
4.600 -19.439 -0.274 -19.748 -0.262 -20.500 -0.250 -21.351 -0.227 -21.537 -0.177 -21.562 -0.151 -21.504 -0.115 -21.404 -0.152 -21.403 -0.153 -21.253 -0.160 -21.247 -0.161 -20.921 -0.228 10.705 0.251 4.209 0.178 44.219 42.784
5.000 -19.413 -0.266 -19.725 -0.254 -20.487 -0.242 -21.341 -0.221 -21.527 -0.172 -21.555 -0.148 -21.500 -0.116 -21.398 -0.151 -21.396 -0.152 -21.245 -0.156 -21.240 -0.157 -20.925 -0.222 10.666 0.248 4.218 0.179 44.215 42.780
5.400 -19.386 -0.258 -19.702 -0.246 -20.473 -0.235 -21.330 -0.214 -21.517 -0.167 -21.547 -0.144 -21.495 -0.117 -21.392 -0.150 -21.390 -0.151 -21.237 -0.152 -21.232 -0.153 -20.928 -0.215 10.626 0.245 4.227 0.179 44.210 42.775
5.800 -19.358 -0.249 -19.677 -0.237 -20.458 -0.227 -21.317 -0.207 -21.505 -0.161 -21.538 -0.139 -21.489 -0.118 -21.385 -0.148 -21.383 -0.149 -21.229 -0.148 -21.224 -0.149 -20.931 -0.208 10.585 0.242 4.234 0.180 44.205 42.769
6.200 -19.330 -0.241 -19.652 -0.229 -20.442 -0.219 -21.303 -0.201 -21.491 -0.156 -21.527 -0.135 -21.483 -0.118 -21.377 -0.147 -21.375 -0.147 -21.220 -0.144 -21.215 -0.144 -20.933 -0.201 10.545 0.239 4.241 0.180 44.200 42.763
6.600 -19.301 -0.232 -19.626 -0.220 -20.425 -0.211 -21.287 -0.194 -21.477 -0.150 -21.516 -0.130 -21.475 -0.118 -21.369 -0.145 -21.366 -0.145 -21.211 -0.139 -21.206 -0.139 -20.934 -0.194 10.504 0.236 4.246 0.179 44.194 42.755
7.000 -19.270 -0.224 -19.599 -0.211 -20.407 -0.203 -21.271 -0.187 -21.461 -0.145 -21.503 -0.125 -21.467 -0.118 -21.360 -0.142 -21.358 -0.143 -21.201 -0.134 -21.196 -0.134 -20.935 -0.187 10.463 0.232 4.251 0.179 44.188 42.747
7.400 -19.240 -0.215 -19.572 -0.203 -20.389 -0.195 -21.252 -0.180 -21.444 -0.139 -21.490 -0.120 -21.459 -0.117 -21.350 -0.140 -21.348 -0.140 -21.191 -0.128 -21.186 -0.129 -20.936 -0.179 10.422 0.228 4.254 0.178 44.182 42.738
7.800 -19.208 -0.206 -19.543 -0.194 -20.370 -0.187 -21.233 -0.173 -21.425 -0.133 -21.475 -0.115 -21.449 -0.116 -21.340 -0.137 -21.338 -0.138 -21.180 -0.123 -21.175 -0.123 -20.936 -0.172 10.381 0.224 4.257 0.177 44.176 42.728
8.200 -19.175 -0.197 -19.514 -0.185 -20.349 -0.179 -21.212 -0.167 -21.405 -0.127 -21.459 -0.110 -21.439 -0.115 -21.330 -0.134 -21.328 -0.135 -21.169 -0.117 -21.164 -0.118 -20.935 -0.164 10.339 0.219 4.258 0.175 44.169 42.716
8.600 -19.142 -0.188 -19.484 -0.176 -20.328 -0.171 -21.189 -0.160 -21.384 -0.121 -21.442 -0.104 -21.428 -0.113 -21.319 -0.131 -21.317 -0.131 -21.158 -0.111 -21.153 -0.112 -20.934 -0.157 10.297 0.215 4.259 0.173 44.162 42.704
9.000 -19.108 -0.179 -19.453 -0.167 -20.306 -0.163 -21.165 -0.153 -21.361 -0.115 -21.424 -0.098 -21.416 -0.111 -21.308 -0.127 -21.305 -0.128 -21.146 -0.105 -21.142 -0.106 -20.932 -0.149 10.255 0.210 4.258 0.171 44.155 42.691
9.400 -19.074 -0.171 -19.421 -0.158 -20.283 -0.155 -21.140 -0.146 -21.338 -0.108 -21.405 -0.093 -21.404 -0.109 -21.296 -0.124 -21.294 -0.124 -21.134 -0.099 -21.130 -0.100 -20.930 -0.142 10.212 0.205 4.257 0.168 44.147 42.676
9.800 -19.038 -0.162 -19.388 -0.149 -20.259 -0.147 -21.114 -0.139 -21.312 -0.102 -21.385 -0.087 -21.391 -0.106 -21.284 -0.120 -21.281 -0.120 -21.122 -0.093 -21.118 -0.094 -20.927 -0.134 10.170 0.199 4.254 0.165 44.140 42.660
10.200 -19.002 -0.153 -19.355 -0.140 -20.234 -0.140 -21.086 -0.133 -21.286 -0.096 -21.363 -0.081 -21.377 -0.104 -21.271 -0.116 -21.269 -0.116 -21.109 -0.087 -21.105 -0.088 -20.924 -0.127 10.127 0.194 4.251 0.162 44.132 42.643
10.600 -18.966 -0.145 -19.320 -0.131 -20.208 -0.132 -21.056 -0.126 -21.258 -0.091 -21.341 -0.075 -21.362 -0.101 -21.258 -0.112 -21.256 -0.112 -21.096 -0.081 -21.092 -0.082 -20.920 -0.119 10.083 0.188 4.247 0.158 44.123 42.625
11.000 -18.929 -0.136 -19.285 -0.123 -20.181 -0.125 -21.026 -0.120 -21.229 -0.085 -21.317 -0.070 -21.347 -0.098 -21.244 -0.108 -21.242 -0.108 -21.083 -0.075 -21.080 -0.076 -20.916 -0.112 10.040 0.182 4.241 0.154 44.115 42.605
11.400 -18.891 -0.128 -19.250 -0.115 -20.152 -0.118 -20.993 -0.114 -21.199 -0.079 -21.292 -0.064 -21.331 -0.095 -21.231 -0.103 -21.228 -0.104 -21.070 -0.069 -21.066 -0.070 -20.911 -0.105 9.996 0.175 4.235 0.149 44.106 42.583
