"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
46.600 -19.170 -0.273 -19.277 -0.257 -19.553 -0.225 -19.610 -0.221 -19.837 -0.221 7.269 0.346 3.506 0.351 43.388 41.888
47.000 -19.156 -0.271 -19.263 -0.254 -19.539 -0.223 -19.596 -0.219 -19.823 -0.221 7.270 0.346 3.482 0.348 43.383 41.883
47.400 -19.142 -0.268 -19.248 -0.252 -19.525 -0.221 -19.582 -0.218 -19.809 -0.220 7.270 0.346 3.459 0.346 43.377 41.877
47.800 -19.127 -0.265 -19.234 -0.248 -19.511 -0.219 -19.568 -0.215 -19.795 -0.219 7.270 0.346 3.436 0.344 43.371 41.872
48.200 -19.113 -0.261 -19.219 -0.245 -19.497 -0.216 -19.554 -0.212 -19.782 -0.217 7.270 0.345 3.414 0.341 43.365 41.866
48.600 -19.098 -0.257 -19.205 -0.240 -19.483 -0.212 -19.540 -0.209 -19.767 -0.214 7.270 0.345 3.391 0.339 43.360 41.859
49.000 -19.083 -0.252 -19.190 -0.236 -19.468 -0.208 -19.526 -0.205 -19.753 -0.211 7.270 0.345 3.368 0.336 43.354 41.853
49.400 -19.068 -0.247 -19.176 -0.231 -19.454 -0.203 -19.511 -0.200 -19.739 -0.208 7.270 0.344 3.346 0.334 43.348 41.846
49.800 -19.054 -0.242 -19.161 -0.225 -19.440 -0.198 -19.497 -0.195 -19.725 -0.204 7.269 0.343 3.324 0.331 43.342 41.839
50.200 -19.039 -0.236 -19.146 -0.219 -19.426 -0.192 -19.483 -0.190 -19.710 -0.199 7.269 0.343 3.302 0.328 43.336 41.831
50.600 -19.024 -0.230 -19.131 -0.213 -19.411 -0.186 -19.469 -0.183 -19.696 -0.195 7.269 0.342 3.279 0.325 43.330 41.823
51.000 -19.009 -0.223 -19.116 -0.206 -19.397 -0.179 -19.454 -0.177 -19.681 -0.189 7.268 0.341 3.257 0.322 43.324 41.815
51.400 -18.994 -0.217 -19.102 -0.199 -19.383 -0.172 -19.440 -0.170 -19.666 -0.184 7.268 0.341 3.235 0.319 43.318 41.806
51.800 -18.979 -0.210 -19.087 -0.191 -19.369 -0.164 -19.426 -0.162 -19.652 -0.178 7.269 0.340 3.212 0.316 43.312 41.796
52.200 -18.964 -0.203 -19.072 -0.184 -19.354 -0.156 -19.412 -0.154 -19.637 -0.172 7.269 0.339 3.189 0.313 43.306 41.786
52.600 -18.949 -0.197 -19.057 -0.177 -19.340 -0.148 -19.397 -0.147 -19.621 -0.167 7.270 0.339 3.166 0.310 43.300 41.775
53.000 -18.934 -0.190 -19.042 -0.169 -19.326 -0.140 -19.383 -0.139 -19.606 -0.161 7.272 0.338 3.141 0.306 43.294 41.763
53.400 -18.919 -0.184 -19.027 -0.163 -19.312 -0.132 -19.369 -0.131 -19.591 -0.155 7.274 0.337 3.116 0.303 43.287 41.750
53.800 -18.905 -0.179 -19.013 -0.156 -19.297 -0.125 -19.354 -0.123 -19.575 -0.151 7.278 0.337 3.091 0.299 43.281 41.737
54.200 -18.890 -0.174 -18.998 -0.151 -19.283 -0.118 -19.340 -0.117 -19.560 -0.147 7.283 0.337 3.064 0.296 43.275 41.723
54.600 -18.876 -0.171 -18.983 -0.146 -19.269 -0.112 -19.325 -0.111 -19.544 -0.144 7.290 0.336 3.036 0.292 43.268 41.709
55.000 -18.861 -0.168 -18.969 -0.143 -19.254 -0.108 -19.310 -0.107 -19.528 -0.142 7.299 0.336 3.006 0.288 43.262 41.695
55.400 -18.848 -0.168 -18.955 -0.142 -19.239 -0.106 -19.295 -0.105 -19.512 -0.142 7.309 0.336 2.976 0.284 43.256 41.684
55.800 -18.834 -0.169 -18.941 -0.142 -19.224 -0.106 -19.280 -0.106 -19.496 -0.144 7.321 0.336 2.945 0.280 43.249 41.675
56.200 -18.821 -0.171 -18.927 -0.145 -19.208 -0.109 -19.264 -0.109 -19.480 -0.148 7.335 0.337 2.914 0.277 43.243 41.670
56.600 -18.808 -0.176 -18.913 -0.150 -19.193 -0.115 -19.248 -0.115 -19.463 -0.154 7.351 0.338 2.881 0.274 43.237 41.667
