"Time (MJD)" B-4345.28 B-4345.28_err U-3520.88 U-3520.88_err UVM2-2245.03 UVM2-2245.03_err UVW1-2681.67 UVW1-2681.67_err V-5411.45 V-5411.45_err cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6366.38 r-6366.38_err z-8970.57 z-8970.57_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
66.200 -16.555 -0.223 -17.541 -0.172 -19.342 -0.144 -20.427 -0.090 -20.665 -0.051 -20.687 -0.050 -20.859 -0.064 -20.946 -0.074 -21.093 -0.050 -21.095 -0.050 -21.079 -0.072 -21.011 -0.062 -20.967 -0.092 7.299 0.207 6.806 0.464 43.972 42.594
66.600 -16.537 -0.222 -17.524 -0.170 -19.328 -0.143 -20.416 -0.090 -20.655 -0.051 -20.677 -0.050 -20.851 -0.064 -20.938 -0.074 -21.084 -0.050 -21.087 -0.050 -21.071 -0.072 -21.005 -0.063 -20.962 -0.092 7.279 0.206 6.820 0.464 43.969 42.594
67.000 -16.519 -0.221 -17.506 -0.168 -19.315 -0.141 -20.405 -0.090 -20.645 -0.052 -20.667 -0.050 -20.843 -0.064 -20.931 -0.074 -21.074 -0.050 -21.078 -0.051 -21.064 -0.073 -21.000 -0.063 -20.956 -0.093 7.259 0.204 6.835 0.465 43.966 42.594
67.400 -16.501 -0.220 -17.489 -0.167 -19.301 -0.140 -20.394 -0.089 -20.635 -0.052 -20.658 -0.051 -20.835 -0.064 -20.923 -0.073 -21.065 -0.051 -21.069 -0.051 -21.057 -0.073 -20.994 -0.064 -20.951 -0.093 7.240 0.203 6.851 0.466 43.963 42.595
67.800 -16.482 -0.219 -17.472 -0.165 -19.286 -0.139 -20.383 -0.089 -20.626 -0.053 -20.648 -0.051 -20.827 -0.064 -20.915 -0.073 -21.056 -0.051 -21.061 -0.052 -21.049 -0.074 -20.989 -0.065 -20.946 -0.094 7.220 0.201 6.867 0.467 43.961 42.595
68.200 -16.465 -0.219 -17.455 -0.164 -19.272 -0.138 -20.372 -0.089 -20.616 -0.053 -20.639 -0.052 -20.819 -0.064 -20.907 -0.073 -21.047 -0.052 -21.052 -0.053 -21.041 -0.075 -20.983 -0.066 -20.940 -0.095 7.200 0.199 6.885 0.468 43.958 42.595
68.600 -16.447 -0.218 -17.438 -0.162 -19.258 -0.137 -20.361 -0.088 -20.606 -0.054 -20.629 -0.052 -20.811 -0.064 -20.899 -0.073 -21.038 -0.052 -21.043 -0.054 -21.034 -0.075 -20.978 -0.068 -20.935 -0.096 7.180 0.198 6.903 0.469 43.955 42.596
69.000 -16.429 -0.218 -17.421 -0.161 -19.244 -0.136 -20.350 -0.088 -20.597 -0.054 -20.620 -0.053 -20.803 -0.064 -20.891 -0.072 -21.029 -0.053 -21.035 -0.054 -21.026 -0.076 -20.973 -0.069 -20.930 -0.098 7.160 0.196 6.922 0.470 43.953 42.597
69.400 -16.411 -0.217 -17.404 -0.160 -19.229 -0.136 -20.339 -0.088 -20.587 -0.055 -20.611 -0.053 -20.794 -0.064 -20.883 -0.072 -21.020 -0.054 -21.026 -0.055 -21.018 -0.077 -20.967 -0.070 -20.925 -0.099 7.140 0.195 6.941 0.471 43.950 42.597
69.800 -16.394 -0.217 -17.387 -0.159 -19.215 -0.135 -20.327 -0.088 -20.578 -0.055 -20.602 -0.054 -20.786 -0.064 -20.875 -0.072 -21.011 -0.054 -21.017 -0.056 -21.010 -0.078 -20.962 -0.072 -20.920 -0.100 7.120 0.193 6.960 0.472 43.948 42.598
70.200 -16.376 -0.217 -17.370 -0.158 -19.200 -0.135 -20.316 -0.088 -20.569 -0.056 -20.592 -0.055 -20.778 -0.064 -20.866 -0.072 -21.001 -0.055 -21.008 -0.057 -21.002 -0.079 -20.957 -0.073 -20.915 -0.102 7.100 0.191 6.980 0.473 43.946 42.599
70.600 -16.359 -0.217 -17.353 -0.158 -19.186 -0.134 -20.304 -0.089 -20.559 -0.057 -20.583 -0.056 -20.769 -0.064 -20.858 -0.072 -20.992 -0.056 -20.999 -0.058 -20.994 -0.080 -20.952 -0.075 -20.910 -0.104 7.080 0.190 6.999 0.474 43.943 42.600
71.000 -16.342 -0.217 -17.336 -0.157 -19.171 -0.134 -20.293 -0.089 -20.550 -0.058 -20.574 -0.057 -20.761 -0.065 -20.850 -0.073 -20.983 -0.057 -20.991 -0.060 -20.986 -0.082 -20.946 -0.077 -20.905 -0.106 7.060 0.188 7.019 0.476 43.941 42.601
71.400 -16.324 -0.218 -17.319 -0.157 -19.156 -0.134 -20.281 -0.089 -20.540 -0.059 -20.565 -0.058 -20.752 -0.065 -20.841 -0.073 -20.974 -0.059 -20.982 -0.061 -20.978 -0.083 -20.941 -0.079 -20.900 -0.108 7.041 0.186 7.038 0.477 43.938 42.602
71.800 -16.308 -0.218 -17.303 -0.157 -19.141 -0.134 -20.270 -0.090 -20.531 -0.060 -20.556 -0.059 -20.744 -0.066 -20.832 -0.073 -20.965 -0.060 -20.973 -0.063 -20.970 -0.084 -20.936 -0.081 -20.895 -0.110 7.021 0.185 7.057 0.478 43.936 42.603
72.200 -16.291 -0.219 -17.286 -0.157 -19.126 -0.134 -20.258 -0.090 -20.522 -0.061 -20.546 -0.060 -20.735 -0.067 -20.824 -0.074 -20.956 -0.061 -20.964 -0.064 -20.962 -0.086 -20.930 -0.084 -20.890 -0.113 7.002 0.183 7.075 0.478 43.933 42.604
72.600 -16.274 -0.220 -17.270 -0.157 -19.111 -0.134 -20.246 -0.091 -20.512 -0.063 -20.537 -0.062 -20.726 -0.068 -20.815 -0.075 -20.946 -0.063 -20.955 -0.066 -20.954 -0.088 -20.925 -0.086 -20.885 -0.116 6.984 0.181 7.092 0.479 43.931 42.604
73.000 -16.257 -0.221 -17.253 -0.158 -19.096 -0.135 -20.234 -0.092 -20.502 -0.065 -20.528 -0.063 -20.718 -0.069 -20.806 -0.076 -20.937 -0.065 -20.946 -0.068 -20.946 -0.089 -20.920 -0.089 -20.880 -0.118 6.965 0.180 7.107 0.480 43.928 42.605
73.400 -16.241 -0.223 -17.237 -0.159 -19.081 -0.136 -20.222 -0.094 -20.493 -0.066 -20.518 -0.065 -20.709 -0.070 -20.797 -0.077 -20.928 -0.067 -20.938 -0.070 -20.938 -0.091 -20.914 -0.091 -20.875 -0.121 6.947 0.178 7.122 0.480 43.925 42.606
73.800 -16.225 -0.224 -17.220 -0.160 -19.066 -0.136 -20.210 -0.095 -20.483 -0.068 -20.509 -0.067 -20.700 -0.072 -20.788 -0.078 -20.919 -0.069 -20.929 -0.072 -20.930 -0.093 -20.909 -0.094 -20.870 -0.125 6.930 0.176 7.136 0.480 43.923 42.606
74.200 -16.209 -0.226 -17.204 -0.161 -19.050 -0.138 -20.197 -0.096 -20.473 -0.071 -20.499 -0.069 -20.691 -0.073 -20.779 -0.080 -20.910 -0.071 -20.920 -0.075 -20.922 -0.095 -20.903 -0.097 -20.865 -0.128 6.912 0.175 7.148 0.480 43.920 42.606
74.600 -16.193 -0.228 -17.188 -0.163 -19.035 -0.139 -20.185 -0.098 -20.463 -0.073 -20.489 -0.072 -20.682 -0.075 -20.770 -0.081 -20.900 -0.074 -20.911 -0.077 -20.914 -0.098 -20.897 -0.100 -20.860 -0.131 6.896 0.173 7.158 0.480 43.917 42.606
