       name  redshift_lo  redshift_med  redshift_up  texplosion_lo  texplosion_med  texplosion_up  fnickel_lo  fnickel_med  fnickel_up  Pspin_lo  Pspin_med  Pspin_up  log(Bfield)_lo  log(Bfield)_med  log(Bfield)_up   Mns_lo  Mns_med   Mns_up  thetaPB_lo  thetaPB_med  thetaPB_up  mejecta_lo  mejecta_med  mejecta_up  kappa_lo  kappa_med  kappa_up  kappagamma_lo  kappagamma_med  kappagamma_up  vejecta_lo  vejecta_med  vejecta_up  temperature_lo  temperature_med  temperature_up  alpha_lo  alpha_med  alpha_up  cutoff_wavelength_lo  cutoff_wavelength_med  cutoff_wavelength_up  log(nhhost)_lo  log(nhhost)_med  log(nhhost)_up   A_V_lo  A_V_med   A_V_up   MJD0_lo     MJD0_med   MJD0_up  log(kenergy)_lo  log(kenergy)_med  log(kenergy)_up  mnickel_lo  mnickel_med  mnickel_up  log(TSD)_lo  log(TSD)_med  log(TSD)_up  log(L0)_lo  log(L0)_med  log(L0)_up  Peak_mag_lo  Peak_mag_med  Peak_mag_up  Peak_MJD_lo  Peak_MJD_med  Peak_MJD_up  log(E_rad)_lo  log(E_rad)_med  log(E_rad)_up  log(Peak_lum)_lo  log(Peak_lum)_med  log(Peak_lum)_up  Rise_Time_lo  Rise_Time_med  Rise_Time_up  E_fold_lo  E_fold_med  E_fold_up  tau_1_lo  tau_1_med  tau_1_up  delta_m15_lo  delta_m15_med  delta_m15_up  r_peak_lo  r_peak_med  r_peak_up  frac_lo  frac_med  frac_up  1frac_lo  1frac_med  1frac_up  efficiency_lo  efficiency_med  efficiency_up 
    2020wnt          0.0         0.032          0.0        0.50072        -7.07669         0.7304     0.00853      0.01114     0.05182   0.47603    4.31899   0.48422         0.11651         13.59852          0.1562  0.22735  1.67014  0.19925     0.27592      0.90732     0.27511     0.57809      4.66093     0.80995    0.0444     0.2523   0.04216        0.00103         0.01139        0.00145   179.38146     5935.089   154.26812       103.89845        5711.3026       109.26792   0.20251    0.27922   1.72346             300.88624             2344.77697            1009.51211         0.89773          17.3044         1.37365   0.0001  0.00011  0.00254   0.50072   59133.4023    0.7304          0.07354            50.995          0.06472     0.04344      0.05684     0.23911      0.25961       7.27751      0.13075     0.13748     43.94091     0.26116      0.02116      15.39042      0.01539      1.06351   59208.36565      0.95076        0.00793        50.67249         0.0068           0.01374           43.71555           0.00983       0.92211       60.63986       1.05547    0.98955    67.67442    1.21799       1.0       65.0       0.5       0.00282        0.12204       0.00438    0.01913   -20.38024    0.01703  0.03032   0.99273  0.00556   0.00556    0.00727   0.03032        0.07031         0.47598        0.08694 
    2020xga          0.0          0.44          0.0        9.15405         -7.5511        1.63448     0.01933      0.02202     0.10092   0.40708    1.44478   0.46639         0.82411         14.07468          0.3257  0.17715  1.75447  0.20063     0.46265       0.8805     0.32941     3.45313      7.76116     5.47176    0.0505    0.13356   0.09888        0.18965         0.20446        0.18792  1521.87317  10821.51618   1908.3872        549.5947       7470.79742       607.68942   0.28754    0.57584   1.16999             936.13654             3887.70173              754.4718         1.21147         17.99188         1.35092  0.00051  0.00054  0.01169   9.15405  59111.93382   1.63448          0.22521          51.74448          0.17247     0.14058      0.16649     0.66842      0.65028       5.21529      1.99798     2.33395     47.08294      0.6973      0.02265      19.16007       0.0233      1.60037    59165.0288      0.32181        0.13515        51.51406        0.07145            0.2099           44.83973           0.10378       2.89657       22.22312      14.98646     2.6707    36.65746    5.83058       3.0       43.0       7.5       0.01515        0.21311       0.01332      0.089   -22.16566    0.07511  0.00665   0.99787   0.0019    0.0019    0.00213   0.00665        0.21893         0.57355         0.4037 
    2020xgd          0.0         0.454          0.0        2.37824        -9.47476        1.84528     0.02454      0.02928     0.15742   0.70585    1.89024   1.06727         0.19589         14.24867         0.21815  0.20815  1.72695  0.15857     0.50722      1.01765     0.41118     2.59001      5.82652     5.29383   0.05366    0.12352   0.09087        0.03419          0.0543        0.20137  1520.14582    10543.945  1276.05648      1505.84283       7016.95357      1688.91514   0.25345    0.39304   1.46265             757.00768             3124.60268            1785.09822         1.29715         18.10809         1.87149  0.00067  0.00071   0.0523   2.37824   59100.8729   1.84527          0.27669          51.58055          0.30167     0.17299      0.20058      0.8953      0.68897       5.16875      0.77064     1.10117     46.76722     0.93076      0.02361      19.73938      0.01724      0.34984   59144.32031      2.05916        0.11746         51.2604        0.08431             0.149            44.6983           0.10979       3.78259       18.03931       5.48031    1.81665    28.62126    2.72147   4.17685       33.0       8.0       0.03174        0.32038       0.02543    0.06526   -21.63735    0.05958  0.01982   0.99708  0.00242   0.00242    0.00292   0.01982        0.22603         0.47291        0.46178 
    2020xkv          0.0         0.241          0.0        1.78154       -14.00706        1.41932     0.00342       0.0053     0.01447   0.53978    4.14082   0.58543         0.13715         13.56968         0.18326   0.2075   1.7564  0.20284     0.20076      0.64945     0.25774     5.92075      16.6309    10.90489   0.02702    0.05808   0.05349        0.07756         0.10245        0.26203   851.83609   4667.56426  1857.83105      1184.87761       8138.63478       775.53808   0.48793    1.21351   0.33165             461.92944             5406.74908             134.34364          1.5004         18.12204         1.59046  0.00071  0.00074  0.02794   1.78154  59046.41294   1.41932          0.26182          51.40521          0.17196     0.07977      0.10958     0.23863      0.26315       7.28163      0.24437     0.23505     43.98828     0.27928      0.01387      19.80982      0.01093      1.74226      59149.11         2.11        0.09845        51.07194        0.06187           0.01317           43.66785           0.01746       3.21827       81.33269       3.50564   59.41719   246.18681   50.03201  53.42685     221.25  44.78055       0.00514        0.05026        0.0055    0.02989   -20.56567    0.02238  0.02657    0.9857  0.01084   0.01084     0.0143   0.02657        0.15765         0.44548         0.4108 
    2020zbf          0.0          0.35          0.0        4.07263        -8.25829        2.69393     0.04443       0.4747     0.02273   0.63466    1.56731   1.10017         0.24929          14.6388         0.22178  0.26758  1.80352  0.24778     0.40506      1.00887     0.41017     5.64356     20.53092     4.11746   0.00263    0.01362   0.00794        0.27611         0.34448        0.12248  1410.18379    5843.1649  3015.06649      2044.08103       7277.39225      2043.62665   1.30251    2.49808   1.19801             429.49727             4130.61991             501.57178          1.3247         18.12013         1.16285   0.0007  0.00073  0.00993   4.07263  59137.18056   2.69393          0.33769          51.59587          0.44697     2.49892      9.44566     1.87696      0.69671        4.3633      0.73674     1.15221     47.76216     1.11022      0.09594       18.8978      0.09059      2.44683   59166.81426      2.56028        0.08344        51.32124         0.1476           0.13825           44.55724           0.27677       3.62493        16.3122       3.17181    7.78378    33.15832   12.28306  14.17685       82.0      20.5       0.06962        0.27268       0.07711    0.11015   -21.76526    0.16159  0.12737    0.9353  0.05567   0.05567    0.06471   0.12737         0.3181         0.52647        0.88368 
    2020znr          0.0           0.1          0.0        0.33138       -10.89861        0.29433     0.00271      0.00468     0.00665   0.37966    2.94332   0.22148         0.10084         13.52186         0.08289  0.23513  1.62378  0.15641     0.11876      0.78834     0.10184     0.13623      1.02244     0.27549    0.0557    0.27218   0.04083        0.00988         0.04365        0.00972   160.58203    2283.5231   133.35612         43.7313       9981.93744        13.20099   0.16111     2.5914   0.17331             114.42746             3716.98218             125.21226         0.85139         17.53672         1.09917  0.00016  0.00019  0.00222   0.33138  59154.49521   0.29432          0.09203          49.51884          0.08996     0.00341      0.00542     0.00739      0.16598       7.07332      0.09751     0.09739      44.4782     0.15517       0.0089      17.13217      0.00772      1.20395   59234.52734      0.89953        0.01299         51.2755        0.01548           0.01689           44.17178            0.0231       0.91029       57.14278       0.94213    3.07686   112.23404    2.24482       2.5      138.0       1.0       0.00169        0.04446        0.0016    0.00905   -21.03776    0.01029  0.00042   0.99968   0.0002    0.0002    0.00032   0.00042       12.75631        57.66511       14.11889 
    2020zzb          0.0        0.1659          0.0         1.6882       -14.63482        1.52153     0.00469      0.00724     0.01807    0.7445    5.93292    0.5031         0.15882         14.11913         0.16532   0.1802  1.76075  0.16793     0.46265      1.14636     0.27176      4.3436      12.6553     8.38555   0.05386    0.12375   0.04089          0.024         0.03458        0.20321    407.1736   4704.75883     257.919       974.30076       4521.87635       714.45891   0.50623    0.64622   1.99243             674.80243             2865.70143             1199.0125         1.24772         18.33499         1.46553  0.00113   0.0012  0.03398   1.68819  59097.70502   1.52153          0.23199          51.23686          0.20232     0.07957      0.10845     0.24893      0.32617       6.52068      0.27024     0.28337     44.46082      0.3281      0.02253      19.23537      0.02216       0.7827     59182.938      1.44649        0.04786        50.68832        0.03065           0.02567           43.65608           0.03262       2.84223       58.98602       5.05626    4.99121    77.36376    4.18542   4.67685       69.5       3.5       0.00396        0.08392        0.0054    0.05456   -20.17453    0.03604  0.04983   0.98053  0.01393   0.01393    0.01947   0.04983        0.12245         0.29051        0.19838 
    2021bnw          0.0         0.098          0.0        0.42123        -3.20559        0.35194     0.00132      0.00266     0.00456   0.20236    2.24322   0.27701          0.0863         13.69707         0.14108  0.15216  1.69276  0.19575     0.37563      1.12037     0.34728     0.20524      0.75666     0.31804   0.04966    0.19377   0.07643        0.00394         0.01551        0.00608    65.05952   2990.50908    73.44121        75.12411        9930.5645        48.82716   0.29696    1.85858   0.38913              72.25426             2107.72642              151.4783         0.02377         20.97877         0.02206  0.02817  0.52905  0.02757   0.42124  59224.23505   0.35194          0.14162          49.60686          0.16018     0.00106      0.00217     0.00259      0.23533       6.52013      0.12121     0.15856      45.2975     0.21294       0.0091      17.56538      0.01221      0.95856   59270.30959      0.63182        0.05659        51.51324        0.05222           0.07132           44.84164           0.07159       1.36966       28.16604       1.31592    1.81862    36.41764    1.59906       1.5       80.5       1.0       0.00459         0.1217       0.00431     0.0276   -21.04548    0.03725    9e-05   0.99994    3e-05     3e-05      6e-05     9e-05       26.10892        79.90214       33.41624 
    2021een          0.0          0.16          0.0        5.20113        -7.05587        2.34996     0.01492      0.01794     0.13924   0.15555    0.89118   0.52458         0.11032         14.30736         0.14913  0.18698  1.65302  0.19522     0.35553      0.97464     0.23292     1.94518      6.77106     2.54428    0.0499    0.15837   0.06468        0.02618         0.04388         0.0639  1232.53188  10911.65826  2036.28224       625.32242       9127.01027       427.53337   1.71331    2.90456   1.31078             288.05169              2496.2679             701.04971         1.23697          18.0649         1.20259   0.0006  0.00064  0.00966   5.20113  59249.50657   2.34996          0.25116          51.70146           0.2409     0.11643      0.13712     0.90567      0.30704       4.44815      0.50004     0.88037     48.12461     0.38711      0.03844      17.27356      0.03389      1.58136   59282.11092      0.42835        0.08516        51.28895        0.07644           0.09455           44.72196           0.08835           0.0       13.38498       4.56102    2.47971    31.92667     1.5526       2.5       31.5       2.5       0.02285        0.26585       0.02657    0.09348   -21.84124    0.18054  0.00612   0.99944   0.0005    0.0005    0.00055   0.00612         0.1575         0.36835        0.33481 
    2021ejo          0.0          0.44          0.0        7.28478       -44.96547        7.83241     0.09664      0.16504     0.16154   0.58944    2.17957   0.53105         0.21142         13.82637         0.22782  0.16169  1.71672  0.17421     0.39705      0.84362     0.43434     9.09843     28.87434    14.99396   0.00914    0.02964   0.00962         0.0378         0.06206        0.09817   861.99272   5390.78368  1047.56013      1959.46342       6523.26545      1997.75782   0.51024    0.67494   1.34284             966.91991             3539.74553            1799.89679         1.61852         19.52886         1.25616  0.01832  0.01878  0.31991   7.28479  59204.68912    7.8324          0.11953          51.67574          0.14696     3.18098      5.04914     4.39736      0.52325       6.18729      0.54905     0.55749     45.54714     0.80973      0.04842      19.67903      0.03207      3.22037   59293.51371      2.83645        0.06235        51.59586        0.18023           0.11558           44.62896           0.21347       7.89918       44.00257       6.22529    9.08294    66.70666   15.66702     17.25     117.75  16.92685       0.00932        0.06898       0.01005     0.3119   -21.72519    0.08816  0.12188   0.91406  0.03954   0.03954    0.08594   0.12188        0.31328         0.88328        0.45691 
     2021ek          0.0         0.193          0.0        0.90998       -10.08444        1.00326     0.03628      0.13003     0.07199   0.05461     0.7749   0.20803         0.10637         14.64844         0.11699  0.20008   1.8068  0.18481     0.34981      1.13241     0.30924     3.15974      9.50707     3.38608   0.00761    0.03004   0.01515        0.12826         0.34027        0.10088   629.06262    7125.2683   732.82791       310.29706       6830.40623       352.81113   0.12141    0.29511    0.1398             656.73221              4776.4347             580.59787         1.14337          17.7435         1.31426  0.00029  0.00031  0.00604   0.90999  59206.12731   1.00326          0.16823          51.43969          0.18921     0.11979      1.27402     0.12719      0.18806       3.72191      0.28119     0.45375     48.99679     0.28417      0.01559      18.76092      0.01434          0.0   59236.74153          0.0        0.05456         51.1077        0.03716           0.07301            44.6833           0.05193       0.40092        7.20327       1.42372    1.24303     21.6098    0.38937       4.0       34.5       4.0       0.02973        0.47142       0.04916    0.14753   -20.71961    0.11413  0.00108   0.99924  0.00033   0.00033    0.00077   0.00108        0.15799         0.44574        0.25253 
    2021fpl          0.0         0.121          0.0         4.4006        -21.7236        2.55995     0.01039       0.0128      0.0322   0.31504    2.61911   0.41849         0.14832         14.07482         0.17833  0.19608  1.70756  0.18858     0.44653       0.9809      0.4831     3.99605     14.71027     7.10896   0.05025    0.13998   0.06205        0.04786         0.09614         0.0556   744.32143   5288.65048  1087.31326       989.76737        6948.8592        1325.123   0.30755    1.21244   0.24757             162.48179             5914.06032              67.33705         2.16596         18.87058         1.70588   0.0041  0.00413  0.20537    4.4006  59266.90354   2.55995          0.28246          51.45017          0.13469     0.16253      0.19742     0.53638      0.39917       5.89453      0.24665     0.29013     45.76629     0.44124      0.02742      17.26835      0.02065          0.0   59337.24672      2.17895        0.02574        51.11828         0.0868           0.02606           44.13774           0.10516       3.54725       47.22523       3.27322    2.96931    71.29075    3.60409       2.0       68.0       2.0       0.00335        0.08175       0.00395    0.14797   -21.45474    0.06392  0.01442   0.99222   0.0064    0.0064    0.00778   0.01442        0.16457         0.51413        0.44628 
    2021gtr          0.0         0.303          0.0       30.99814       -25.94132        7.62362     0.09719      0.30426     0.12028   0.70453     3.7245   0.84126         0.30367         13.39317         0.33335  0.20722  1.67522   0.1597     0.27272      0.71448     0.43447     6.96289     24.75088    22.89776   0.03253    0.09606   0.06604        0.01547          0.0411        0.02677  1224.20371   4519.36868   818.10187       437.60107       9235.41449       353.20435   1.49943    2.75069   1.40973             526.39801             3111.69321             496.13379          1.0786         17.91866          1.1797  0.00042  0.00046  0.00651  30.99814  59109.23056   7.62362          0.12126          51.46241          0.13774     2.54462       7.5387     3.05387      0.65209       7.60129      0.44656     0.45087     43.64468     0.51796      0.06354      19.96138       0.1026      6.88444   59243.24129     18.11707        0.04387        51.25373        0.04025           0.04373           43.85438           0.05118      10.56707      100.38712      28.47983   13.77549   200.84136   35.40971   12.7074      184.0   35.4148       0.00719        0.02056       0.00771     0.0854   -20.78752    0.15291  0.14481   0.47916  0.17411   0.17411    0.52083   0.14481        0.15869         0.61457        0.21758 
    2021hpc          0.0          0.24          0.0        2.39671       -11.90882        1.88702     0.08558      0.19938     0.20273   0.46959    4.35237   0.40256         0.18407         13.55001         0.12643  0.17567   1.7425  0.13256     0.28812      0.91699     0.26155     2.67623     12.77752     3.21429   0.00443    0.01774   0.00621        0.11864         0.34452        0.07676   599.89838    7161.1798   681.23566       397.51358       9572.76559       253.90521    0.7115    3.44963   0.78619             281.41862             3104.22166             253.81101         0.12376         20.91233         0.09115  0.11257  0.45401  0.10602   2.39671  59276.55388   1.88701          0.08694          51.59181          0.08724     0.94473      2.29342     3.42366      0.29397       7.40144      0.32047     0.33096     43.82157      0.3434      0.03704      19.70029      0.03672      3.11591   59324.42168      3.95615        0.06072        51.22877        0.05403            0.0638           44.03658           0.07139       4.27722       27.61142         4.258   10.77917   136.45758    8.57241       6.5      144.0   7.67685       0.01839        0.09378       0.01512    0.10221   -20.94906    0.12295  0.28156    0.7624  0.10669   0.10669     0.2376   0.28156        0.09294         0.43194        0.11218 
    2021hpx          0.0         0.213          0.0        1.77229        -15.4933        2.00842     0.01527      0.01786     0.13317   0.38821     1.8884    0.3314         0.16979         14.10812         0.14371  0.20386  1.70772  0.18164     0.39137      0.96841     0.44863     1.09351      5.59804     2.19414   0.06191    0.21964   0.06871        0.00329         0.01454        0.00546   560.60456   7407.68833   641.64511       309.01552       7149.77287       299.86399   0.18456     0.3926   0.43025            1038.54545             4470.97546             662.43969          1.5857          18.3644         1.34555   0.0013  0.00133  0.02717   1.77229  59273.95362   2.00842          0.11944          51.26263          0.20977     0.11148      0.12658      0.7999      0.43225       5.54557      0.33936      0.4147     46.38722     0.60002      0.01355      18.19447      0.01939      0.40686   59331.75583      0.55021        0.07595         51.2958        0.06326           0.08781           44.58702           0.06695       3.63985       29.02702       3.27155    1.42501    40.45501    1.73711       1.0       42.0       1.0       0.00932         0.1792       0.00737    0.02907   -21.60779    0.02247   0.0123   0.99792  0.00183   0.00183    0.00208    0.0123         0.4076         1.07893        0.48997 
    2021kty          0.0         0.159          0.0        1.09628        -6.20644        1.04124     0.00185      0.00324     0.00653   0.77935    7.92192   0.90635         0.10827         14.15401         0.15145  0.21392  1.74657   0.1908     0.34936      0.96674       0.299     1.78442      2.96855     5.92176   0.02102    0.03822   0.05099        0.03785         0.05961        0.19931  1175.82118   2792.42422  1196.66442      2697.42803       7202.32834      2488.89799   1.18428    3.09589   1.06881             424.29912             3478.49373             671.16822         1.38392         18.10768         1.55822  0.00068  0.00071   0.0251   1.09628    59303.131   1.04124          0.74932          50.09695          0.79256     0.00569      0.00846     0.05166      0.26094       6.67924       0.2208     0.21699     44.01438     0.34716      0.04366      19.29628      0.04222      2.81081   59347.43268      2.84198        0.06022        50.58774        0.05969           0.09118           43.68611             0.108       2.98603        31.3099       2.05707    9.31558     60.0914    8.18629      19.0       92.0  12.17685        0.0124          0.161       0.01347    0.10058    -19.8604    0.05702  0.01956   0.99712  0.00198   0.00198    0.00288   0.01956        2.79318         3.29419       13.96042 
    2021lwz          0.0         0.065          0.0        0.19257        -2.81978        0.22213     0.01744      0.25421     0.01604   8.43759   19.52358   7.55074         0.55154         12.78836         0.86468  0.19913   1.6843  0.20903     0.50802       0.6466     0.68171     0.17503      3.15122     0.19554   0.00023     0.0103   0.00049        0.00111          0.0115        0.00395   161.45238   5709.86978    164.2768        58.29404       9960.34384        32.00048   0.12002    4.90704   0.06907              78.12348             3868.56848              54.92928         1.05084         17.48514         1.21776  0.00015  0.00017  0.00264   0.19257  59340.47976   0.22213          0.01044          50.78575          0.01671     0.01841      0.79535     0.01773      1.33531       10.0603      1.10845     1.33115     40.04992     1.37386      0.02161       17.7175      0.01515          0.0   59352.99416          0.0        0.01272        49.93604        0.03519           0.01383           43.40362             0.015           0.0       10.36111           0.0    2.43797    26.20847        0.0   2.17685       35.5       2.0       0.01769        0.83224       0.02357    0.01906   -19.53697     0.0148  0.00176   0.00182  0.03884   0.03884    0.99818   0.00176        0.00691         0.14182        0.01187 
    2021mkr          0.0          0.28          0.0         1.9602       -18.40394        1.95929     0.04109      0.04989     0.12924   0.43338    1.91658   0.46816         0.22818         13.05976         0.25014  0.15975  1.62778  0.21753     0.32172      1.06075     0.29116     1.97888      7.90187     1.55853   0.05402    0.16846   0.08237        0.00341         0.01404        0.00814  1820.49435   10211.0617  1406.34509       819.43642       7225.37899       900.19622   1.34389    2.51423   1.40426             740.81658             3254.19653             588.44977          1.3636         18.11883         1.35325   0.0007  0.00073  0.01584    1.9602  59330.90168    1.9593          0.23424          51.67863          0.14711     0.30476      0.37981     1.12181      0.31498       7.63275      0.18324     0.13965     44.32443     0.17144      0.02661       18.8276      0.04001      1.92591   59404.27399       1.9434        0.04029         51.2079        0.03177           0.04499           44.25572           0.04508       2.72354       52.05396       3.68042     2.5845    67.37685    3.03634   4.67685       66.0       5.5        0.0116        0.12952       0.01331    0.06635    -21.7253    0.06759  0.02799   0.99001  0.00768   0.00768    0.00999   0.02799        0.10448         0.33783        0.20743 
    2021nxq          0.0          0.15          0.0        1.45223        -6.76802         1.0783      0.0054      0.00846     0.02114   0.77998    5.08506   0.53639         0.11395          14.0253         0.23964  0.23518  1.79999  0.18325     0.50241      1.07373     0.36073     5.95503     19.92543     8.69411   0.02283    0.06973   0.02072        0.03781         0.05082        0.22146   575.45122    4344.7176   595.62698       375.48452       3554.44997      1102.97808   0.26278     0.4276   0.45552             829.40904             4590.04297             787.17214         1.82357         18.96314         1.19462  0.00503   0.0051  0.07479   1.45223  59337.56398    1.0783          0.15734          51.36848          0.10588     0.11893      0.17905     0.35913      0.41296       6.50571       0.3414     0.38393     44.61408     0.46581      0.01718      18.69042      0.01655      1.91473   59425.20106      2.00289        0.03932        50.87416        0.03535           0.04224           43.81212           0.04352       2.63215       59.09043       5.31798    4.67218    81.58581    9.17562   6.17685       81.0       7.5       0.00585        0.07439       0.00667    0.05734   -20.47749    0.02907   0.0485   0.97687  0.01546   0.01546    0.02313    0.0485        0.07486         0.31833        0.16246 
    2021rwz          0.0          0.19          0.0        3.67036       -13.23368        3.75153     0.00483      0.00698     0.01451   1.62315     3.5471   1.58634         0.14424         14.58164         0.15437  0.18153  1.73245  0.16067     0.40668      1.05684     0.34192     5.96777     12.35887    11.90191    0.0223    0.04205   0.04262        0.06482         0.08544        0.13068    941.9552   4705.03466   814.77241      1401.45892       7817.47853      1532.37354   1.28395    2.05643   1.53554             625.91917             3242.83475              699.9873         1.70352         18.43286          1.6466  0.00148   0.0015  0.06521   3.67036   59360.1705   3.75153           0.2601           51.1684          0.28773     0.07334      0.09952     0.22546      0.75291       5.14081      0.50099      0.7971     46.26184     1.12044      0.02666        19.391      0.02454      1.22725    59400.5387      0.89696        0.07997        50.58716        0.13298           0.11838           43.90788           0.18605       4.35107       20.89821       4.29905    3.86333    37.67334    2.88638       4.0       39.5       4.5       0.01976        0.21366       0.02381    0.06939   -20.14188    0.08871  0.00942   0.99501  0.00362   0.00362    0.00499   0.00942        0.12636         0.25747        0.29676 
    2021txk          0.0          0.46          0.0        7.05962       -13.79289        4.54916     0.02454      0.02821     0.14844   0.84239    1.71352   1.34604         0.24321         14.32888         0.30266  0.16732   1.7105  0.20525     0.50184      0.88275     0.49521     4.88909      9.12684    12.96564   0.04807    0.07584   0.07851        0.07355         0.09568         0.1585  2216.48433   8664.20035  2686.62329      2412.67368        6593.4347      2220.40633   0.74287    1.09026   1.04507             799.65295             3131.24645            1460.34405         1.61527         18.55009         1.50416  0.00193  0.00198  0.06097   7.05962  59372.64687   4.54916          0.25495          51.59447          0.35325     0.25222      0.28353     1.40756      0.75683       4.93653       0.9115     1.35977     47.07928     1.18583      0.05889      19.84376      0.09307      1.61493   59415.09887      5.85126        0.10133        51.22732        0.14947           0.12525           44.61535           0.17575        3.7933       18.03468       5.40973    6.01156    32.06166    7.38036       8.5       40.5  15.17685       0.07509        0.25175        0.0901    0.15276   -21.49483    0.21989  0.02282   0.99626  0.00331    0.0033    0.00373   0.02282        0.24729         0.44567        0.41314 
    2021uvy          0.0         0.095          0.0        1.44566       -11.08098        1.52892     0.00276      0.00417      0.0249   0.61671    6.02309   1.16199         0.19788         14.22852         0.25076  0.19254  1.73978  0.18672     0.39069      0.88684     0.44792     1.04057      3.45744     1.12038   0.06399    0.25546   0.05192        0.00192         0.01242        0.00513   478.63843   5332.86892   430.29259        455.6751        9733.8132       196.81237   0.14616    0.19403   0.51182             722.32082             2908.60678            1499.91886         0.10625         21.01056         0.08237  0.12353  0.56922  0.11888   1.44566  59392.34347   1.52893          0.22346          50.77721          0.16108     0.00936      0.01392     0.12061      0.55141       6.38128      0.30901     0.42087     44.57548     0.53169      0.03226      18.52273      0.03765      0.84571   59453.39081      0.07713        0.07488         50.5452        0.06547           0.09779           43.75398           0.07152       2.52081       42.07384       2.72129     2.7213    46.26198    2.72129      2.25      35.25   5.42685       0.01796        0.19826       0.01713    0.11422   -20.14786    0.12562  0.02319   0.99714  0.00206   0.00206    0.00286   0.02319        0.23388         0.61765        0.34291 
    2021vuw          0.0           0.2          0.0        6.78812       -17.97749        4.38736     0.00375      0.00593     0.01828    0.3778    1.22876   0.72087          0.1661         14.31564         0.11851  0.20946  1.72014  0.15445     0.27231      0.99903     0.31568     6.50782     17.01428    11.61886    0.0449    0.10904   0.05458        0.04423         0.06022        0.17305    688.2225   7048.01814   488.64557       546.11335       6191.07062         264.873   1.04478    1.68021   1.25464              519.4038             3036.35818             698.37907         1.84976         19.01714         1.04043  0.00569  0.00578  0.05767   6.78813   59416.5144   4.38735          0.25294          51.71302          0.24091     0.08326      0.12316     0.22827      0.38275       4.71743      0.63651     0.98125     47.58457     0.68332      0.02002      18.46095      0.01864          0.0   59469.60405       1.8635        0.07229        51.11352        0.08689           0.08481           44.32161           0.09844       2.41024       24.13531       4.36436    1.85873    52.51324    1.91615       2.0       51.5       2.0       0.00904        0.12441        0.0072    0.05955   -21.20764    0.20373  0.00341   0.99922  0.00055   0.00055    0.00078   0.00341        0.11525         0.25804        0.20572 
    2021xfu          0.0          0.32          0.0        1.64188       -17.18272        7.76008     0.04446      0.04588     0.04681   0.58546    2.53922   0.50476         0.12336         13.80422         0.32809  0.20002  1.78242  0.23207     0.31127      1.05514     0.23502     17.5569     45.99248    15.40867   0.00045    0.01057   0.00881        0.12573         0.16056        0.22108   292.98726   2233.22426   247.34574       595.76233       6555.70084      2240.71509   0.85209    2.63525   0.78529             122.16538             3571.20066             148.54108         1.05124         17.83264         0.98587  0.00034  0.00038  0.00328   1.64188   59412.0631   7.76009          0.20354          51.16484          0.08822     2.10982      2.16465     4.08913      0.95212       6.48031      0.20371     0.30348     45.20087     1.25381      0.01751       19.1489      0.01689      1.81588   59494.08594       3.0039        0.04763        51.43916        0.07132           0.06268           44.40254           0.12404       6.39984       50.76171       3.77303    10.1127    75.84913     7.7339      17.0      127.5       9.5       0.01876        0.06699       0.00501    0.02073   -21.36012     0.0295  0.09556     0.941  0.05709   0.05709    0.05901   0.09556        0.35714         1.87984        1.36129 
    2021ybf          0.0          0.13          0.0        6.03534       -25.47879        5.35409     0.00446      0.00688     0.01378   1.28499   10.97368    1.0728         0.10843         14.27519         0.22803  0.18197  1.72293  0.17507     0.45852      1.00859     0.38571     4.33374     11.42987     7.12846   0.03758     0.0842   0.07196        0.10779         0.22753        0.17404  1015.41285   4798.79899   957.53318       461.78285       6238.94366       543.95118    0.8317    1.43054   2.00997            1826.89935             4330.05546            1012.35669         1.64053         18.61318         1.45167  0.00222  0.00228   0.0623   6.03534  59412.96776   5.35409          0.24608          51.20199          0.17277     0.06271      0.08974     0.11017      0.38736       6.72335      0.17857     0.22673     43.72406      0.3823       0.0323      19.58679      0.03467      2.91958   59481.68683      2.63044        0.03898        50.28578        0.03712            0.0429           43.20143           0.03513        4.8627       56.53676       4.37768    4.65118     86.0539    5.64166       4.5       79.0   4.17685       0.01609        0.12221       0.02271    0.06934    -19.3242    0.05372  0.08182   0.94755  0.03688   0.03688    0.05245   0.08182        0.03717         0.12019        0.09592 
    2021ynn          0.0          0.22          0.0        1.89867        -4.35857        1.47781     0.06822      0.41201     0.07141   0.44745    1.34482   1.28599         0.12618          14.8864         0.09699  0.19903  1.40678  0.28384     0.25176       1.1881     0.22042      1.3285      7.31711     2.03654   0.02644    0.06426   0.03879        0.02172         0.04642        0.03029   3020.1906  11077.15794  2327.57935       700.33335       6256.85703       555.47863   0.75847    1.24261   1.70593             805.10391             3409.63141            1204.24898         1.36924         18.34933         1.22048  0.00118  0.00124  0.01939   1.89867  59459.08082   1.47781          0.32845          51.75457          0.19836      0.4474      3.00697     0.53431      0.47707       3.65426      0.66045     1.23079     48.54104     0.73291      0.05601      19.31045      0.04264      2.47838   59489.20844      0.28229        0.05336        50.68986        0.06941           0.09728           43.99468           0.13224       2.10951        14.7139       1.95342    8.12586    36.56636    8.12586   8.67685       57.5       8.5       0.04643        0.34965       0.07326    0.13896    -20.5864    0.11174  0.07519   0.99552  0.00355   0.00355    0.00448   0.07519        0.03457         0.08912        0.09938 
