 log(Bfield)      Mns     Pspin  cutoff_power  cutoff_wavelength  fnickel    kappa  kappagamma   mejecta  log(nhhost)  temperature  texplosion  thetaPB      vejecta      A_V        MJD_0   log(KE)      M_Ni  Peak_mag     Peak_MJD 
    12.44126  1.82366   3.25776       4.14289         3309.15156  0.25057  0.01155     0.05172  58.75486     16.94854    8895.1614    -9.25308  0.85163  15601.88948    5e-05  59136.18577  53.12723   23.1295  18.85241  59166.78283 
     13.1865  1.93617   1.85028       1.76747         4226.74892  0.02956  0.30773     0.17047   1.01309     16.72641   6503.66035   -29.09027  0.56388  11648.32391    3e-05  59116.34858  52.43434   0.99303  18.91004  59166.78283 
    14.84039  2.16672  10.83148       4.47633         2351.06546  0.43087   0.0112     0.17218  36.23315     16.73983    9498.6158   -14.53178  0.31252   15763.0989    3e-05  59130.90707  53.10195  36.76101  18.96881  59166.78283 
    14.67666  1.48413  13.46657        4.7457         2997.70634  0.43541  0.01059     0.04934  36.19645     18.86807    9250.5006   -10.14833  0.61984  14810.34208   0.0041  59135.29052  53.04772   37.1417  18.88519  59169.37454 
    12.46856  1.91729  20.65795       3.87413         2540.29691  0.40499  0.01282     0.04892  46.65441     18.61034   8513.93728   -12.08274  1.17129  18460.56038  0.00226  59133.35611  53.25738  36.03327  18.83026  59166.78283 
    12.23408  1.93388   18.3435       3.19824         3501.18011  0.49487  0.02445     0.18538  33.83503     17.51486   8679.20347   -14.92907  1.41669  18583.92253  0.00018  59130.50978  53.23987  41.73096  18.87761  59163.86139 
    13.87517  1.70823  21.07851       3.37973         3300.94417  0.48876  0.13213     0.14293  82.90014      17.4112   9134.35437   -28.15999  1.37153  35767.27714  0.00014  59117.27886  53.87066  47.55028  18.88421  59166.78283 
    13.41631  1.80849  29.05583       3.80297         3345.31312  0.42873  0.02741     0.47115  50.20232     16.34027   8621.53989   -26.92557  1.02304   12234.8439    1e-05  59118.51328  52.90523  38.60047  18.97009  59166.78283 
    14.58776  1.93629  27.69387       3.55367         3796.46429  0.48491  0.01099     0.13332  29.88246     16.34307   8354.27755   -11.04225  0.89997     12869.12    1e-05   59134.3966  52.91134  40.02049  18.79182  59166.78283 
    13.95766  1.99283   8.38958       2.44505         3603.85284  0.41762  0.01115     0.12547  35.44325     16.28911   7188.26349    -9.40088  0.57407  15202.08379    1e-05  59136.03797  53.06885  35.49713  18.97318  59169.70426 
